results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	count	count_change	count_label
213	metaraminol bitartrate	0	0	20.74	1	0	51	31953	8832335	213	metaraminol bitartrate	hypotension	0	0	482.43	1	0	5	7	2656	213	metaraminol bitartrate	hypotension	52	52	0	0	Inf	1	0	0	0	0	213	metaraminol bitartrate	hypotension	0	0	Inf	1	0	0	0	335	213	metaraminol bitartrate	hypotension	0	0	Inf	1	0	0	1	377	213	metaraminol bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1711	1710
2056	vasopressin	1.56	0.62	3.21	0.23	7	1244	31946	8831142	2056	vasopressin	hypotension	0	0	21.9	1	0	83	7	2578	2056	vasopressin	hypotension	52	52	0	0	Inf	1	0	0	0	0	2056	vasopressin	hypotension	0	0	Inf	1	0	13	0	322	2056	vasopressin	hypotension	0	0	1167.81	1	0	12	1	365	2056	vasopressin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1711	1710
1386	levothyroxine sodium	1.98	1.88	2.09	6.1e-113	1396	198892	30557	8633494	1386	levothyroxine sodium	hypothyroidism	1.36	1.04	1.79	0.025	175	34922	82	22197	1386	levothyroxine sodium	hypothyroidism	0	79.9	0.64	0.28	1.37	0.3	11	5476	24	7703	1386	levothyroxine sodium	hypothyroidism	0.78	0.07	4.75	1	2	920	5	1783	1386	levothyroxine sodium	hypothyroidism	0.58	0.23	1.31	0.2	9	5153	21	6914	1386	levothyroxine sodium	hypothyroidism	-0.37	0.690734330637355	0.37	0.31	-0.05	0.01	0	-0.31	0.44	0.48	2	1713	1712
245	liothyronine sodium	1.46	0.91	2.22	0.091	22	4162	31931	8828224	245	liothyronine sodium	hypothyroidism	2.56	1.21	4.82	0.0078	10	888	247	56231	245	liothyronine sodium	hypothyroidism	0	79.9	4.19	0.48	16.58	0.09	2	188	33	12991	245	liothyronine sodium	hypothyroidism	0	0	72.09	1	0	27	7	2676	245	liothyronine sodium	hypothyroidism	5.12	0.59	20.58	0.065	2	166	28	11901	245	liothyronine sodium	hypothyroidism	1.45	4.26311451516882	0.74	0.05	-0.05	0.01	0	-0.26	0.44	0.55	2	1713	1712
2098	nintedanib esylate	0.68	0.25	1.49	0.49	6	2428	31947	8829958	2098	nintedanib esylate	idiopathic pulmonary fibrosis	0.48	0.15	1.21	0.14	5	2096	37	7371	2098	nintedanib esylate	idiopathic pulmonary fibrosis	57.7	79.8	0.72	0.13	2.74	0.77	3	1006	11	2667	2098	nintedanib esylate	idiopathic pulmonary fibrosis	0.29	0.01	2.09	0.3	1	896	9	2326	2098	nintedanib esylate	idiopathic pulmonary fibrosis	1.7	0.14	14.92	0.62	2	465	3	1189	2098	nintedanib esylate	idiopathic pulmonary fibrosis	-0.44	0.644036421083141	0.65	0.49	0.02	0.03	0.47	0.01	0.55	0.99	2	1715	1714
1675	pirfenidone	1.06	0.72	1.51	0.71	31	8083	31922	8824303	1675	pirfenidone	idiopathic pulmonary fibrosis	0.96	0.48	2.01	0.87	29	6621	13	2846	1675	pirfenidone	idiopathic pulmonary fibrosis	57.7	79.8	1.22	0.35	5.32	1	10	2471	4	1202	1675	pirfenidone	idiopathic pulmonary fibrosis	1.98	0.39	19.15	0.51	8	2156	2	1066	1675	pirfenidone	idiopathic pulmonary fibrosis	0.74	0.08	8.93	0.67	3	1106	2	548	1675	pirfenidone	idiopathic pulmonary fibrosis	0.3	1.349858807576	0.58	0.6	0.02	0.03	0.48	0.01	0.55	0.99	2	1715	1714
112	corticotropin	0.2	0.04	0.57	0.00029	3	4245	31950	8828141	112	corticotropin	infantile spasms	1.18	0.03	8.35	0.59	1	314	10	3710	112	corticotropin	infantile spasms	1.1	8.4	0	0	154.41	1	0	22	2	624	112	corticotropin	infantile spasms	0	0	563.14	1	0	37	1	538	112	corticotropin	infantile spasms	0	0	36.87	1	0	32	3	475	112	corticotropin	infantile spasms	-14.93	3.28082741402858e-07	2092.34	0.99	0.02	0.08	0.76	-1.24	1.16	0.28	2	1717	1716
1170	vigabatrin	0.73	0.46	1.11	0.17	22	8293	31931	8824093	1170	vigabatrin	infantile spasms	0.37	0.08	3.49	0.2	9	3722	2	302	1170	vigabatrin	infantile spasms	1.1	8.4	0.04	0	3.55	0.085	1	619	1	27	1170	vigabatrin	infantile spasms	Inf	0	Inf	1	1	532	0	43	1170	vigabatrin	infantile spasms	0.12	0.01	7.4	0.17	2	478	1	29	1170	vigabatrin	infantile spasms	-1.6	0.201896517994655	1.17	0.17	0.02	0.08	0.79	-1.28	1.16	0.27	2	1717	1716
1378	oseltamivir phosphate	1.32	1.01	1.71	0.037	60	12533	31893	8819853	1378	oseltamivir phosphate	influenza	0.87	0.45	1.66	0.76	19	4578	24	5033	1378	oseltamivir phosphate	influenza	52.2	60.6	0	0	Inf	1	0	86	0	83	1378	oseltamivir phosphate	influenza	0	0	Inf	1	0	357	0	338	1378	oseltamivir phosphate	influenza	0.89	0.01	69.79	1	1	489	1	434	1378	oseltamivir phosphate	influenza	0.06	1.06183654654536	1.43	0.97	0.02	0.03	0.52	-17.33	2964.22	1	2	1719	1718
1359	zanamivir	1.16	0.65	1.92	0.49	15	3567	31938	8828819	1359	zanamivir	influenza	1.82	0.9	3.54	0.067	15	2181	28	7430	1359	zanamivir	influenza	52.2	60.6	0	0	Inf	1	0	13	0	156	1359	zanamivir	influenza	0	0	Inf	1	0	54	0	641	1359	zanamivir	influenza	0	0	84.63	1	0	55	2	868	1359	zanamivir	influenza	-16.45	7.17555954486746e-08	6884.91	1	0.02	0.03	0.53	-17.3	2933.8	1	2	1719	1718
1543	mecasermin recombinant	2.09	0.57	5.37	0.13	4	530	31949	8831856	1543	mecasermin recombinant	insulin-like growth factor decreased	0	0	Inf	1	0	120	0	34	1543	mecasermin recombinant	insulin-like growth factor decreased	NA	NA	0	0	Inf	1	0	0	0	0	1543	mecasermin recombinant	insulin-like growth factor decreased	0	0	Inf	1	0	2	0	1	1543	mecasermin recombinant	insulin-like growth factor decreased	0	0	Inf	1	0	2	0	4	1543	mecasermin recombinant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1721	1720
1557	mecasermin rinfabate recombinant	0	0	43.95	1	0	25	31953	8832361	1557	mecasermin rinfabate recombinant	insulin-like growth factor decreased	0	0	Inf	1	0	15	0	139	1557	mecasermin rinfabate recombinant	insulin-like growth factor decreased	NA	NA	0	0	Inf	1	0	0	0	0	1557	mecasermin rinfabate recombinant	insulin-like growth factor decreased	0	0	Inf	1	0	0	0	3	1557	mecasermin rinfabate recombinant	insulin-like growth factor decreased	0	0	Inf	1	0	0	0	6	1557	mecasermin rinfabate recombinant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1721	1720
456	betamethasone acetate	1.71	0.21	6.22	0.33	2	324	31951	8832062	456	betamethasone acetate	intervertebral disc protrusion	0	0	51.46	1	0	14	20	3157	456	betamethasone acetate	intervertebral disc protrusion	50	61.2	0	0	Inf	1	0	0	2	217	456	betamethasone acetate	intervertebral disc protrusion	0	0	Inf	1	0	0	2	214	456	betamethasone acetate	intervertebral disc protrusion	0	0	7792.35	1	0	1	2	454	456	betamethasone acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1723	1722
829	chymopapain	0	0	301.25	1	0	5	31953	8832381	829	chymopapain	intervertebral disc protrusion	0	0	866.49	1	0	2	20	3169	829	chymopapain	intervertebral disc protrusion	50	61.2	0	0	Inf	1	0	0	2	217	829	chymopapain	intervertebral disc protrusion	0	0	Inf	1	0	0	2	214	829	chymopapain	intervertebral disc protrusion	0	0	Inf	1	0	0	2	455	829	chymopapain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1723	1722
2033	ferric carboxymaltose	0	0	2.27	0.42	0	452	31953	8831934	2033	ferric carboxymaltose	iron deficiency anaemia	0	0	10.28	1	0	54	25	3383	2033	ferric carboxymaltose	iron deficiency anaemia	28.1	79	0	0	703.64	1	0	33	1	601	2033	ferric carboxymaltose	iron deficiency anaemia	0	0	3641.38	1	0	3	1	296	2033	ferric carboxymaltose	iron deficiency anaemia	0	0	86.44	1	0	34	2	545	2033	ferric carboxymaltose	iron deficiency anaemia	-14.94	3.24818263581871e-07	2913.4	1	0.01	0.03	0.84	-0.14	1.26	0.91	2	1725	1724
1611	ferumoxytol	0	0	1.23	0.083	0	831	31953	8831555	1611	ferumoxytol	iron deficiency anaemia	0	0	1.07	0.065	0	448	25	2989	1611	ferumoxytol	iron deficiency anaemia	28.1	79	0	0	484.23	1	0	47	1	587	1611	ferumoxytol	iron deficiency anaemia	0	0	466.28	1	0	23	1	276	1611	ferumoxytol	iron deficiency anaemia	0	0	70.71	1	0	41	2	538	1611	ferumoxytol	iron deficiency anaemia	-14.95	3.21586267857925e-07	2214.91	0.99	0.01	0.03	0.84	-0.08	1.26	0.95	2	1725	1724
1555	deferasirox	1.35	1.12	1.61	0.0012	128	26251	31825	8806135	1555	deferasirox	iron overload	0.6	0.3	1.33	0.14	50	7116	10	852	1555	deferasirox	iron overload	53.3	66.7	0	0	Inf	1	0	197	0	38	1555	deferasirox	iron overload	Inf	0	Inf	1	1	503	0	94	1555	deferasirox	iron overload	Inf	0	Inf	1	1	534	0	92	1555	deferasirox	iron overload	15.31	4457060.38416286	2132.78	0.99	0.01	0.03	0.67	-0.01	1.42	1	2	1727	1726
500	deferoxamine mesylate	3.08	1.79	4.95	6.9e-05	17	1525	31936	8830861	500	deferoxamine mesylate	iron overload	1.45	0.45	3.62	0.4	5	470	55	7498	500	deferoxamine mesylate	iron overload	53.3	66.7	0	0	Inf	1	0	12	0	223	500	deferoxamine mesylate	iron overload	0	0	846.66	1	0	26	1	571	500	deferoxamine mesylate	iron overload	Inf	0.42	Inf	0.057	1	35	0	591	500	deferoxamine mesylate	iron overload	2.97	19.4919195960311	1.42	0.04	0.01	0.03	0.66	0.09	1.44	0.95	2	1727	1726
687	dinoprostone	0.38	0.01	2.12	0.53	1	729	31952	8831657	687	dinoprostone	labour induction	0	0	0.86	0.024	0	383	8	556	687	dinoprostone	labour induction	0	0	0	0	Inf	1	0	0	0	0	687	dinoprostone	labour induction	0	0	Inf	1	0	2	0	35	687	dinoprostone	labour induction	0	0	5.21	0.59	0	22	5	98	687	dinoprostone	labour induction	80.03	5.70935945692264e+34	8888861	1	-22.23	3014.63	0.99	-99.92	8888859	1	2	1729	1728
375	oxytocin	0.54	0.15	1.39	0.27	4	2042	31949	8830344	375	oxytocin	labour induction	0	0	1.6	0.12	0	253	8	686	375	oxytocin	labour induction	0	0	0	0	Inf	1	0	0	0	0	375	oxytocin	labour induction	0	0	Inf	1	0	1	0	36	375	oxytocin	labour induction	0	0	4.42	0.58	0	25	5	95	375	oxytocin	labour induction	393.29	6.36321778861113e+170	1256399	1	-22.21	2990.94	0.99	-408.05	1256426	1	2	1729	1728
1933	metreleptin	1.49	0.04	8.43	0.49	1	185	31952	8832201	1933	metreleptin	lipodystrophy acquired	Inf	0.23	Inf	0.1	1	93	0	825	1933	metreleptin	lipodystrophy acquired	NA	NA	0	0	Inf	1	0	0	0	0	1933	metreleptin	lipodystrophy acquired	0	0	Inf	1	0	6	0	36	1933	metreleptin	lipodystrophy acquired	0	0	Inf	1	0	29	0	4	1933	metreleptin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1731	1730
1668	tesamorelin acetate	0	0	0.86	0.026	0	1186	31953	8831200	1668	tesamorelin acetate	lipodystrophy acquired	0	0	7.43	0.16	0	772	1	146	1668	tesamorelin acetate	lipodystrophy acquired	NA	NA	0	0	Inf	1	0	0	0	0	1668	tesamorelin acetate	lipodystrophy acquired	0	0	Inf	1	0	32	0	10	1668	tesamorelin acetate	lipodystrophy acquired	0	0	Inf	1	0	1	0	32	1668	tesamorelin acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1731	1730
359	chlophedianol	0	0	140.18	1	0	9	31953	8832377	359	chlophedianol	lymphoma	0	0	1467.03	1	0	2	30	8099	359	chlophedianol	lymphoma	62.1	81.6	0	0	Inf	1	0	0	0	1004	359	chlophedianol	lymphoma	0	0	Inf	1	0	0	2	1096	359	chlophedianol	lymphoma	0	0	Inf	1	0	0	0	759	359	chlophedianol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1733	1732
575	sodium fluoride f-18	0	0	71.66	1	0	16	31953	8832370	575	sodium fluoride f-18	lymphoma	0	0	9043.34	1	0	1	30	8100	575	sodium fluoride f-18	lymphoma	62.1	81.6	0	0	Inf	1	0	0	0	1004	575	sodium fluoride f-18	lymphoma	0	0	Inf	1	0	0	2	1096	575	sodium fluoride f-18	lymphoma	0	0	Inf	1	0	0	0	759	575	sodium fluoride f-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1733	1732
1530	pegaptanib sodium	0	0	1.44	0.19	0	709	31953	8831677	1530	pegaptanib sodium	macular degeneration	0	0	8.78	1	0	349	11	7653	1530	pegaptanib sodium	macular degeneration	NA	NA	0	0	Inf	1	0	0	0	0	1530	pegaptanib sodium	macular degeneration	0	0	Inf	1	0	0	0	183	1530	pegaptanib sodium	macular degeneration	0	0	Inf	1	0	2	0	386	1530	pegaptanib sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1735	1734
1387	verteporfin	0.32	0.04	1.14	0.11	2	1747	31951	8830639	1387	verteporfin	macular degeneration	0.89	0.02	6.3	1	1	805	10	7197	1387	verteporfin	macular degeneration	NA	NA	0	0	Inf	1	0	0	0	0	1387	verteporfin	macular degeneration	0	0	Inf	1	0	3	0	180	1387	verteporfin	macular degeneration	0	0	Inf	1	0	9	0	379	1387	verteporfin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1735	1734
981	mefloquine	7.05	4.99	9.68	3.1e-20	39	1531	31914	8830855	981	mefloquine	malaria prophylaxis	1.9	1.09	3.3	0.018	29	839	30	1648	981	mefloquine	malaria prophylaxis	16	16	0	0	Inf	1	0	0	0	0	981	mefloquine	malaria prophylaxis	0	0	Inf	1	0	21	0	61	981	mefloquine	malaria prophylaxis	0	0	279.58	1	0	15	1	107	981	mefloquine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1737	1736
1371	proguanil	4.75	3.34	6.58	4.4e-14	37	2153	31916	8830233	1371	proguanil	malaria prophylaxis	0.96	0.55	1.67	0.9	28	1203	31	1284	1371	proguanil	malaria prophylaxis	16	16	0	0	Inf	1	0	0	0	0	1371	proguanil	malaria prophylaxis	0	0	Inf	1	0	35	0	47	1371	proguanil	malaria prophylaxis	Inf	0.02	Inf	1	1	67	0	55	1371	proguanil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1737	1736
1456	estradiol acetate	2.97	0.61	8.78	0.083	3	279	31950	8832107	1456	estradiol acetate	menopausal symptoms	0	0	102.07	1	0	41	7	5839	1456	estradiol acetate	menopausal symptoms	65.1	65.1	0	0	Inf	1	0	0	0	0	1456	estradiol acetate	menopausal symptoms	0	0	Inf	1	0	0	0	4	1456	estradiol acetate	menopausal symptoms	0	0	4083.29	1	0	6	1	670	1456	estradiol acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1739	1738
265	isopropamide iodide	0	0	99.61	1	0	12	31953	8832374	265	isopropamide iodide	menopausal symptoms	0	0	2323.36	1	0	3	7	5877	265	isopropamide iodide	menopausal symptoms	65.1	65.1	0	0	Inf	1	0	0	0	0	265	isopropamide iodide	menopausal symptoms	0	0	Inf	1	0	0	0	4	265	isopropamide iodide	menopausal symptoms	0	0	Inf	1	0	0	1	676	265	isopropamide iodide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1739	1738
1209	samarium sm-153 lexidronam pentasodium	26.08	15.12	42.3	2.3e-19	18	191	31935	8832195	1209	samarium sm-153 lexidronam pentasodium	metastases to bone	32.06	16.14	60.73	1.2e-16	15	38	231	18781	1209	samarium sm-153 lexidronam pentasodium	metastases to bone	55.1	80.9	0	0	13901.1	1	0	1	6	2731	1209	samarium sm-153 lexidronam pentasodium	metastases to bone	0	0	16384	1	0	1	3	1968	1209	samarium sm-153 lexidronam pentasodium	metastases to bone	0	0	Inf	1	0	0	5	1854	1209	samarium sm-153 lexidronam pentasodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1741	1740
1415	zoledronic acid	3.38	3.16	3.63	1.1e-186	840	69898	31113	8762488	1415	zoledronic acid	metastases to bone	3.31	2.32	4.84	5e-14	209	11863	37	6956	1415	zoledronic acid	metastases to bone	55.1	80.9	0.92	0.08	6.41	1	2	964	4	1768	1415	zoledronic acid	metastases to bone	0	0	6.15	0.56	0	557	3	1412	1415	zoledronic acid	metastases to bone	2.16	0.25	25.96	0.41	3	759	2	1095	1415	zoledronic acid	metastases to bone	0.09	1.09417428370521	0.74	0.91	0.03	0.03	0.4	-0.75	0.77	0.33	2	1741	1740
2110	cobimetinib fumarate	0	0	3.82	1	0	269	31953	8832117	2110	cobimetinib fumarate	metastatic malignant melanoma	0	0	6.42	1	0	112	52	9632	2110	cobimetinib fumarate	metastatic malignant melanoma	51.5	75	0	0	156.55	1	0	36	3	2285	2110	cobimetinib fumarate	metastatic malignant melanoma	0	0	301.52	1	0	43	2	2408	2110	cobimetinib fumarate	metastatic malignant melanoma	0	0	141.05	1	0	27	3	1532	2110	cobimetinib fumarate	metastatic malignant melanoma	-13.82	9.9552062044523e-07	2088.57	0.99	0.02	0.03	0.63	-0.9	0.92	0.32	2	1743	1742
1950	pembrolizumab	0.13	0.02	0.46	3.8e-05	2	4360	31951	8828026	1950	pembrolizumab	metastatic malignant melanoma	0	0	0.67	0.0084	0	961	52	8783	1950	pembrolizumab	metastatic malignant melanoma	51.5	75	0	0	9.79	1	0	461	3	1860	1950	pembrolizumab	metastatic malignant melanoma	0	0	21.9	1	0	480	2	1971	1950	pembrolizumab	metastatic malignant melanoma	0	0	10.59	1	0	291	3	1268	1950	pembrolizumab	metastatic malignant melanoma	-16.06	1.05981636331305e-07	1713.45	0.99	0.02	0.03	0.62	-0.9	0.92	0.33	2	1743	1742
635	technetium tc-99m pyrophosphate kit	0	0	110.48	1	0	11	31953	8832375	635	technetium tc-99m pyrophosphate kit	multiple gated acquisition scan	0	0	Inf	1	0	5	0	33	635	technetium tc-99m pyrophosphate kit	multiple gated acquisition scan	NA	NA	0	0	Inf	1	0	0	0	0	635	technetium tc-99m pyrophosphate kit	multiple gated acquisition scan	0	0	Inf	1	0	1	0	3	635	technetium tc-99m pyrophosphate kit	multiple gated acquisition scan	0	0	Inf	1	0	2	0	3	635	technetium tc-99m pyrophosphate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1745	1744
592	technetium tc-99m sodium pertechnetate	0	0	1481.07	1	0	2	31953	8832384	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	0	0	Inf	1	0	1	0	37	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	NA	NA	0	0	Inf	1	0	0	0	0	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	0	0	Inf	1	0	1	0	3	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	0	0	Inf	1	0	0	0	5	592	technetium tc-99m sodium pertechnetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1745	1744
415	stanozolol	0	0	8.28	1	0	125	31953	8832261	415	stanozolol	muscle building therapy	0	0	522.21	1	0	8	1	107	415	stanozolol	muscle building therapy	NA	NA	0	0	Inf	1	0	0	0	0	415	stanozolol	muscle building therapy	0	0	Inf	1	0	3	0	38	415	stanozolol	muscle building therapy	0	0	Inf	1	0	1	0	1	415	stanozolol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1747	1746
1841	testosterone propionate	0	0	8.49	1	0	122	31953	8832264	1841	testosterone propionate	muscle building therapy	0	0	410.75	1	0	10	1	105	1841	testosterone propionate	muscle building therapy	NA	NA	0	0	Inf	1	0	0	0	0	1841	testosterone propionate	muscle building therapy	0	0	Inf	1	0	4	0	37	1841	testosterone propionate	muscle building therapy	0	0	Inf	1	0	0	0	2	1841	testosterone propionate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1747	1746
237	ambenonium chloride	1.83	0.05	10.35	0.42	1	151	31952	8832235	237	ambenonium chloride	myasthenia gravis	0	0	19.68	1	0	71	7	1977	237	ambenonium chloride	myasthenia gravis	NA	NA	0	0	Inf	1	0	0	0	0	237	ambenonium chloride	myasthenia gravis	0	0	Inf	1	0	3	0	198	237	ambenonium chloride	myasthenia gravis	0	0	Inf	1	0	3	0	280	237	ambenonium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1749	1748
223	pyridostigmine bromide	0.89	0.36	1.83	1	7	2183	31946	8830203	223	pyridostigmine bromide	myasthenia gravis	1.97	0.33	13.5	0.45	4	826	3	1222	223	pyridostigmine bromide	myasthenia gravis	NA	NA	0	0	Inf	1	0	0	0	0	223	pyridostigmine bromide	myasthenia gravis	0	0	Inf	1	0	62	0	139	223	pyridostigmine bromide	myasthenia gravis	0	0	Inf	1	0	95	0	188	223	pyridostigmine bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1749	1748
158	levorphanol tartrate	0	0	29.84	1	0	36	31953	8832350	158	levorphanol tartrate	nasopharyngitis	0	0	294.2	1	0	4	64	12259	158	levorphanol tartrate	nasopharyngitis	57.7	70.3	0	0	Inf	1	0	0	0	529	158	levorphanol tartrate	nasopharyngitis	0	0	Inf	1	0	0	0	858	158	levorphanol tartrate	nasopharyngitis	0	0	Inf	1	0	0	2	1398	158	levorphanol tartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1751	1750
747	phenylpropanolamine	3.89	1.67	7.73	0.0013	8	568	31945	8831818	747	phenylpropanolamine	nasopharyngitis	2.12	0.05	12.57	0.38	1	91	63	12172	747	phenylpropanolamine	nasopharyngitis	57.7	70.3	0	0	Inf	1	0	1	0	528	747	phenylpropanolamine	nasopharyngitis	0	0	Inf	1	0	0	0	858	747	phenylpropanolamine	nasopharyngitis	568.99	5.94	4.5036e+15	0.0043	1	2	1	1396	747	phenylpropanolamine	nasopharyngitis	6.32	555.572992451403	1.6	0	0.02	0.05	0.62	-16.3	2662.87	1	2	1751	1750
1979	florbetapir f-18	0	0	43.95	1	0	25	31953	8832361	1979	florbetapir f-18	nutritional supplementation	0	0	16384	1	0	1	7	4230	1979	florbetapir f-18	nutritional supplementation	54.6	76.2	0	0	Inf	1	0	0	4	1321	1979	florbetapir f-18	nutritional supplementation	0	0	Inf	1	0	1	0	919	1979	florbetapir f-18	nutritional supplementation	0	0	Inf	1	0	0	6	1783	1979	florbetapir f-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1753	1752
777	potassium iodide	1.76	0.36	5.19	0.24	3	470	31950	8831916	777	potassium iodide	nutritional supplementation	0	0	155.85	1	0	20	7	4211	777	potassium iodide	nutritional supplementation	54.6	76.2	0	0	Inf	1	0	0	4	1321	777	potassium iodide	nutritional supplementation	0	0	Inf	1	0	0	0	920	777	potassium iodide	nutritional supplementation	0	0	Inf	1	0	0	6	1783	777	potassium iodide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1753	1752
1329	docosanol	0.28	0.13	0.53	2.4e-06	9	8985	31944	8823401	1329	docosanol	oral herpes	0.23	0.07	0.66	0.0027	7	4089	10	1325	1329	docosanol	oral herpes	64	64	0	0	Inf	1	0	0	0	0	1329	docosanol	oral herpes	0	0	Inf	1	0	336	0	101	1329	docosanol	oral herpes	0	0	10.84	0.22	0	1058	1	293	1329	docosanol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1755	1754
1233	penciclovir	1.94	0.23	7.07	0.28	2	285	31951	8832101	1233	penciclovir	oral herpes	0	0	33.89	1	0	40	17	5374	1233	penciclovir	oral herpes	64	64	0	0	Inf	1	0	0	0	0	1233	penciclovir	oral herpes	0	0	Inf	1	0	2	0	435	1233	penciclovir	oral herpes	0	0	4838.22	1	0	10	1	1341	1233	penciclovir	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1755	1754
1076	octinoxate	0	0	18.82	1	0	56	31953	8832330	1076	octinoxate	osteopenia	0	0	113.83	1	0	7	99	16090	1076	octinoxate	osteopenia	55.7	77.8	0	0	Inf	1	0	0	0	1018	1076	octinoxate	osteopenia	0	0	Inf	1	0	0	0	142	1076	octinoxate	osteopenia	0	0	Inf	1	0	0	2	1297	1076	octinoxate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1757	1756
1077	oxybenzone	0	0	21.16	1	0	50	31953	8832336	1077	oxybenzone	osteopenia	0	0	113.83	1	0	7	99	16090	1077	oxybenzone	osteopenia	55.7	77.8	0	0	Inf	1	0	0	0	1018	1077	oxybenzone	osteopenia	0	0	Inf	1	0	0	0	142	1077	oxybenzone	osteopenia	0	0	Inf	1	0	0	2	1297	1077	oxybenzone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1757	1756
1408	cetrorelix	0	0	3.71	0.63	0	277	31953	8832109	1408	cetrorelix	ovulation induction	0	0	63.43	1	0	68	2	804	1408	cetrorelix	ovulation induction	34	34	0	0	Inf	1	0	0	0	0	1408	cetrorelix	ovulation induction	0	0	Inf	1	0	0	0	4	1408	cetrorelix	ovulation induction	0	0	225.08	1	0	24	1	138	1408	cetrorelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1759	1758
494	clomiphene citrate	0.22	0.01	1.25	0.15	1	1232	31952	8831154	494	clomiphene citrate	ovulation induction	0	0	17.18	1	0	207	2	665	494	clomiphene citrate	ovulation induction	34	34	0	0	Inf	1	0	0	0	0	494	clomiphene citrate	ovulation induction	0	0	Inf	1	0	0	0	4	494	clomiphene citrate	ovulation induction	0	0	137.29	1	0	36	1	126	494	clomiphene citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1759	1758
