results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
1606	raltegravir potassium	3.38	2.42	4.59	6.9e-11	41	8799	12203	8843296	1606	raltegravir potassium	hiv infection	3.95	2.36	6.43	2.5e-07	25	5877	57	52932	1606	raltegravir potassium	hiv infection	28.6	51.6	5.61	1.35	22.12	0.0086	5	652	6	4389	1606	raltegravir potassium	hiv infection	4.35	1.05	17.15	0.021	5	934	6	4879	1606	raltegravir potassium	hiv infection	0	0	49.99	1	0	335	2	3142	1606	raltegravir potassium	hiv infection	1.32	3.74342137726086	0.58	0.02	-0.02	0.02	0.33	1.2	0.78	0.12
1607	icatibant acetate	0	0	1.97	0.27	0	1355	12244	8850740	1607	icatibant acetate	hereditary angioedema	0	0	Inf	1	0	1232	0	2967	1607	icatibant acetate	hereditary angioedema	NA	NA	0	0	Inf	1	0	0	0	0	1607	icatibant acetate	hereditary angioedema	0	0	Inf	1	0	109	0	220	1607	icatibant acetate	hereditary angioedema	0	0	Inf	1	0	444	0	886	1607	icatibant acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1608	clevidipine	0	0	12.88	1	0	209	12244	8851886	1608	clevidipine	hypertension	0	0	104.29	1	0	44	274	324190	1608	clevidipine	hypertension	28.7	83.5	0	0	4.5036e+15	1	0	1	28	65835	1608	clevidipine	hypertension	0	0	4.5036e+15	1	0	1	11	31968	1608	clevidipine	hypertension	0	0	Inf	1	0	0	21	40671	1608	clevidipine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1609	regadenoson	0	0	1	0.059	0	2659	12244	8849436	1609	regadenoson	scan myocardial perfusion	0	0	Inf	1	0	1037	0	449	1609	regadenoson	scan myocardial perfusion	NA	NA	0	0	Inf	1	0	0	0	0	1609	regadenoson	scan myocardial perfusion	0	0	Inf	1	0	78	0	21	1609	regadenoson	scan myocardial perfusion	0	0	Inf	1	0	100	0	12	1609	regadenoson	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1610	olanzapine pamoate	12	6.36	20.64	1.9e-10	13	784	12231	8851311	1610	olanzapine pamoate	schizophrenia	0.61	0.07	2.24	0.78	2	252	780	60005	1610	olanzapine pamoate	schizophrenia	19	69.8	0	0	5.12	1	0	54	108	7698	1610	olanzapine pamoate	schizophrenia	0	0	7.9	1	0	34	79	5331	1610	olanzapine pamoate	schizophrenia	0	0	15.31	1	0	21	44	3378	1610	olanzapine pamoate	schizophrenia	-12.28	4.64369580069689e-06	323.28	0.97	-0.01	0.01	0.16	0.1	0.19	0.58
1611	ferumoxytol	0	0	3.22	0.64	0	831	12244	8851264	1611	ferumoxytol	iron deficiency anaemia	0	0	35.85	1	0	448	2	3012	1611	ferumoxytol	iron deficiency anaemia	NA	NA	0	0	Inf	1	0	0	0	0	1611	ferumoxytol	iron deficiency anaemia	0	0	Inf	1	0	23	0	277	1611	ferumoxytol	iron deficiency anaemia	0	0	Inf	1	0	41	0	540	1611	ferumoxytol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1612	sapropterin	1.12	0.23	3.29	0.75	3	1930	12241	8850165	1612	sapropterin	phenylketonuria	Inf	0	Inf	1	1	1537	0	8	1612	sapropterin	phenylketonuria	NA	NA	0	0	Inf	1	0	0	0	0	1612	sapropterin	phenylketonuria	0	0	Inf	1	0	155	0	0	1612	sapropterin	phenylketonuria	0	0	Inf	1	0	256	0	0	1612	sapropterin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1613	etravirine	0.8	0.22	2.05	1	4	3610	12240	8848485	1613	etravirine	hiv infection	0.8	0.16	2.42	1	3	2676	79	56133	1613	etravirine	hiv infection	28.6	51.6	10.86	1.84	45.76	0.0051	3	168	8	4873	1613	etravirine	hiv infection	7.24	1.23	30.38	0.015	3	286	8	5527	1613	etravirine	hiv infection	0	0	173.55	1	0	104	2	3373	1613	etravirine	hiv infection	1.93	6.88951024158129	0.67	0	-0.02	0.02	0.29	1.26	0.78	0.11
1614	iloperidone	3.34	1.08	7.82	0.019	5	1083	12239	8851012	1614	iloperidone	schizophrenia	0.34	0.01	1.9	0.38	1	228	781	60029	1614	iloperidone	schizophrenia	19	69.8	0	0	11.08	1	0	26	108	7726	1614	iloperidone	schizophrenia	0	0	19.26	1	0	15	79	5350	1614	iloperidone	schizophrenia	0	0	31.72	1	0	11	44	3388	1614	iloperidone	schizophrenia	-12.32	4.46161388394555e-06	470.11	0.98	-0.01	0.01	0.15	0.1	0.19	0.59
1615	oxiglutatione	0	0	774.06	1	0	5	12244	8852090	1615	oxiglutatione	adverse event	0	0	Inf	1	0	2	0	1065	1615	oxiglutatione	adverse event	NA	NA	0	0	Inf	1	0	0	0	0	1615	oxiglutatione	adverse event	0	0	Inf	1	0	2	0	215	1615	oxiglutatione	adverse event	0	0	Inf	1	0	0	0	161	1615	oxiglutatione	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1616	degarelix acetate	0	0	2.42	0.41	0	1106	12244	8850989	1616	degarelix acetate	prostate cancer	0	0	11.8	1	0	741	21	45433	1616	degarelix acetate	prostate cancer	58	74.9	0	0	1721.44	1	0	131	1	5941	1616	degarelix acetate	prostate cancer	0	0	139.27	1	0	253	3	14534	1616	degarelix acetate	prostate cancer	0	0	Inf	1	0	0	0	51	1616	degarelix acetate	prostate cancer	-13.09	2.06578553402561e-06	1822.54	0.99	-0.04	0.03	0.19	13.28	4038.92	1
1617	silodosin	1.14	0.31	2.93	0.78	4	2532	12240	8849563	1617	silodosin	benign prostatic hyperplasia	0	0	76.41	1	0	599	3	18890	1617	silodosin	benign prostatic hyperplasia	NA	NA	0	0	Inf	1	0	0	0	0	1617	silodosin	benign prostatic hyperplasia	0	0	Inf	1	0	162	0	3871	1617	silodosin	benign prostatic hyperplasia	0	0	Inf	1	0	0	0	11	1617	silodosin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1618	difluprednate	0	0	2.18	0.42	0	1225	12244	8850870	1618	difluprednate	prophylaxis	0	0	55.26	1	0	96	76	104658	1618	difluprednate	prophylaxis	36.9	71.9	0	0	399.85	1	0	20	10	16739	1618	difluprednate	prophylaxis	0	0	368.8	1	0	18	10	13782	1618	difluprednate	prophylaxis	0	0	4.5036e+15	1	0	8	1	14551	1618	difluprednate	prophylaxis	-10.94	1.77344762885484e-05	1230.98	0.99	-0.02	0.01	0.11	2.41	1.05	0.02
1619	testosterone undecanoate	0	0	4.07	1	0	657	12244	8851438	1619	testosterone undecanoate	blood testosterone decreased	0	0	144.97	1	0	92	5	12050	1619	testosterone undecanoate	blood testosterone decreased	47.7	77.5	0	0	Inf	1	0	29	0	2763	1619	testosterone undecanoate	blood testosterone decreased	0	0	472.18	1	0	41	2	3636	1619	testosterone undecanoate	blood testosterone decreased	0	0	Inf	1	0	0	0	20	1619	testosterone undecanoate	blood testosterone decreased	-12.9	2.49805032586663e-06	2734.6	1	0.04	0.06	0.5	12.71	3904.22	1
1620	choline fenofibrate	0.71	0.23	1.66	0.57	5	5100	12239	8846995	1620	choline fenofibrate	blood cholesterol increased	0	0	3.08	0.64	0	969	120	95395	1620	choline fenofibrate	blood cholesterol increased	43.8	71	0	0	63.38	1	0	50	17	12692	1620	choline fenofibrate	blood cholesterol increased	0	0	124.17	1	0	39	7	6736	1620	choline fenofibrate	blood cholesterol increased	0	0	92.27	1	0	28	21	12679	1620	choline fenofibrate	blood cholesterol increased	-12.05	5.84455558086657e-06	785.51	0.99	-0.04	0.01	0	-0.43	0.44	0.33
1621	sugammadex sodium	0	0	4.94	1	0	542	12244	8851553	1621	sugammadex sodium	neuromuscular blockade reversal	0	0	Inf	1	0	304	0	183	1621	sugammadex sodium	neuromuscular blockade reversal	NA	NA	0	0	Inf	1	0	0	0	0	1621	sugammadex sodium	neuromuscular blockade reversal	0	0	Inf	1	0	72	0	16	1621	sugammadex sodium	neuromuscular blockade reversal	0	0	Inf	1	0	66	0	29	1621	sugammadex sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1622	fospropofol disodium	0	0	1115.13	1	0	4	12244	8852091	1622	fospropofol disodium	sedation	0	0	5821.97	1	0	2	6	5551	1622	fospropofol disodium	sedation	46.5	84.1	0	0	Inf	1	0	0	3	532	1622	fospropofol disodium	sedation	0	0	Inf	1	0	0	1	543	1622	fospropofol disodium	sedation	0	0	Inf	1	0	0	3	443	1622	fospropofol disodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1623	bazedoxifene acetate	0	0	4.73	1	0	566	12244	8851529	1623	bazedoxifene acetate	hot flush	0	0	38.97	1	0	103	7	5710	1623	bazedoxifene acetate	hot flush	NA	NA	0	0	Inf	1	0	0	0	0	1623	bazedoxifene acetate	hot flush	0	0	Inf	1	0	0	0	42	1623	bazedoxifene acetate	hot flush	0	0	Inf	1	0	62	0	1368	1623	bazedoxifene acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1624	bendamustine	0	0	0.25	1e-06	0	10504	12244	8841591	1624	bendamustine	chronic lymphocytic leukaemia	0	0	10.43	1	0	2782	4	19145	1624	bendamustine	chronic lymphocytic leukaemia	70	85.5	0	0	287.85	1	0	483	1	3580	1624	bendamustine	chronic lymphocytic leukaemia	0	0	Inf	1	0	701	0	4711	1624	bendamustine	chronic lymphocytic leukaemia	0	0	14.18	1	0	291	4	2714	1624	bendamustine	chronic lymphocytic leukaemia	-16.43	7.32051546311555e-08	3602.86	1	0.03	0.05	0.59	-17.82	1739.62	0.99
1625	dalfampridine	0.57	0.38	0.83	0.0021	27	34207	12217	8817888	1625	dalfampridine	multiple sclerosis	1.23	0.68	2.06	0.39	15	15790	327	422570	1625	dalfampridine	multiple sclerosis	31.9	65.9	1.1	0.34	2.77	0.8	5	5220	43	49345	1625	dalfampridine	multiple sclerosis	0.58	0.01	3.75	1	1	1478	15	12790	1625	dalfampridine	multiple sclerosis	2.52	1	5.62	0.025	8	4918	31	48110	1625	dalfampridine	multiple sclerosis	0.59	1.80398841539786	0.37	0.11	0	0.01	0.77	0.41	0.3	0.16
1626	dienogest	0	0	5.46	1	0	490	12244	8851605	1626	dienogest	contraception	0	0	28.55	1	0	162	128	156345	1626	dienogest	contraception	18.7	52	0	0	548.96	1	0	22	11	28518	1626	dienogest	contraception	0	0	Inf	1	0	0	0	22	1626	dienogest	contraception	0	0	385.79	1	0	24	15	30805	1626	dienogest	contraception	-11.09	1.52642051992746e-05	1322.56	0.99	0.04	0.03	0.22	-10.89	1358.93	0.99
1627	lacosamide	3.48	2.54	4.64	2e-12	46	9593	12198	8842502	1627	lacosamide	epilepsy	2.71	1.54	4.5	0.00038	18	2712	106	43230	1627	lacosamide	epilepsy	21.6	83.3	0.56	0.01	3.59	1	1	498	18	5057	1627	lacosamide	epilepsy	0	0	3.86	0.62	0	282	13	3298	1627	lacosamide	epilepsy	1.18	0.03	8.56	0.59	1	364	9	3866	1627	lacosamide	epilepsy	-0.68	0.50661699236559	1.02	0.51	0.01	0.01	0.14	0.42	0.42	0.32
1628	milnacipran	1.74	0.93	2.98	0.062	13	5403	12231	8846692	1628	milnacipran	fibromyalgia	0.74	0.27	1.66	0.58	6	2269	115	32143	1628	milnacipran	fibromyalgia	36.7	63.2	0	0	7.2	1	0	196	17	5776	1628	milnacipran	fibromyalgia	0	0	56.69	1	0	15	5	722	1628	milnacipran	fibromyalgia	0	0	9.03	1	0	269	14	8015	1628	milnacipran	fibromyalgia	-14.37	5.7436543319574e-07	1039.89	0.99	-0.01	0.02	0.47	1.35	0.52	0.01
1629	paliperidone palmitate	13.03	11.21	15.08	1.4e-134	187	10524	12057	8841571	1629	paliperidone palmitate	schizophrenia	1.9	1.47	2.42	1e-06	76	3233	706	57024	1629	paliperidone palmitate	schizophrenia	19	69.8	1.84	0.96	3.27	0.042	14	581	94	7171	1629	paliperidone palmitate	schizophrenia	1.66	0.76	3.27	0.14	10	431	69	4934	1629	paliperidone palmitate	schizophrenia	3.18	1.33	6.85	0.0051	9	254	35	3145	1629	paliperidone palmitate	schizophrenia	0.72	2.05443321064389	0.26	0.01	-0.01	0.01	0.32	0.11	0.19	0.58
1630	artemether	0	0	13.73	1	0	196	12244	8851899	1630	artemether	malaria	0	0	1.96	0.23	0	110	12	589	1630	artemether	malaria	36	36	0	0	Inf	1	0	0	0	0	1630	artemether	malaria	0	0	Inf	1	0	12	0	34	1630	artemether	malaria	0	0	104.83	1	0	13	1	34	1630	artemether	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1631	lumefantrine	0	0	16.76	1	0	161	12244	8851934	1631	lumefantrine	malaria	0	0	2.77	0.38	0	82	12	617	1631	lumefantrine	malaria	36	36	0	0	Inf	1	0	0	0	0	1631	lumefantrine	malaria	0	0	Inf	1	0	10	0	36	1631	lumefantrine	malaria	0	0	104.83	1	0	13	1	34	1631	lumefantrine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1632	alogliptin benzoate	0	0	1.87	0.28	0	1427	12244	8850668	1632	alogliptin benzoate	diabetes mellitus	0	0	18.18	1	0	518	98	244609	1632	alogliptin benzoate	diabetes mellitus	36	71.2	0	0	45.86	1	0	154	24	42000	1632	alogliptin benzoate	diabetes mellitus	0	0	55.72	1	0	162	14	29708	1632	alogliptin benzoate	diabetes mellitus	0	0	79.39	1	0	101	15	28367	1632	alogliptin benzoate	diabetes mellitus	-12	6.14421235332821e-06	606.42	0.98	-0.05	0.01	0	-0.1	0.37	0.79
1633	tolvaptan	0	0	0.75	0.019	0	3546	12244	8848549	1633	tolvaptan	cardiac failure	0	0	117.05	1	0	635	2	13944	1633	tolvaptan	cardiac failure	72.5	82.5	0	0	Inf	1	0	42	0	1153	1633	tolvaptan	cardiac failure	0	0	151.7	1	0	78	2	2208	1633	tolvaptan	cardiac failure	0	0	Inf	1	0	62	0	1421	1633	tolvaptan	cardiac failure	-16.99	4.18154478457701e-08	9895.17	1	0.06	0.07	0.45	17.63	3277	1
1634	dexlansoprazole	0.29	0.06	0.84	0.018	3	7511	12241	8844584	1634	dexlansoprazole	gastrooesophageal reflux disease	0.59	0.07	2.19	0.78	2	1945	135	77914	1634	dexlansoprazole	gastrooesophageal reflux disease	21.7	71.6	1.11	0.03	6.9	0.6	1	641	22	15688	1634	dexlansoprazole	gastrooesophageal reflux disease	0	0	17.85	1	0	181	11	8043	1634	dexlansoprazole	gastrooesophageal reflux disease	1.53	0.04	10	0.49	1	615	15	14138	1634	dexlansoprazole	gastrooesophageal reflux disease	0.04	1.04081077419239	1.02	0.97	-0.03	0.01	0	0.19	0.39	0.63
1635	bepotastine besilate	0	0	7.6	1	0	353	12244	8851742	1635	bepotastine besilate	rheumatoid arthritis	0	0	1066.04	1	0	20	92	463675	1635	bepotastine besilate	rheumatoid arthritis	42.6	66.6	0	0	8192	1	0	4	16	83940	1635	bepotastine besilate	rheumatoid arthritis	0	0	Inf	1	0	0	0	25571	1635	bepotastine besilate	rheumatoid arthritis	0	0	7888.72	1	0	6	18	108951	1635	bepotastine besilate	rheumatoid arthritis	-15.89	1.25620547694366e-07	53396.49	1	-0.02	0.02	0.31	-15.82	816.89	0.98
1636	iobenguane i-123	0	0	120.03	1	0	24	12244	8852071	1636	iobenguane i-123	diagnostic procedure	0	0	Inf	1	0	23	0	4382	1636	iobenguane i-123	diagnostic procedure	NA	NA	0	0	Inf	1	0	0	0	0	1636	iobenguane i-123	diagnostic procedure	0	0	Inf	1	0	3	0	837	1636	iobenguane i-123	diagnostic procedure	0	0	Inf	1	0	5	0	1171	1636	iobenguane i-123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1637	eltrombopag olamine	0	0	0.47	0.00091	0	5694	12244	8846401	1637	eltrombopag olamine	idiopathic thrombocytopenic purpura	0	0	Inf	1	0	1858	0	11253	1637	eltrombopag olamine	idiopathic thrombocytopenic purpura	NA	NA	0	0	Inf	1	0	0	0	0	1637	eltrombopag olamine	idiopathic thrombocytopenic purpura	0	0	Inf	1	0	0	0	0	1637	eltrombopag olamine	idiopathic thrombocytopenic purpura	0	0	Inf	1	0	0	0	0	1637	eltrombopag olamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1638	tapentadol	2.19	1.22	3.62	0.0058	15	4957	12229	8847138	1638	tapentadol	pain	1.82	0.87	3.38	0.08	10	1455	734	194754	1638	tapentadol	pain	24	81.6	6.42	1.69	17.39	0.0044	4	370	64	38038	1638	tapentadol	pain	0	0	11.19	1	0	123	44	15514	1638	tapentadol	pain	13.44	3.42	38.53	0.00035	4	269	30	27144	1638	tapentadol	pain	1.75	5.75460267600573	0.52	0	-0.03	0.01	0	0.86	0.23	0
1639	purified water	0	0	364.63	1	0	9	12244	8852086	1639	purified water	asthma	0	0	3839.03	1	0	2	152	103264	1639	purified water	asthma	12.5	65	0	0	Inf	1	0	0	31	13027	1639	purified water	asthma	0	0	Inf	1	0	0	15	6390	1639	purified water	asthma	0	0	Inf	1	0	0	20	15000	1639	purified water	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	prasugrel	0.08	0	0.47	0.00019	1	8514	12243	8843581	1640	prasugrel	stent placement	0	0	128.25	1	0	2065	1	6803	1640	prasugrel	stent placement	NA	NA	0	0	Inf	1	0	0	0	0	1640	prasugrel	stent placement	0	0	Inf	1	0	398	0	1118	1640	prasugrel	stent placement	0	0	Inf	1	0	265	0	696	1640	prasugrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	besifloxacin	0	0	5.18	1	0	517	12244	8851578	1641	besifloxacin	postoperative care	0	0	24.7	1	0	159	4	2575	1641	besifloxacin	postoperative care	NA	NA	0	0	Inf	1	0	0	0	0	1641	besifloxacin	postoperative care	0	0	Inf	1	0	16	0	240	1641	besifloxacin	postoperative care	0	0	Inf	1	0	20	0	384	1641	besifloxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	plerixafor	0	0	3.45	0.63	0	774	12244	8851321	1642	plerixafor	acute myeloid leukaemia	0	0	80.36	1	0	189	5	13846	1642	plerixafor	acute myeloid leukaemia	47	47	0	0	Inf	1	0	0	0	0	1642	plerixafor	acute myeloid leukaemia	0	0	Inf	1	0	10	0	1367	1642	plerixafor	acute myeloid leukaemia	0	0	11904.76	1	0	3	1	1124	1642	plerixafor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1643	benzoyl peroxide	0.86	0.18	2.51	1	3	2524	12241	8849571	1643	benzoyl peroxide	acne	0	0	0.87	0.037	0	1355	106	33319	1643	benzoyl peroxide	acne	17	50.2	0	0	382.51	1	0	225	1	2219	1643	benzoyl peroxide	acne	0	0	443.94	1	0	93	1	1065	1643	benzoyl peroxide	acne	0	0	40.89	1	0	295	2	2261	1643	benzoyl peroxide	acne	-15.48	1.89287275441489e-07	2437.07	0.99	0.02	0.04	0.58	0.18	1.25	0.89
1644	liraglutide recombinant	0.13	0.04	0.3	2e-11	5	28283	12239	8823812	1644	liraglutide recombinant	type 2 diabetes mellitus	0.81	0.21	2.23	1	4	14996	42	127278	1644	liraglutide recombinant	type 2 diabetes mellitus	45.5	81.7	0	0	4.89	1	0	3178	9	30665	1644	liraglutide recombinant	type 2 diabetes mellitus	0	0	17.4	1	0	1444	4	16573	1644	liraglutide recombinant	type 2 diabetes mellitus	0	0	6.52	1	0	2080	7	19541	1644	liraglutide recombinant	type 2 diabetes mellitus	-14.5	5.04347662567888e-07	806.27	0.99	-0.02	0.02	0.16	-0.39	0.63	0.54
1645	ezogabine	0	0	7.09	1	0	378	12244	8851717	1645	ezogabine	epilepsy	0	0	12.56	1	0	112	124	45830	1645	ezogabine	epilepsy	21.6	83.3	0	0	88.37	1	0	15	19	5540	1645	ezogabine	epilepsy	0	0	210.65	1	0	7	13	3573	1645	ezogabine	epilepsy	0	0	246.62	1	0	9	10	4221	1645	ezogabine	epilepsy	-11.74	7.96861385989486e-06	980.39	0.99	0.01	0.01	0.14	0.42	0.42	0.31
1646	saxagliptin	0.25	0.05	0.73	0.0054	3	8723	12241	8843372	1646	saxagliptin	type 2 diabetes mellitus	0	0	3.9	1	0	2987	46	139287	1646	saxagliptin	type 2 diabetes mellitus	45.5	81.7	0	0	25.45	1	0	662	9	33181	1646	saxagliptin	type 2 diabetes mellitus	0	0	76.66	1	0	350	4	17667	1646	saxagliptin	type 2 diabetes mellitus	0	0	36.15	1	0	408	7	21213	1646	saxagliptin	type 2 diabetes mellitus	-13.34	1.60883539155672e-06	1052.69	0.99	-0.02	0.02	0.17	-0.36	0.63	0.56
1647	pitavastatin calcium	0	0	0.53	0.0018	0	5008	12244	8847087	1647	pitavastatin calcium	hypertension	0	0	3.87	1	0	1134	274	323100	1647	pitavastatin calcium	hypertension	28.7	83.5	0	0	30.74	1	0	302	28	65534	1647	pitavastatin calcium	hypertension	0	0	71.72	1	0	178	11	31791	1647	pitavastatin calcium	hypertension	0	0	53.91	1	0	146	21	40525	1647	pitavastatin calcium	hypertension	-11.69	8.37717342908886e-06	591.15	0.98	-0.03	0.01	0.01	-0.43	0.37	0.25
1648	potassium	1.1	0.95	1.27	0.2	184	120963	12060	8731132	1648	potassium	hypertension	1.06	0.57	1.81	0.78	14	15718	260	308516	1648	potassium	hypertension	28.7	83.5	1.42	0.16	5.68	0.65	2	3380	26	62456	1648	potassium	hypertension	2.32	0.05	16.34	0.37	1	1320	10	30649	1648	potassium	hypertension	0.81	0.02	5.05	1	1	2371	20	38300	1648	potassium	hypertension	0.23	1.25860000992948	0.73	0.75	-0.03	0.01	0.01	-0.43	0.37	0.25
1649	indacaterol maleate	13.65	1.63	50.59	0.01	2	106	12242	8851989	1649	indacaterol maleate	chronic obstructive pulmonary disease	0	0	165.62	1	0	32	63	83160	1649	indacaterol maleate	chronic obstructive pulmonary disease	52.2	81.4	0	0	1013.05	1	0	14	7	19071	1649	indacaterol maleate	chronic obstructive pulmonary disease	0	0	2673.37	1	0	10	3	9844	1649	indacaterol maleate	chronic obstructive pulmonary disease	0	0	3320.28	1	0	5	6	13711	1649	indacaterol maleate	chronic obstructive pulmonary disease	-9.5	7.48518298877006e-05	1017.93	0.99	-0.03	0.03	0.31	-0.35	0.71	0.62
1650	romidepsin	0	0	3.99	1	0	670	12244	8851425	1650	romidepsin	peripheral t-cell lymphoma unspecified	0	0	Inf	1	0	189	0	625	1650	romidepsin	peripheral t-cell lymphoma unspecified	NA	NA	0	0	Inf	1	0	0	0	0	1650	romidepsin	peripheral t-cell lymphoma unspecified	0	0	Inf	1	0	43	0	43	1650	romidepsin	peripheral t-cell lymphoma unspecified	0	0	Inf	1	0	29	0	36	1650	romidepsin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1651	capsaicin	5.3	2.13	10.97	0.00045	7	955	12237	8851140	1651	capsaicin	pain	0	0	8.69	1	0	114	744	196095	1651	capsaicin	pain	24	81.6	0	0	73.09	1	0	31	68	38377	1651	capsaicin	pain	0	0	83.74	1	0	18	44	15619	1651	capsaicin	pain	0	0	204.27	1	0	17	34	27396	1651	capsaicin	pain	-10.2	3.71703186841267e-05	401.31	0.98	-0.03	0.01	0	0.85	0.23	0
1652	gabapentin enacarbil	1.21	0.03	6.79	0.56	1	596	12243	8851499	1652	gabapentin enacarbil	restless legs syndrome	0	0	5.45	1	0	211	48	14280	1652	gabapentin enacarbil	restless legs syndrome	46.7	67.8	0	0	475.76	1	0	16	2	1404	1652	gabapentin enacarbil	restless legs syndrome	0	0	2278.66	1	0	12	1	726	1652	gabapentin enacarbil	restless legs syndrome	0	0	150.74	1	0	32	3	1950	1652	gabapentin enacarbil	restless legs syndrome	-13.13	1.98478492464544e-06	1617.57	0.99	-0.01	0.03	0.73	-0.09	1.16	0.94
1653	codeine	1.63	1.33	1.99	5.9e-06	99	43929	12145	8808166	1653	codeine	pain	1.4	0.92	2.04	0.09	28	5344	716	190865	1653	codeine	pain	24	81.6	5.27	2.17	11.11	0.00028	8	947	60	37461	1653	codeine	pain	6.34	2.18	15.23	0.00068	6	380	38	15257	1653	codeine	pain	2.38	0.28	9.38	0.22	2	700	32	26713	1653	codeine	pain	1.53	4.61817682229978	0.38	0	-0.03	0.01	0	0.85	0.23	0
1654	vandetanib	0	0	2.38	0.42	0	1122	12244	8850973	1654	vandetanib	thyroid cancer	0	0	229.86	1	0	483	1	2856	1654	vandetanib	thyroid cancer	46	46	0	0	Inf	1	0	0	0	0	1654	vandetanib	thyroid cancer	0	0	Inf	1	0	19	0	425	1654	vandetanib	thyroid cancer	0	0	1174.74	1	0	19	1	582	1654	vandetanib	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	rivaroxaban	0.09	0.04	0.16	5.6e-39	11	89462	12233	8762633	1655	rivaroxaban	atrial fibrillation	0.08	0	0.48	0.00044	1	34596	28	77592	1655	rivaroxaban	atrial fibrillation	59.8	87	0	0	1.18	0.037	0	18159	4	14135	1655	rivaroxaban	atrial fibrillation	0	0	1.86	0.082	0	12515	3	9611	1655	rivaroxaban	atrial fibrillation	0	0	1.89	0.085	0	10115	3	7909	1655	rivaroxaban	atrial fibrillation	-17.51	2.48601429668863e-08	1413.03	0.99	0.05	0.05	0.29	-0.07	0.83	0.94
1656	spinosad	0	0	201.24	1	0	15	12244	8852080	1656	spinosad	lice infestation	0	0	Inf	1	0	13	0	724	1656	spinosad	lice infestation	NA	NA	0	0	Inf	1	0	0	0	0	1656	spinosad	lice infestation	0	0	Inf	1	0	0	0	24	1656	spinosad	lice infestation	0	0	Inf	1	0	1	0	103	1656	spinosad	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	eslicarbazepine acetate	3.6	0.43	13.08	0.11	2	402	12242	8851693	1657	eslicarbazepine acetate	partial seizures	0	0	30.32	1	0	98	6	3456	1657	eslicarbazepine acetate	partial seizures	NA	NA	0	0	Inf	1	0	0	0	0	1657	eslicarbazepine acetate	partial seizures	0	0	Inf	1	0	14	0	344	1657	eslicarbazepine acetate	partial seizures	0	0	Inf	1	0	21	0	421	1657	eslicarbazepine acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
