results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
1567	formoterol fumarate dihydrate	1.04	0.97	1.11	0.2831756	915	43456	175596	8644372	1567	formoterol fumarate dihydrate	asthma	1.11	0.97	1.26	0.1137033	277	11058	2036	90047	1567	formoterol fumarate dihydrate	asthma	22.1	77.5	1.07	0.86	1.34	0.4991847	105	3027	441	13657	1567	formoterol fumarate dihydrate	asthma	1.5	1.01	2.18	0.03472233	38	1053	125	5189	1567	formoterol fumarate dihydrate	asthma	1.17	0.91	1.49	0.1993549	85	2438	362	12135	1567	formoterol fumarate dihydrate	asthma	0.22	1.24607673058738	0.1	0.02932236	0	0	0.458178	-0.16	0.09	0.0926431	8214258
1568	sunitinib malate	0.61	0.55	0.66	2.508916e-31	464	37655	176047	8650173	1568	sunitinib malate	metastatic renal cell carcinoma	1.09	0.83	1.44	0.5407648	121	7764	99	6935	1568	sunitinib malate	metastatic renal cell carcinoma	54	80.7	2.87	1.51	5.92	0.0004785779	55	1424	12	892	1568	sunitinib malate	metastatic renal cell carcinoma	3.18	1.52	7.45	0.0007998697	43	1300	9	865	1568	sunitinib malate	metastatic renal cell carcinoma	1.16	0.46	3.17	0.8319221	16	504	8	292	1568	sunitinib malate	metastatic renal cell carcinoma	0.79	2.20339642625594	0.28	0.004276492	0.03	0.01	0.005357613	-0.19	0.25	0.4491696	830378
1569	methylnaltrexone bromide	2.43	1.58	3.57	6.053914e-05	27	548	176484	8687280	1569	methylnaltrexone bromide	constipation	0	0	0.91	0.03795331	0	285	607	42125	1569	methylnaltrexone bromide	constipation	29	86.1	0	0	4.76	1	0	56	161	11141	1569	methylnaltrexone bromide	constipation	0	0	25.58	1	0	18	52	5669	1569	methylnaltrexone bromide	constipation	0	0	5.74	1	0	40	128	7504	1569	methylnaltrexone bromide	constipation	-12.35	4.32975326609298e-06	313.5	0.9685734	-0.01	0	0.0935359	-0.61	0.17	0.0002335837	8134248
1570	darunavir ethanolate	0.53	0.41	0.66	1.647619e-09	74	6892	176437	8680936	1570	darunavir ethanolate	hiv infection	0.86	0.63	1.15	0.336074	51	4808	656	53376	1570	darunavir ethanolate	hiv infection	31.4	64.3	0.79	0.41	1.41	0.501122	13	827	119	5957	1570	darunavir ethanolate	hiv infection	0.71	0.35	1.29	0.2832351	12	770	109	4933	1570	darunavir ethanolate	hiv infection	1.62	0.41	4.79	0.3267311	4	334	23	3118	1570	darunavir ethanolate	hiv infection	-0.2	0.818730753077982	0.27	0.4653936	0.01	0.01	0.05082086	0.9	0.22	3.954306e-05	893038
1571	lisdexamfetamine dimesylate	0.49	0.4	0.59	1.466219e-17	114	11467	176397	8676361	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	1.17	0.8	1.65	0.3987423	37	5317	250	41883	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	9.1	66.1	1.2	0.51	2.49	0.5615247	9	1092	44	6393	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	0.58	0.07	2.3	0.7665994	2	713	27	5549	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	1.28	0.47	3.05	0.4962305	7	654	26	3112	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	-0.03	0.970445533548508	0.36	0.9408037	0.03	0.01	3.889322e-07	-0.18	0.27	0.5171765	8100908
1572	aliskiren hemifumarate	1.11	0.91	1.35	0.2768408	106	4683	176405	8683145	1572	aliskiren hemifumarate	hypertension	0.83	0.58	1.14	0.2913285	38	1675	8597	314198	1572	aliskiren hemifumarate	hypertension	43.8	83	0.8	0.09	2.97	1	2	84	1789	59756	1572	aliskiren hemifumarate	hypertension	0	0	3.66	0.6284713	0	54	606	31320	1572	aliskiren hemifumarate	hypertension	1.14	0.13	4.33	0.6972997	2	50	1383	39257	1572	aliskiren hemifumarate	hypertension	-0.31	0.733446956224289	0.71	0.6657129	-0.01	0	1.31252e-17	-0.61	0.05	2.211502e-35	8726728
1573	dasatinib	0.82	0.72	0.93	0.001367128	248	14914	176263	8672914	1573	dasatinib	chronic myeloid leukaemia	0.75	0.62	0.89	0.0009470492	148	7440	901	33867	1573	dasatinib	chronic myeloid leukaemia	29.2	77	0.6	0.44	0.82	0.00071042	52	2193	244	6204	1573	dasatinib	chronic myeloid leukaemia	0.72	0.45	1.1	0.1395923	27	1371	118	4296	1573	dasatinib	chronic myeloid leukaemia	0.44	0.28	0.66	2.04847e-05	28	1326	159	3306	1573	dasatinib	chronic myeloid leukaemia	-0.6	0.548811636094027	0.15	5.854099e-05	-0.01	0	0.02340278	-0.47	0.11	2.502571e-05	8106318
1574	vorinostat	0.49	0.32	0.71	3.990874e-05	27	2738	176484	8685090	1574	vorinostat	acute myeloid leukaemia	0.66	0.08	2.45	0.7717942	2	408	101	13529	1574	vorinostat	acute myeloid leukaemia	49.3	84.8	0	0	4.7	1	0	81	18	1639	1574	vorinostat	acute myeloid leukaemia	0	0	8.72	1	0	68	10	1299	1574	vorinostat	acute myeloid leukaemia	0	0	9.42	1	0	52	10	1066	1574	vorinostat	acute myeloid leukaemia	-14.78	3.81177763410008e-07	967.14	0.9878074	0.04	0.02	0.01968579	-0.28	0.45	0.5346847	825058
1575	desvenlafaxine succinate	0.76	0.68	0.85	6.074753e-07	315	20362	176196	8667466	1575	desvenlafaxine succinate	depression	0.72	0.61	0.86	7.952083e-05	145	8464	4589	193958	1575	desvenlafaxine succinate	depression	29.8	76	0.77	0.49	1.15	0.233782	25	1005	872	26951	1575	desvenlafaxine succinate	depression	0.69	0.14	2.07	0.8030244	3	250	185	10646	1575	desvenlafaxine succinate	depression	0.81	0.51	1.22	0.3879508	24	915	787	24329	1575	desvenlafaxine succinate	depression	-0.22	0.802518797962478	0.2	0.2584924	0.01	0	3.791995e-05	-0.62	0.08	4.38682e-14	8371398
1576	sitagliptin phosphate	1	0.94	1.07	0.8755314	1051	51479	175460	8636349	1576	sitagliptin phosphate	type 2 diabetes mellitus	2.55	2.23	2.9	3.62334e-38	300	14683	1014	126323	1576	sitagliptin phosphate	type 2 diabetes mellitus	44	80.1	3.33	2.52	4.36	2.06644e-15	71	2466	267	30893	1576	sitagliptin phosphate	type 2 diabetes mellitus	3.66	2.48	5.3	3.397846e-10	40	1526	117	16338	1576	sitagliptin phosphate	type 2 diabetes mellitus	2.76	1.86	4	1.16194e-06	35	1366	186	20041	1576	sitagliptin phosphate	type 2 diabetes mellitus	1.15	3.15819290968977	0.13	1.057275e-18	0	0	0.4114885	-0.2	0.11	0.05679344	8396498
1577	paliperidone	0.09	0.07	0.12	2.297805e-194	58	31782	176453	8656046	1577	paliperidone	schizophrenia	0.84	0.49	1.37	0.566156	18	5705	206	55110	1577	paliperidone	schizophrenia	19	66	0.53	0.01	3.42	1	1	851	15	6706	1577	paliperidone	schizophrenia	0.68	0.02	4.69	1	1	641	11	4791	1577	paliperidone	schizophrenia	3.84	0.62	18.08	0.07574859	3	395	6	3039	1577	paliperidone	schizophrenia	0.68	1.97387773223045	0.56	0.2291657	0.01	0.01	0.2673809	-0.12	0.44	0.7889036	888878
1578	posaconazole	0.45	0.31	0.64	4.661191e-07	32	3481	176479	8684347	1578	posaconazole	prophylaxis	0.55	0.2	1.21	0.1641752	6	563	1974	102287	1578	posaconazole	prophylaxis	21.8	81	0.36	0.01	2.03	0.5327049	1	160	419	23944	1578	posaconazole	prophylaxis	0	0	3.84	1	0	102	132	13576	1578	posaconazole	prophylaxis	0.52	0.01	3.03	1	1	80	337	14142	1578	posaconazole	prophylaxis	-1.13	0.323033256422253	1	0.2599519	-0.01	0	0.006268811	-0.88	0.1	1.505605e-17	8283708
1579	telbivudine	0.14	0	0.78	0.01228015	1	356	176510	8687472	1579	telbivudine	chronic hepatitis b	0.25	0.01	1.47	0.1763314	1	80	74	1475	1579	telbivudine	chronic hepatitis b	43	73	0	0	8.11	1	0	7	34	381	1579	telbivudine	chronic hepatitis b	0	0	5.58	1	0	15	23	428	1579	telbivudine	chronic hepatitis b	0	0	11.25	1	0	6	18	221	1579	telbivudine	chronic hepatitis b	-14.07	7.75312238766476e-07	836.78	0.9865838	0.04	0.01	0.0005705095	-0.4	0.33	0.2215865	87118
1580	carvedilol phosphate	0.93	0.69	1.22	0.6819868	51	2704	176460	8685124	1580	carvedilol phosphate	hypertension	1	0.62	1.54	1	21	768	8614	315105	1580	carvedilol phosphate	hypertension	43.8	83	0.57	0.01	3.28	1	1	59	1790	59781	1580	carvedilol phosphate	hypertension	1.85	0.05	11.23	0.4259563	1	28	605	31346	1580	carvedilol phosphate	hypertension	0	0	2.82	0.6438283	0	39	1385	39268	1580	carvedilol phosphate	hypertension	-0.61	0.5433508690745	1.01	0.5444163	-0.01	0	1.317626e-17	-0.61	0.05	2.123695e-35	8726728
1581	fosaprepitant dimeglumine	0.64	0.52	0.79	8.173028e-06	92	7049	176419	8680779	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	0.52	0.23	1.06	0.07929167	9	1900	59	6461	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	42.2	68.4	2.43	0.32	18.23	0.3661365	3	369	3	898	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	0	0	7.3	1	0	256	3	768	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	4.46	0.51	53.56	0.1061228	3	332	2	988	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	0.61	1.84043139878164	0.74	0.4083653	0.01	0.02	0.7323493	-0.28	0.74	0.7007558	823528
1582	menthol	1.19	0.84	1.62	0.2963586	40	1661	176471	8686167	1582	menthol	pain	0.2	0	1.11	0.06670494	1	127	7624	189201	1582	menthol	pain	29.6	79.6	0	0	2.86	0.6410575	0	28	1711	34702	1582	menthol	pain	1.58	0.04	9.99	0.4806071	1	19	504	15157	1582	menthol	pain	0	0	3.59	0.6238354	0	21	1395	26031	1582	menthol	pain	-0.52	0.594520547970194	1.01	0.604729	0	0	0.000631964	-0.47	0.05	6.821254e-19	8431288
1583	methyl salicylate	0.84	0.47	1.4	0.6301402	15	874	176496	8686954	1583	methyl salicylate	dental disorder prophylaxis	0	0	23.05	1	0	123	3	1163	1583	methyl salicylate	dental disorder prophylaxis	NA	NA	0	0	Inf	1	0	0	0	0	1583	methyl salicylate	dental disorder prophylaxis	0	0	Inf	1	0	0	0	72	1583	methyl salicylate	dental disorder prophylaxis	0	0	Inf	1	0	0	0	99	1583	methyl salicylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1584	fesoterodine fumarate	0.62	0.5	0.77	3.885058e-06	85	6702	176426	8681126	1584	fesoterodine fumarate	hypertonic bladder	0.86	0.46	1.48	0.695614	15	1730	114	11249	1584	fesoterodine fumarate	hypertonic bladder	49.3	83	0.33	0.01	2	0.3550152	1	195	29	1852	1584	fesoterodine fumarate	hypertonic bladder	0	0	391.86	1	0	64	1	646	1584	fesoterodine fumarate	hypertonic bladder	0.64	0.07	2.54	0.7632622	2	192	31	1895	1584	fesoterodine fumarate	hypertonic bladder	-0.47	0.625002268282701	0.73	0.5194144	-0.01	0.01	0.4832156	-2.39	1.02	0.01851757	828318
1585	hydroxocobalamin	0.74	0.46	1.12	0.1921832	22	1464	176489	8686364	1585	hydroxocobalamin	prophylaxis	0	0	1.42	0.1920335	0	137	1980	102713	1585	hydroxocobalamin	prophylaxis	21.8	81	0	0	12.33	1	0	19	420	24085	1585	hydroxocobalamin	prophylaxis	0	0	72.53	1	0	7	132	13671	1585	hydroxocobalamin	prophylaxis	0	0	12.73	1	0	14	338	14208	1585	hydroxocobalamin	prophylaxis	-10.52	2.69911911202008e-05	190.82	0.9560152	-0.01	0	0.007480339	-0.88	0.1	1.270525e-17	8283708
1586	fluticasone furoate	0.76	0.62	0.92	0.004492899	102	6623	176409	8681205	1586	fluticasone furoate	chronic obstructive pulmonary disease	0.99	0.6	1.54	1	20	2151	758	80326	1586	fluticasone furoate	chronic obstructive pulmonary disease	49	82.5	1.34	0.71	2.31	0.2699563	14	1021	195	19002	1586	fluticasone furoate	chronic obstructive pulmonary disease	0.48	0.06	1.8	0.4396131	2	531	73	9251	1586	fluticasone furoate	chronic obstructive pulmonary disease	1.79	0.93	3.18	0.05754836	13	642	146	12921	1586	fluticasone furoate	chronic obstructive pulmonary disease	0.31	1.36342511413218	0.27	0.2422815	-0.02	0.01	7.367892e-05	-0.42	0.14	0.002747294	8235798
1587	retapamulin	0.42	0.15	0.91	0.02219908	6	711	176505	8687117	1587	retapamulin	impetigo	0	0	2.34	0.1572627	0	98	4	148	1587	retapamulin	impetigo	NA	NA	0	0	Inf	1	0	0	0	0	1587	retapamulin	impetigo	0	0	Inf	1	0	0	0	21	1587	retapamulin	impetigo	0	0	Inf	1	0	1	0	18	1587	retapamulin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1588	lapatinib ditosylate	0.65	0.54	0.78	4.797009e-07	127	9554	176384	8678274	1588	lapatinib ditosylate	breast cancer	0.31	0.25	0.4	2.044059e-32	76	4718	3089	60345	1588	lapatinib ditosylate	breast cancer	43	80	0.54	0.23	1.09	0.09740676	8	319	438	9419	1588	lapatinib ditosylate	breast cancer	0	0	Inf	1	0	0	4	112	1588	lapatinib ditosylate	breast cancer	0.65	0.32	1.19	0.1985342	11	384	484	11041	1588	lapatinib ditosylate	breast cancer	-0.38	0.683861409212356	0.31	0.2197433	0.01	0	0.0001060001	-0.22	0.51	0.6671637	8120368
1590	levocetirizine	1.53	1.32	1.76	2.516706e-08	199	6401	176312	8681427	1590	levocetirizine	asthma	2.54	1.75	3.58	2.427309e-06	35	608	2278	100497	1590	levocetirizine	asthma	22.1	77.5	1.11	0.35	2.67	0.807714	5	138	541	16546	1590	levocetirizine	asthma	0	0	4.28	1	0	35	163	6207	1590	levocetirizine	asthma	1.34	0.43	3.24	0.4318525	5	122	442	14451	1590	levocetirizine	asthma	0.08	1.08328706767496	0.46	0.8617541	0	0	0.4140676	-0.15	0.09	0.09587697	8214258
1591	ixabepilone	0.97	0.69	1.34	0.9364095	39	1969	176472	8685859	1591	ixabepilone	breast cancer	0.5	0.28	0.81	0.003112668	16	660	3149	64403	1591	ixabepilone	breast cancer	43	80	0	0	3.99	0.6233796	0	22	446	9716	1591	ixabepilone	breast cancer	0	0	Inf	1	0	0	4	112	1591	ixabepilone	breast cancer	0	0	3.84	0.6238873	0	24	495	11401	1591	ixabepilone	breast cancer	-11.39	1.13080013358472e-05	179.97	0.9495395	0.01	0	8.673515e-05	-0.21	0.51	0.6785403	8120368
1592	nilotinib monohydrate	1.45	1.32	1.6	4.696739e-13	434	14729	176077	8673099	1592	nilotinib monohydrate	chronic myeloid leukaemia	1.51	1.32	1.72	9.430118e-10	360	10616	689	30691	1592	nilotinib monohydrate	chronic myeloid leukaemia	29.2	77	2.09	1.64	2.66	1.601085e-09	132	2335	164	6062	1592	nilotinib monohydrate	chronic myeloid leukaemia	2.15	1.52	3.04	9.338798e-06	66	1584	79	4083	1592	nilotinib monohydrate	chronic myeloid leukaemia	2.39	1.75	3.24	1.655422e-08	85	1199	102	3433	1592	nilotinib monohydrate	chronic myeloid leukaemia	0.83	2.29331874026418	0.11	2.246711e-13	-0.01	0	0.01722169	-0.47	0.11	3.145328e-05	8106318
1593	lanreotide acetate	1.39	0.84	2.16	0.144263	20	710	176491	8687118	1593	lanreotide acetate	acromegaly	0.48	0.27	0.8	0.003129526	16	391	372	4374	1593	lanreotide acetate	acromegaly	37	76.3	0.58	0.11	1.89	0.4655141	3	37	120	863	1593	lanreotide acetate	acromegaly	2.08	0.22	9.65	0.2860242	2	17	23	407	1593	lanreotide acetate	acromegaly	0.22	0.01	1.36	0.1622941	1	28	112	690	1593	lanreotide acetate	acromegaly	-0.57	0.565525438699537	0.61	0.3437672	0	0.01	0.4505447	-0.98	0.23	2.020554e-05	812808
1594	ambrisentan	0.35	0.33	0.38	7.889968e-238	700	97030	175811	8590798	1594	ambrisentan	pulmonary arterial hypertension	0.79	0.68	0.92	0.002632611	234	30130	554	56467	1594	ambrisentan	pulmonary arterial hypertension	33.5	80.2	0.72	0.58	0.88	0.00144494	141	11650	285	16930	1594	ambrisentan	pulmonary arterial hypertension	0.97	0.64	1.44	0.9220444	41	3226	72	5474	1594	ambrisentan	pulmonary arterial hypertension	0.65	0.51	0.82	0.0001502445	111	10627	250	15547	1594	ambrisentan	pulmonary arterial hypertension	-0.34	0.71177032276261	0.1	0.0007103283	0	0	0.1831014	-0.07	0.11	0.5050542	8353488
1595	rivastigmine	0.3	0.24	0.36	3.350988e-50	100	16437	176411	8671391	1595	rivastigmine	dementia alzheimer s type	0.9	0.54	1.48	0.7203175	26	6035	49	10255	1595	rivastigmine	dementia alzheimer s type	60.7	85.6	1.05	0.17	4.92	1	3	476	6	995	1595	rivastigmine	dementia alzheimer s type	1.81	0.13	25.14	0.6190154	2	308	2	559	1595	rivastigmine	dementia alzheimer s type	0.29	0.01	2.4	0.4331834	1	513	6	890	1595	rivastigmine	dementia alzheimer s type	-0.34	0.71177032276261	0.69	0.6205326	-0.01	0.02	0.4682089	-0.12	0.63	0.8544425	822818
1596	temsirolimus	0.38	0.27	0.51	5.671977e-14	44	5716	176467	8682112	1596	temsirolimus	renal cell carcinoma	0.13	0.02	0.5	0.0001579347	2	1616	158	17207	1596	temsirolimus	renal cell carcinoma	50.8	82.3	0	0	3.37	0.62801	0	88	40	3008	1596	temsirolimus	renal cell carcinoma	0	0	4.24	1	0	90	27	2558	1596	temsirolimus	renal cell carcinoma	0	0	7.85	1	0	32	19	1112	1596	temsirolimus	renal cell carcinoma	-14.08	7.67597753094445e-07	583.86	0.9807612	0.02	0.01	0.09617361	-0.49	0.3	0.1068118	838388
1597	gadoxetate disodium	0.39	0.05	1.43	0.2542468	2	251	176509	8687577	1597	gadoxetate disodium	nuclear magnetic resonance imaging	0.14	0	0.82	0.02187546	1	100	495	7073	1597	gadoxetate disodium	nuclear magnetic resonance imaging	29.3	61.7	0	0	14.56	1	0	8	19	438	1597	gadoxetate disodium	nuclear magnetic resonance imaging	0	0	93.35	1	0	5	4	248	1597	gadoxetate disodium	nuclear magnetic resonance imaging	0	0	17.74	1	0	8	19	534	1597	gadoxetate disodium	nuclear magnetic resonance imaging	-13.82	9.9552062044523e-07	1081.37	0.9898049	-0.02	0.01	0.1192685	-0.79	0.56	0.1580431	88188
1598	doripenem	0.38	0.16	0.75	0.002514082	8	1033	176503	8686795	1598	doripenem	prophylaxis	0	0	1.99	0.2693073	0	98	1980	102752	1598	doripenem	prophylaxis	21.8	81	0	0	39.97	1	0	7	420	24097	1598	doripenem	prophylaxis	0	0	61.37	1	0	8	132	13670	1598	doripenem	prophylaxis	0	0	46.06	1	0	5	338	14217	1598	doripenem	prophylaxis	-10.42	2.98298794702676e-05	239.79	0.9653551	-0.01	0	0.007130354	-0.88	0.1	1.342367e-17	8283708
1599	telavancin	0.72	0.09	2.67	1	2	136	176509	8687692	1599	telavancin	fungal infection	0	0	113.15	1	0	4	89	6584	1599	telavancin	fungal infection	43	71	0	0	Inf	1	0	0	16	728	1599	telavancin	fungal infection	0	0	469.4	1	0	4	3	628	1599	telavancin	fungal infection	0	0	Inf	1	0	0	18	894	1599	telavancin	fungal infection	-11.06	1.57290694547894e-05	1199.77	0.9926474	0.01	0.01	0.5167598	-1.47	0.63	0.01941293	815478
1600	asenapine maleate	0.33	0.24	0.44	8.714795e-19	44	6567	176467	8681261	1600	asenapine maleate	bipolar disorder	0.72	0.43	1.16	0.2134013	18	1828	707	51973	1600	asenapine maleate	bipolar disorder	30.1	75.9	1.83	0.21	7.08	0.3075453	2	68	88	5485	1600	asenapine maleate	bipolar disorder	0	0	16.54	1	0	25	29	2846	1600	asenapine maleate	bipolar disorder	2.11	0.25	8.25	0.2551489	2	62	71	4653	1600	asenapine maleate	bipolar disorder	0.61	1.84043139878164	0.72	0.3995536	0.03	0.01	2.788046e-07	-0.31	0.22	0.1606692	876888
1601	ammonia n-13	0	0	262.27	1	0	2	176511	8687826	1601	ammonia n-13	coronary artery disease	0	0	362.28	1	0	2	195	13172	1601	ammonia n-13	coronary artery disease	45.2	86.1	0	0	Inf	1	0	0	43	3441	1601	ammonia n-13	coronary artery disease	0	0	Inf	1	0	0	27	2459	1601	ammonia n-13	coronary artery disease	0	0	Inf	1	0	0	22	1262	1601	ammonia n-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1602	sevelamer carbonate	0.59	0.47	0.73	1.064313e-07	87	7278	176424	8680550	1602	sevelamer carbonate	hyperphosphataemia	0.65	0.13	2.09	0.6129012	3	655	30	4240	1602	sevelamer carbonate	hyperphosphataemia	59.8	73.4	1.57	0.03	30.57	0.5658811	1	75	2	236	1602	sevelamer carbonate	hyperphosphataemia	0	0	4.4	0.576408	0	113	4	324	1602	sevelamer carbonate	hyperphosphataemia	Inf	0.05	Inf	0.3554913	1	122	0	223	1602	sevelamer carbonate	hyperphosphataemia	-0.39	0.677056874498165	1.13	0.7318268	0.02	0.03	0.6143336	1.1	1.12	0.327158	87878
1603	maraviroc	0.38	0.22	0.6	3.364571e-06	17	2228	176494	8685600	1603	maraviroc	hiv infection	0.82	0.48	1.33	0.4988063	17	1691	690	56493	1603	maraviroc	hiv infection	31.4	64.3	0.31	0.01	1.81	0.3765298	1	161	131	6623	1603	maraviroc	hiv infection	0.27	0.01	1.55	0.2690488	1	171	120	5532	1603	maraviroc	hiv infection	0	0	11.25	1	0	46	27	3406	1603	maraviroc	hiv infection	-1.45	0.234570288093798	1.01	0.1480614	0.01	0.01	0.04379163	0.91	0.22	3.634208e-05	893038
1604	benzyl alcohol	0.67	0.08	2.48	1	2	146	176509	8687682	1604	benzyl alcohol	lice infestation	0	0	445.06	1	0	59	1	677	1604	benzyl alcohol	lice infestation	6	6	0	0	Inf	1	0	0	0	0	1604	benzyl alcohol	lice infestation	0	0	Inf	1	0	0	1	23	1604	benzyl alcohol	lice infestation	0	0	Inf	1	0	0	0	104	1604	benzyl alcohol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1605	alcaftadine	0.25	0.05	0.74	0.004731363	3	589	176508	8687239	1605	alcaftadine	hypersensitivity	0	0	1.43	0.1867519	0	80	1138	34496	1605	alcaftadine	hypersensitivity	28.7	77	0	0	3.68	0.6253673	0	30	264	7371	1605	alcaftadine	hypersensitivity	0	0	255.82	1	0	2	61	2907	1605	alcaftadine	hypersensitivity	0	0	3.66	0.6257311	0	32	234	6951	1605	alcaftadine	hypersensitivity	-12.19	5.08101252647241e-06	249.2	0.9609821	0.01	0	0.00734151	-0.46	0.15	0.001765155	8101878
1606	raltegravir potassium	0.76	0.64	0.9	0.0013625	135	8705	176376	8679123	1606	raltegravir potassium	hiv infection	1.68	1.36	2.07	2.036001e-06	111	5791	596	52393	1606	raltegravir potassium	hiv infection	31.4	64.3	1.54	0.97	2.39	0.05906636	27	969	105	5815	1606	raltegravir potassium	hiv infection	1.44	0.89	2.25	0.1052956	26	913	95	4790	1606	raltegravir potassium	hiv infection	2.71	0.89	7.01	0.03957357	6	329	21	3123	1606	raltegravir potassium	hiv infection	0.43	1.53725752354828	0.2	0.03338695	0.01	0.01	0.07445221	0.87	0.22	7.329472e-05	893038
1607	icatibant acetate	0.29	0.13	0.58	3.567081e-05	8	1347	176503	8686481	1607	icatibant acetate	hereditary angioedema	0.66	0.26	1.49	0.3665733	8	1224	29	2938	1607	icatibant acetate	hereditary angioedema	20	59.8	0.6	0.06	3.38	0.7191884	2	454	6	818	1607	icatibant acetate	hereditary angioedema	0.67	0.01	8.46	1	1	108	3	217	1607	icatibant acetate	hereditary angioedema	1	0.09	6.99	1	2	442	4	882	1607	icatibant acetate	hereditary angioedema	-0.11	0.895834135296528	0.7	0.8797692	-0.02	0.02	0.3040249	1.04	0.65	0.1080666	816598
1608	clevidipine	0	0	0.88	0.02466915	0	209	176511	8687619	1608	clevidipine	hypertension	0	0	3.2	0.6328367	0	44	8635	315829	1608	clevidipine	hypertension	43.8	83	0	0	Inf	1	0	0	1791	59840	1608	clevidipine	hypertension	0	0	1957.4	1	0	1	606	31373	1608	clevidipine	hypertension	0	0	Inf	1	0	0	1385	39307	1608	clevidipine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1609	regadenoson	0.37	0.23	0.58	3.227463e-07	20	2639	176491	8685189	1609	regadenoson	scan myocardial perfusion	1.52	0.29	15.04	0.7315504	7	1030	2	447	1609	regadenoson	scan myocardial perfusion	89.6	89.6	0	0	Inf	1	0	0	0	0	1609	regadenoson	scan myocardial perfusion	0	0	Inf	1	0	78	0	21	1609	regadenoson	scan myocardial perfusion	Inf	0	Inf	1	1	99	0	12	1609	regadenoson	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1610	olanzapine pamoate	0.06	0	0.35	3.128531e-06	1	796	176510	8687032	1610	olanzapine pamoate	schizophrenia	0	0	3.99	1	0	254	224	60561	1610	olanzapine pamoate	schizophrenia	19	66	0	0	37.83	1	0	53	16	7504	1610	olanzapine pamoate	schizophrenia	0	0	59.75	1	0	34	12	5398	1610	olanzapine pamoate	schizophrenia	0	0	88.05	1	0	21	9	3413	1610	olanzapine pamoate	schizophrenia	-12.55	3.54490215219015e-06	877.81	0.9885949	0.01	0.01	0.3359943	-0.13	0.44	0.7778959	888878
1611	ferumoxytol	0.66	0.33	1.19	0.2120802	11	820	176500	8687008	1611	ferumoxytol	iron deficiency anaemia	0.6	0.25	1.26	0.2162988	8	440	88	2926	1611	ferumoxytol	iron deficiency anaemia	28	69.4	0	0	2.23	0.3959492	0	42	19	418	1611	ferumoxytol	iron deficiency anaemia	0	0	18.84	1	0	23	4	273	1611	ferumoxytol	iron deficiency anaemia	0.65	0.02	4.29	1	1	40	20	520	1611	ferumoxytol	iron deficiency anaemia	-0.68	0.50661699236559	1.03	0.5082791	-0.02	0.01	0.009733944	-0.82	0.55	0.141138	88818
1612	sapropterin	0.18	0.07	0.37	8.943109e-10	7	1926	176504	8685902	1612	sapropterin	phenylketonuria	Inf	0	Inf	1	5	1533	0	8	1612	sapropterin	phenylketonuria	23.6	27.4	0	0	Inf	1	0	35	0	0	1612	sapropterin	phenylketonuria	0	0	Inf	1	1	154	0	0	1612	sapropterin	phenylketonuria	0	0	Inf	1	1	255	0	0	1612	sapropterin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
