results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
2082	apremilast	0.57	0.51	0.63	2.368463e-30	340	29343	177209	8657447	2082	apremilast	psoriasis	1.73	1.47	2.03	2.211598e-10	179	14998	1011	146693	2082	apremilast	psoriasis	25	74.8	1.78	1.4	2.26	4.203314e-06	96	6964	283	36561	2082	apremilast	psoriasis	3.07	2.12	4.39	5.301921e-09	47	2787	102	18557	2082	apremilast	psoriasis	1.32	0.98	1.77	0.06777144	61	4872	213	22471	2082	apremilast	psoriasis	0.59	1.80398841539786	0.11	1.845907e-07	0	0	0.4220581	-0.33	0.1	0.001304167	8491108
2083	eliglustat tartrate	0.95	0.19	2.82	1	3	155	177546	8686635	2083	eliglustat tartrate	gaucher s disease	2.37	0.27	9.37	0.2179834	2	83	44	4335	2083	eliglustat tartrate	gaucher s disease	39.9	49.4	0	0	8.45	1	0	11	5	75	2083	eliglustat tartrate	gaucher s disease	0	0	393.86	1	0	31	1	314	2083	eliglustat tartrate	gaucher s disease	1.95	0.04	17.97	0.448858	1	43	5	419	2083	eliglustat tartrate	gaucher s disease	0.43	1.53725752354828	1.09	0.6951104	0.01	0.02	0.6350415	-1.52	1.08	0.1620056	88148
2084	ibrutinib	0.29	0.22	0.37	2.207427e-34	62	10560	177487	8676230	2084	ibrutinib	chronic lymphocytic leukaemia	2.22	1.36	3.63	0.001084201	35	6528	37	15331	2084	ibrutinib	chronic lymphocytic leukaemia	50.7	85	3.06	1.32	7.91	0.005976865	23	3607	8	3835	2084	ibrutinib	chronic lymphocytic leukaemia	3.61	1.38	11.05	0.004171006	19	2518	6	2869	2084	ibrutinib	chronic lymphocytic leukaemia	3.34	0.66	32.29	0.1236917	8	1635	2	1364	2084	ibrutinib	chronic lymphocytic leukaemia	1.28	3.59663972556928	0.4	0.001546833	-0.02	0.01	0.1458101	0.39	0.38	0.3016447	884218
2085	tasimelteon	0.76	0.43	1.23	0.3205506	16	1035	177533	8685755	2085	tasimelteon	circadian rhythm sleep disorder	0.25	0.12	0.54	0.0001166572	14	856	20	311	2085	tasimelteon	circadian rhythm sleep disorder	35.5	68.4	0.35	0.04	16.76	0.3362721	6	395	1	23	2085	tasimelteon	circadian rhythm sleep disorder	0.04	0	0.84	0.01819868	1	258	2	21	2085	tasimelteon	circadian rhythm sleep disorder	Inf	0.1	Inf	1	6	276	0	25	2085	tasimelteon	circadian rhythm sleep disorder	-1.19	0.304221264066704	0.87	0.1713434	0	0.02	0.9553805	-0.62	0.72	0.384532	85898
2086	insulin glargine	0.71	0.57	0.88	0.001343982	85	5838	177464	8680952	2086	insulin glargine	diabetes mellitus	1	0.5	1.8	1	11	1148	2316	241750	2086	insulin glargine	diabetes mellitus	39.3	82	2	0.41	5.96	0.1952751	3	210	374	52274	2086	insulin glargine	diabetes mellitus	1.34	0.03	7.69	0.5292071	1	159	139	29585	2086	insulin glargine	diabetes mellitus	2.12	0.25	7.95	0.2482959	2	95	279	28107	2086	insulin glargine	diabetes mellitus	0.58	1.78603843075007	0.58	0.3171703	-0.01	0	0.0002457947	-0.75	0.1	3.785884e-13	8583678
2087	nitrious oxide	48.93	0.62	3699.96	0.03965798	1	1	177548	8686789	2087	nitrious oxide	oxygen supplementation	Inf	1.15	Inf	0.02189781	1	0	2	134	2087	nitrious oxide	oxygen supplementation	69.7	71.9	0	0	Inf	1	0	0	0	1	2087	nitrious oxide	oxygen supplementation	0	0	Inf	1	0	0	1	11	2087	nitrious oxide	oxygen supplementation	0	0	Inf	1	0	0	1	16	2087	nitrious oxide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2088	medical air	0	0	74.11	1	0	4	177549	8686786	2088	medical air	anaesthesia	0	0	4022.84	1	0	1	60	6603	2088	medical air	anaesthesia	23	71.2	0	0	Inf	1	0	0	9	569	2088	medical air	anaesthesia	0	0	Inf	1	0	0	1	387	2088	medical air	anaesthesia	0	0	Inf	1	0	0	10	485	2088	medical air	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2089	oxygen	1.61	1.49	1.74	7.930959e-31	698	21216	176851	8665574	2089	oxygen	chronic obstructive pulmonary disease	2.42	1.98	2.94	9.452401e-16	117	3333	1141	78664	2089	oxygen	chronic obstructive pulmonary disease	48.4	82.8	3.48	2.33	5.06	8.915303e-09	33	714	258	19430	2089	oxygen	chronic obstructive pulmonary disease	2.05	0.8	4.43	0.09251568	7	319	101	9430	2089	oxygen	chronic obstructive pulmonary disease	3.64	2.32	5.53	9.226939e-08	27	507	190	12998	2089	oxygen	chronic obstructive pulmonary disease	1.16	3.18993327611618	0.19	3.317159e-10	-0.03	0	2.143239e-08	-0.36	0.12	0.002621512	8235798
2090	netupitant	0	0	5.44	1	0	35	177549	8686755	2090	netupitant	prophylaxis of nausea and vomiting	0	0	18.49	1	0	23	80	8326	2090	netupitant	prophylaxis of nausea and vomiting	14	75	0	0	55.47	1	0	19	9	1931	2090	netupitant	prophylaxis of nausea and vomiting	0	0	139.05	1	0	9	5	1013	2090	netupitant	prophylaxis of nausea and vomiting	0	0	71.49	1	0	12	8	1305	2090	netupitant	prophylaxis of nausea and vomiting	-13.03	2.19352657735311e-06	1400.44	0.992575	-0.04	0.01	0.0009054598	-0.16	0.57	0.7852813	823528
2091	nitrogen	2.27	0.9	4.79	0.04082036	7	151	177542	8686639	2091	nitrogen	hodgkin s disease	0	0	102.46	1	0	10	22	4725	2091	nitrogen	hodgkin s disease	32.5	40.9	0	0	Inf	1	0	0	0	125	2091	nitrogen	hodgkin s disease	0	0	Inf	1	0	1	0	517	2091	nitrogen	hodgkin s disease	0	0	Inf	1	0	0	2	410	2091	nitrogen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2092	patiromer sorbitex calcium	0.15	0.08	0.26	6.823931e-21	12	3938	177537	8682852	2092	patiromer sorbitex calcium	hyperkalaemia	2.24	0.49	20.85	0.3701044	11	2485	2	1013	2092	patiromer sorbitex calcium	hyperkalaemia	61.2	87.9	Inf	0.05	Inf	1	2	721	0	202	2092	patiromer sorbitex calcium	hyperkalaemia	Inf	0.12	Inf	1	3	606	0	178	2092	patiromer sorbitex calcium	hyperkalaemia	Inf	0.01	Inf	1	1	474	0	132	2092	patiromer sorbitex calcium	hyperkalaemia	15.67	6388435.75109224	1593.18	0.9921542	0.07	0.05	0.1730427	0.95	1.16	0.4123668	813948
2093	cholic acid	0	0	8.51	1	0	23	177549	8686767	2093	cholic acid	inborn error in primary bile acid synthesis	0	0	Inf	1	0	5	0	0	2093	cholic acid	inborn error in primary bile acid synthesis	NA	NA	0	0	Inf	1	0	0	0	0	2093	cholic acid	inborn error in primary bile acid synthesis	0	0	Inf	1	0	3	0	0	2093	cholic acid	inborn error in primary bile acid synthesis	0	0	Inf	1	0	1	0	0	2093	cholic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2094	ceritinib	0.18	0.04	0.53	0.0001355246	3	812	177546	8685978	2094	ceritinib	non-small cell lung cancer	1.83	0.22	6.81	0.3015083	2	215	171	33712	2094	ceritinib	non-small cell lung cancer	43.2	79.8	2.67	0.06	16.74	0.3230394	1	79	25	5279	2094	ceritinib	non-small cell lung cancer	0	0	19.13	1	0	50	15	3323	2094	ceritinib	non-small cell lung cancer	8.39	0.9	38.58	0.03042555	2	51	13	2789	2094	ceritinib	non-small cell lung cancer	1.35	3.85742553069697	0.75	0.07183091	-0.01	0.01	0.4711772	-0.15	0.37	0.6878417	862438
2095	carbon dioxide	1.51	0.18	5.66	0.3891863	2	65	177547	8686725	2095	carbon dioxide	laparoscopic surgery	2.19	0.03	180.75	0.5401691	1	13	1	29	2095	carbon dioxide	laparoscopic surgery	NA	NA	0	0	Inf	1	0	0	0	0	2095	carbon dioxide	laparoscopic surgery	0	0	Inf	1	0	2	0	1	2095	carbon dioxide	laparoscopic surgery	0	0	Inf	1	0	1	0	1	2095	carbon dioxide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2096	medical gas	0	0	1852.91	1	0	1	177549	8686789	2096	medical gas		0	0	Inf	1	0	0	0	0	2096	medical gas		NA	NA	0	0	Inf	1	0	0	0	0	2096	medical gas		0	0	Inf	1	0	0	0	0	2096	medical gas		0	0	Inf	1	0	0	0	0	2096	medical gas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2097	helium	0	0	5.28	1	0	36	177549	8686754	2097	helium	status asthmaticus	0	0	Inf	1	0	3	0	185	2097	helium	status asthmaticus	NA	NA	0	0	Inf	1	0	0	0	0	2097	helium	status asthmaticus	0	0	Inf	1	0	3	0	14	2097	helium	status asthmaticus	0	0	Inf	1	0	0	0	25	2097	helium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2098	nintedanib esylate	0.49	0.31	0.73	0.0001162601	24	2410	177525	8684380	2098	nintedanib esylate	idiopathic pulmonary fibrosis	0.8	0.47	1.3	0.424882	21	2080	92	7316	2098	nintedanib esylate	idiopathic pulmonary fibrosis	55.7	80.4	0.75	0.37	1.43	0.4610032	13	1040	46	2777	2098	nintedanib esylate	idiopathic pulmonary fibrosis	0.57	0.23	1.26	0.1769455	8	889	36	2299	2098	nintedanib esylate	idiopathic pulmonary fibrosis	1.12	0.39	2.9	0.8167808	7	460	16	1176	2098	nintedanib esylate	idiopathic pulmonary fibrosis	-0.33	0.718923733431926	0.3	0.2668788	-0.02	0.01	0.01668316	0	0.26	0.9983448	848918
2099	ledipasvir	0.9	0.78	1.03	0.1352584	219	11887	177330	8674903	2099	ledipasvir	hepatitis c	0.86	0.71	1.03	0.09781949	132	5579	2399	87187	2099	ledipasvir	hepatitis c	32.8	65	0.96	0.76	1.19	0.7444778	105	3355	452	13814	2099	ledipasvir	hepatitis c	0.86	0.63	1.14	0.2994117	60	2599	261	9692	2099	ledipasvir	hepatitis c	1.07	0.79	1.43	0.6545828	60	1812	246	7935	2099	ledipasvir	hepatitis c	0	1	0.1	0.9629575	-0.02	0	1.364291e-11	-0.17	0.08	0.03412664	8226658
2100	brivaracetam	2.49	0.89	5.58	0.03927098	6	118	177543	8686672	2100	brivaracetam	epilepsy	3.62	0.72	11.16	0.05527378	3	59	637	45367	2100	brivaracetam	epilepsy	13.6	68.1	4.14	0.47	16.78	0.09324107	2	30	85	5284	2100	brivaracetam	epilepsy	0	0	25	1	0	15	41	3537	2100	brivaracetam	epilepsy	8.11	0.89	34.95	0.03064265	2	19	54	4165	2100	brivaracetam	epilepsy	1.54	4.66459027098813	0.74	0.03662822	0	0	0.6087521	-0.15	0.21	0.4824289	878338
2101	idelalisib	0.09	0.03	0.2	1.123259e-20	6	3231	177543	8683559	2101	idelalisib	chronic lymphocytic leukaemia	0.16	0	0.94	0.04470463	1	1744	71	20115	2101	idelalisib	chronic lymphocytic leukaemia	50.7	85	0.14	0	0.87	0.02047874	1	1394	30	6048	2101	idelalisib	chronic lymphocytic leukaemia	0.18	0	1.08	0.06989289	1	1036	24	4351	2101	idelalisib	chronic lymphocytic leukaemia	0	0	2.25	0.3845853	0	498	10	2501	2101	idelalisib	chronic lymphocytic leukaemia	-2.03	0.131335521148493	1.01	0.04548111	-0.02	0.01	0.215106	0.34	0.38	0.369795	884218
2102	ferric citrate	0	0	0.49	0.001137974	0	367	177549	8686423	2102	ferric citrate	blood phosphorus increased	0	0	0.3	3.937836e-05	0	123	32	292	2102	ferric citrate	blood phosphorus increased	NA	NA	0	0	Inf	1	0	0	0	0	2102	ferric citrate	blood phosphorus increased	0	0	Inf	1	0	25	0	23	2102	ferric citrate	blood phosphorus increased	0	0	Inf	1	0	23	0	24	2102	ferric citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2103	nitrous oxide	0.98	0.66	1.39	1	31	1554	177518	8685236	2103	nitrous oxide	anaesthesia	0.48	0.06	1.83	0.4351959	2	441	58	6163	2103	nitrous oxide	anaesthesia	23	71.2	0	0	24.25	1	0	13	9	556	2103	nitrous oxide	anaesthesia	0	0	674.4	1	0	21	1	366	2103	nitrous oxide	anaesthesia	0	0	14.38	1	0	16	10	469	2103	nitrous oxide	anaesthesia	-14.93	3.28082741402858e-07	1686.03	0.9929346	0	0.01	0.96002	-2.06	1.05	0.05059164	88838
2104	lumacaftor	0.41	0.24	0.65	2.101094e-05	18	2144	177531	8684646	2104	lumacaftor	cystic fibrosis	1.71	0.92	3.07	0.07263715	18	2120	39	7853	2104	lumacaftor	cystic fibrosis	14.3	57.2	2.06	0.72	5.88	0.1331541	9	1103	9	2276	2104	lumacaftor	cystic fibrosis	1.69	0.25	10.01	0.4465204	3	634	4	1428	2104	lumacaftor	cystic fibrosis	2.32	0.64	8.08	0.1273901	6	655	7	1770	2104	lumacaftor	cystic fibrosis	0.85	2.33964685192599	0.46	0.06602453	0.03	0.01	0.03802775	-0.5	0.47	0.2914347	845078
2105	ethinyl	10.69	10.21	11.18	0	2328	10787	175221	8676003	2105	ethinyl	contraception	3.68	3.36	4.03	2.259508e-139	619	3308	7382	145326	2105	ethinyl	contraception	19	43	0.72	0.26	1.62	0.5844785	6	117	1709	23964	2105	ethinyl	contraception	0	0	Inf	1	0	0	0	22	2105	ethinyl	contraception	0.63	0.25	1.33	0.2713895	7	165	1932	28740	2105	ethinyl	contraception	-0.46	0.631283645506926	0.39	0.2330755	0	0	0.9183463	-10.86	114.15	0.9241705	8308668
2106	asenapine	2.44	1.62	3.54	2.957848e-05	29	582	177520	8686208	2106	asenapine	bipolar disorder	0.45	0.09	1.36	0.2217727	3	133	2574	51816	2106	asenapine	bipolar disorder	19.9	69	0	0	1.79	0.2659259	0	35	365	5850	2106	asenapine	bipolar disorder	0	0	4.87	1	0	19	123	2758	2106	asenapine	bipolar disorder	0	0	2.41	0.4010579	0	26	285	4477	2106	asenapine	bipolar disorder	-12.69	3.08178987968946e-06	216.5	0.953275	0	0	0.4542526	-0.35	0.11	0.001930551	876888
2107	ivabradine	0.98	0.65	1.41	1	29	1450	177520	8685340	2107	ivabradine	cardiac failure	2.86	0.34	10.9	0.1614146	2	134	75	14370	2107	ivabradine	cardiac failure	49.9	87.2	6.13	0.14	44.57	0.1655656	1	50	10	3069	2107	ivabradine	cardiac failure	0	0	32.24	1	0	42	8	2238	2107	ivabradine	cardiac failure	25.8	0.5	283.09	0.04962602	1	14	4	1464	2107	ivabradine	cardiac failure	1.65	5.20697982717985	1.05	0.1181347	-0.01	0.02	0.4258256	-0.01	0.57	0.9900917	837718
2108	amphetamine aspartate monohydrate	0	0	21.83	1	0	10	177549	8686780	2108	amphetamine aspartate monohydrate	narcolepsy	0	0	40.3	1	0	3	1854	30873	2108	amphetamine aspartate monohydrate	narcolepsy	18.4	61.1	0	0	Inf	1	0	0	640	8838	2108	amphetamine aspartate monohydrate	narcolepsy	0	0	Inf	1	0	0	162	2920	2108	amphetamine aspartate monohydrate	narcolepsy	0	0	Inf	1	0	0	551	7668	2108	amphetamine aspartate monohydrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2109	olaparib	0.8	0.46	1.31	0.4941979	16	973	177533	8685817	2109	olaparib	ovarian cancer	2.71	1.42	4.8	0.001579448	14	504	101	9849	2109	olaparib	ovarian cancer	45.7	74.2	4.81	2.11	10.51	0.0001148148	12	192	20	1540	2109	olaparib	ovarian cancer	0	0	Inf	1	0	0	0	3	2109	olaparib	ovarian cancer	5.01	2.3	10.48	3.607362e-05	13	222	23	1971	2109	olaparib	ovarian cancer	1.62	5.05309031656387	0.35	4.981973e-06	0.01	0.01	0.5515183	-11.11	840.27	0.9894528	822328
2110	cobimetinib fumarate	0	0	0.68	0.00772288	0	269	177549	8686521	2110	cobimetinib fumarate	metastatic malignant melanoma	0	0	9.44	1	0	112	36	9648	2110	cobimetinib fumarate	metastatic malignant melanoma	39.5	75.5	0	0	18.71	1	0	59	12	2990	2110	cobimetinib fumarate	metastatic malignant melanoma	0	0	33.8	1	0	43	8	2402	2110	cobimetinib fumarate	metastatic malignant melanoma	0	0	50.25	1	0	27	6	1529	2110	cobimetinib fumarate	metastatic malignant melanoma	-13.94	8.82947583446219e-07	1284.59	0.991339	-0.01	0.02	0.7420849	-0.15	0.54	0.7882813	840158
2111	piperacillin	0.44	0.35	0.54	1.976874e-17	81	9049	177468	8677741	2111	piperacillin	prophylaxis	0.24	0.03	0.89	0.02983518	2	658	1277	102893	2111	piperacillin	prophylaxis	23.9	79.7	0	0	2.78	0.6469681	0	154	207	23506	2111	piperacillin	prophylaxis	0	0	6.07	1	0	105	82	13623	2111	piperacillin	prophylaxis	0	0	4.94	1	0	75	148	14337	2111	piperacillin	prophylaxis	-12.75	2.9023204086504e-06	293.19	0.9653229	-0.01	0	0.02353131	-0.52	0.14	0.0001771384	8283708
2112	tazobactam	0.37	0.28	0.47	7.070673e-21	62	8293	177487	8678497	2112	tazobactam	pneumonia	0.12	0.01	0.45	3.327069e-05	2	700	393	16965	2112	tazobactam	pneumonia	28	83	0.29	0.01	1.71	0.2546846	1	175	48	2425	2112	tazobactam	pneumonia	0	0	4.48	1	0	97	15	1532	2112	tazobactam	pneumonia	0.32	0.01	1.91	0.3609183	1	112	45	1611	2112	tazobactam	pneumonia	-1.36	0.256660776953556	1.01	0.179546	-0.01	0.01	0.03617898	-1.07	0.3	0.0003760575	834138
2113	belinostat	0	0	5.98	1	0	32	177549	8686758	2113	belinostat	neoplasm of thymus	0	0	Inf	1	0	2	0	30	2113	belinostat	neoplasm of thymus	NA	NA	0	0	Inf	1	0	0	0	0	2113	belinostat	neoplasm of thymus	0	0	Inf	1	0	0	0	5	2113	belinostat	neoplasm of thymus	0	0	Inf	1	0	0	0	5	2113	belinostat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2114	darunavir hydrate	0.5	0.01	2.88	1	1	97	177548	8686693	2114	darunavir hydrate	hiv infection	0	0	5.9	1	0	75	500	58316	2114	darunavir hydrate	hiv infection	25	64	0	0	Inf	1	0	0	120	7641	2114	darunavir hydrate	hiv infection	0	0	Inf	1	0	0	96	5728	2114	darunavir hydrate	hiv infection	0	0	Inf	1	0	0	40	3439	2114	darunavir hydrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2115	finafloxacin	0	0	1852.91	1	0	1	177549	8686789	2115	finafloxacin	migraine	0	0	866.44	1	0	1	1787	40244	2115	finafloxacin	migraine	20.7	70.1	0	0	Inf	1	0	0	267	7400	2115	finafloxacin	migraine	0	0	Inf	1	0	0	32	1049	2115	finafloxacin	migraine	0	0	Inf	1	0	0	265	7201	2115	finafloxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2116	edoxaban tosylate	0.25	0.05	0.73	0.004751251	3	588	177546	8686202	2116	edoxaban tosylate	atrial fibrillation	0.63	0.02	3.54	1	1	220	807	111189	2116	edoxaban tosylate	atrial fibrillation	49	86.6	0	0	13.02	1	0	77	132	34549	2116	edoxaban tosylate	atrial fibrillation	0	0	34.65	1	0	45	56	22028	2116	edoxaban tosylate	atrial fibrillation	0	0	16.95	1	0	44	94	17889	2116	edoxaban tosylate	atrial fibrillation	-12.04	5.90329434098699e-06	413.69	0.976773	-0.01	0	0.00275845	-0.76	0.17	7.586804e-06	8401568
2118	deoxycholic acid	0.11	0	0.61	0.002084009	1	451	177548	8686339	2118	deoxycholic acid	fat tissue increased	Inf	0	Inf	1	1	269	0	12	2118	deoxycholic acid	fat tissue increased	29.6	29.6	0	0	Inf	1	0	0	0	0	2118	deoxycholic acid	fat tissue increased	0	0	Inf	1	0	24	0	3	2118	deoxycholic acid	fat tissue increased	0	0	Inf	1	1	136	0	0	2118	deoxycholic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2119	oritavancin diphosphate	0.66	0.13	1.94	0.6361439	3	224	177546	8686566	2119	oritavancin diphosphate	cellulitis	0.95	0.02	5.65	1	1	53	81	4060	2119	oritavancin diphosphate	cellulitis	19	83.5	3.3	0.07	25.79	0.2898288	1	34	8	899	2119	oritavancin diphosphate	cellulitis	0	0	Inf	1	0	15	0	515	2119	oritavancin diphosphate	cellulitis	2.57	0.06	19.72	0.3530658	1	20	10	515	2119	oritavancin diphosphate	cellulitis	1.02	2.7731947639643	1.08	0.3457622	-0.01	0.02	0.36797	-17.67	1260.64	0.9888187	810768
2120	peramivir	0	0	7.78	1	0	25	177549	8686765	2120	peramivir	adverse event	0	0	361.39	1	0	2	16	1049	2120	peramivir	adverse event	48.2	73.4	0	0	3986.29	1	0	2	1	217	2120	peramivir	adverse event	0	0	3934.8	1	0	2	1	214	2120	peramivir	adverse event	0	0	Inf	1	0	0	2	159	2120	peramivir	adverse event	-12.19	5.08101252647241e-06	2797.44	0.9965222	0	0.03	0.9188196	-0.98	1.23	0.4280923	83788
2121	eteplirsen	0	0	1852.91	1	0	1	177549	8686789	2121	eteplirsen	duchenne muscular dystrophy	0	0	Inf	1	0	1	0	54	2121	eteplirsen	duchenne muscular dystrophy	NA	NA	0	0	Inf	1	0	0	0	0	2121	eteplirsen	duchenne muscular dystrophy	0	0	Inf	1	0	1	0	10	2121	eteplirsen	duchenne muscular dystrophy	0	0	Inf	1	0	0	0	0	2121	eteplirsen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2122	avibactam sodium	0	0	4.85	1	0	39	177549	8686751	2122	avibactam sodium	klebsiella infection	0	0	2725.79	1	0	4	1	291	2122	avibactam sodium	klebsiella infection	NA	NA	0	0	Inf	1	0	0	0	0	2122	avibactam sodium	klebsiella infection	0	0	Inf	1	0	1	0	33	2122	avibactam sodium	klebsiella infection	0	0	Inf	1	0	3	0	41	2122	avibactam sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2123	rolapitant	0.41	0.01	2.36	0.7359647	1	118	177548	8686672	2123	rolapitant	nausea	0.29	0.01	1.65	0.265871	1	86	1223	30322	2123	rolapitant	nausea	17.2	77	0	0	2.95	0.6387608	0	46	218	7646	2123	rolapitant	nausea	0	0	10.04	1	0	27	50	3314	2123	rolapitant	nausea	0	0	5.26	1	0	22	195	5572	2123	rolapitant	nausea	-12.57	3.47470838657905e-06	336.07	0.970171	-0.03	0	6.457222e-16	-0.77	0.16	1.745833e-06	891808
2125	ombitasvir	0.78	0.33	1.54	0.6342945	8	505	177541	8686285	2125	ombitasvir	hepatitis c	0.67	0.24	1.48	0.490835	6	327	2525	92439	2125	ombitasvir	hepatitis c	32.8	65	0.64	0.13	1.92	0.6334909	3	144	554	17025	2125	ombitasvir	hepatitis c	1.09	0.29	2.87	0.7882338	4	141	317	12150	2125	ombitasvir	hepatitis c	0.37	0.01	2.12	0.5250552	1	86	305	9661	2125	ombitasvir	hepatitis c	-0.14	0.869358235398806	0.45	0.7598336	-0.02	0	1.347536e-11	-0.17	0.08	0.03444994	8226658
2126	paritaprevir	0.91	0.39	1.8	1	8	432	177541	8686358	2126	paritaprevir	hepatitis c	0.76	0.28	1.68	0.7141679	6	288	2525	92478	2126	paritaprevir	hepatitis c	32.8	65	0.68	0.14	2.05	0.803776	3	135	554	17034	2126	paritaprevir	hepatitis c	1.16	0.31	3.08	0.7798497	4	132	317	12159	2126	paritaprevir	hepatitis c	0.38	0.01	2.2	0.5224826	1	83	305	9664	2126	paritaprevir	hepatitis c	-0.08	0.923116346386636	0.45	0.855907	-0.02	0	1.300539e-11	-0.17	0.08	0.03430748	8226658
2127	eltrombopag	0.08	0.01	0.28	3.442557e-09	2	1287	177547	8685503	2127	eltrombopag	thrombocytopenia	0	0	0.82	0.02392754	0	558	24	2750	2127	eltrombopag	thrombocytopenia	45.5	82.4	0	0	113.59	1	0	146	1	425	2127	eltrombopag	thrombocytopenia	0	0	14.69	1	0	101	2	276	2127	eltrombopag	thrombocytopenia	0	0	190.66	1	0	62	1	303	2127	eltrombopag	thrombocytopenia	-16.43	7.32051546311555e-08	2272.28	0.9942311	0	0.03	0.877478	0.77	1.23	0.5300877	87458
2128	ceftolozane	0	0	1.37	0.1200502	0	134	177549	8686656	2128	ceftolozane	pseudomonas infection	0	0	26.08	1	0	23	18	2456	2128	ceftolozane	pseudomonas infection	18.8	83.3	0	0	214.93	1	0	7	4	865	2128	ceftolozane	pseudomonas infection	0	0	796.64	1	0	4	2	527	2128	ceftolozane	pseudomonas infection	0	0	118.8	1	0	7	5	645	2128	ceftolozane	pseudomonas infection	-13.92	9.00784307805218e-07	1918.9	0.99421	0.02	0.02	0.1843337	-0.74	0.84	0.3766617	811908
2129	daclatasvir	0.6	0.44	0.8	0.0001742894	48	3912	177501	8682878	2129	daclatasvir	hepatitis c	0.64	0.43	0.91	0.01046798	32	1823	2499	90943	2129	daclatasvir	hepatitis c	32.8	65	0.72	0.45	1.1	0.1579741	23	964	534	16205	2129	daclatasvir	hepatitis c	0.58	0.3	1.04	0.07680214	12	768	309	11523	2129	daclatasvir	hepatitis c	0.75	0.39	1.32	0.3743403	13	543	293	9204	2129	daclatasvir	hepatitis c	-0.4	0.670320046035639	0.21	0.05044035	-0.02	0	1.401461e-11	-0.17	0.08	0.03755556	8226658
2130	tirofibran	0	0	74.11	1	0	4	177549	8686786	2130	tirofibran	acute coronary syndrome	0	0	2987.97	1	0	1	104	8357	2130	tirofibran	acute coronary syndrome	51.9	87.2	0	0	Inf	1	0	0	26	1653	2130	tirofibran	acute coronary syndrome	0	0	Inf	1	0	0	9	1273	2130	tirofibran	acute coronary syndrome	0	0	Inf	1	0	0	21	646	2130	tirofibran	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2132	eluxadoline	0.54	0.26	1.01	0.05657548	10	898	177539	8685892	2132	eluxadoline	irritable bowel syndrome	0.19	0.05	0.5	3.63778e-05	4	495	382	9147	2132	eluxadoline	irritable bowel syndrome	21	70.7	0.49	0.13	1.33	0.2331788	4	197	60	1436	2132	eluxadoline	irritable bowel syndrome	0	0	4.48	0.6051335	0	60	8	447	2132	eluxadoline	irritable bowel syndrome	0.45	0.12	1.24	0.1764425	4	229	61	1583	2132	eluxadoline	irritable bowel syndrome	-1.22	0.295230166924014	0.53	0.0212124	-0.03	0.01	9.037817e-07	-0.88	0.38	0.02073423	823958
