results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
1730	thonzonium bromide	0	0	97.96	1	0	7	62416	8801916	1730	thonzonium bromide	lung transplant	0	0	3879.79	1	0	2	3	1759	1730	thonzonium bromide	lung transplant	26	26	0	0	Inf	1	0	0	0	0	1730	thonzonium bromide	lung transplant	0	0	Inf	1	0	0	0	174	1730	thonzonium bromide	lung transplant	0	0	Inf	1	0	0	1	147	1730	thonzonium bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1731	erythromycin	0.92	0.71	1.17	0.55	66	10106	62350	8791817	1731	erythromycin	acne	0.4	0.01	2.29	0.53	1	570	148	34061	1731	erythromycin	acne	16	52	0	0	32.44	1	0	22	17	2737	1731	erythromycin	acne	0	0	192.4	1	0	10	4	1145	1731	erythromycin	acne	0	0	23.96	1	0	27	17	2514	1731	erythromycin	acne	-13.43	1.47036483631174e-06	1066.91	0.99	0.01	0.02	0.64	-0.62	0.56	0.27
1733	chlortetracycline	0	0	17.82	1	0	31	62416	8801892	1733	chlortetracycline	head and neck cancer	0	0	4769.24	1	0	5	2	3798	1733	chlortetracycline	head and neck cancer	82.4	82.4	0	0	Inf	1	0	0	0	0	1733	chlortetracycline	head and neck cancer	0	0	Inf	1	0	0	1	289	1733	chlortetracycline	head and neck cancer	0	0	Inf	1	0	0	0	62	1733	chlortetracycline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	cephalexin	2.4	2.12	2.7	1e-36	277	16323	62139	8785600	1734	cephalexin	pain	1.38	0.9	2.02	0.11	27	1387	2719	192820	1734	cephalexin	pain	33	80.8	0.91	0.25	2.38	1	4	250	616	35192	1734	cephalexin	pain	0	0	3.06	0.64	0	93	205	15383	1734	cephalexin	pain	1.06	0.28	2.76	0.79	4	209	485	26749	1734	cephalexin	pain	-0.23	0.794533602503334	0.5	0.65	0	0	0.76	-0.32	0.08	0
1735	rifampin	0.25	0.11	0.47	1.5e-07	9	5120	62407	8796803	1735	rifampin	tuberculosis	0.23	0.01	1.51	0.22	1	977	14	3125	1735	rifampin	tuberculosis	16.5	55	0	0	180.11	1	0	122	1	564	1735	rifampin	tuberculosis	0	0	213.19	1	0	97	1	531	1735	rifampin	tuberculosis	0	0	11.59	1	0	89	3	421	1735	rifampin	tuberculosis	-16.1	1.018260369312e-07	2092.22	0.99	-0.01	0.03	0.69	-1.27	1.17	0.28
1736	carbenicillin indanyl sodium	0	0	39.35	1	0	15	62416	8801908	1736	carbenicillin indanyl sodium	acute myeloid leukaemia	0	0	4.5036e+15	1	0	1	9	14030	1736	carbenicillin indanyl sodium	acute myeloid leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	1736	carbenicillin indanyl sodium	acute myeloid leukaemia	0	0	Inf	1	0	0	0	1377	1736	carbenicillin indanyl sodium	acute myeloid leukaemia	0	0	Inf	1	0	0	0	1128	1736	carbenicillin indanyl sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	clindamycin phosphate	0.73	0.47	1.09	0.14	25	4798	62391	8797125	1737	clindamycin phosphate	acne	0.74	0.15	2.21	0.8	3	937	146	33694	1737	clindamycin phosphate	acne	16	52	1.18	0.03	7.69	0.59	1	139	16	2620	1737	clindamycin phosphate	acne	8.18	0.15	104.18	0.15	1	45	3	1110	1737	clindamycin phosphate	acne	0	0	4.11	0.62	0	143	17	2398	1737	clindamycin phosphate	acne	-0.13	0.878095430920561	1.03	0.9	0.01	0.02	0.64	-0.62	0.56	0.27
1738	bleomycin	0.26	0.12	0.47	7.2e-08	10	5481	62406	8796442	1738	bleomycin	hodgkin s disease	0.28	0.03	1.22	0.1	2	1700	13	3042	1738	bleomycin	hodgkin s disease	29.7	49.4	Inf	0.84	Inf	0.033	2	47	0	217	1738	bleomycin	hodgkin s disease	Inf	0.59	Inf	0.058	2	123	0	393	1738	bleomycin	hodgkin s disease	0	0	171.96	1	0	76	1	335	1738	bleomycin	hodgkin s disease	1.94	6.95875097063727	1.23	0.11	-0.02	0.03	0.59	0.36	1.24	0.77
1739	cephapirin sodium	0	0	5064.64	1	0	1	62416	8801922	1739	cephapirin sodium		0	0	Inf	1	0	0	0	0	1739	cephapirin sodium		NA	NA	0	0	Inf	1	0	0	0	0	1739	cephapirin sodium		0	0	Inf	1	0	0	0	0	1739	cephapirin sodium		0	0	Inf	1	0	0	0	0	1739	cephapirin sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1740	amoxicillin	1.04	0.92	1.16	0.53	316	43031	62100	8758892	1740	amoxicillin	hypertension	1.22	0.75	1.87	0.33	21	2122	2596	319769	1740	amoxicillin	hypertension	43.3	85	1.39	0.51	3.07	0.34	6	469	577	62793	1740	amoxicillin	hypertension	0	0	2.37	0.41	0	282	177	31521	1740	amoxicillin	hypertension	1.87	0.68	4.15	0.15	6	275	467	39944	1740	amoxicillin	hypertension	0.21	1.23367805995674	0.41	0.61	-0.01	0	0.02	-0.75	0.09	0
1741	cefazolin sodium	0.66	0.47	0.91	0.0078	40	8492	62376	8793431	1741	cefazolin sodium	prophylaxis	0.31	0.01	1.76	0.39	1	697	474	103658	1741	cefazolin sodium	prophylaxis	37.6	80.4	0	0	5.93	1	0	111	127	21957	1741	cefazolin sodium	prophylaxis	0	0	11.63	1	0	79	58	13673	1741	cefazolin sodium	prophylaxis	0	0	8.62	1	0	75	86	14399	1741	cefazolin sodium	prophylaxis	-12.18	5.1320775513202e-06	316.38	0.97	0.02	0.01	0	-0.39	0.17	0.02
1742	doxorubicin	0.29	0.24	0.36	2e-51	97	46621	62319	8755302	1742	doxorubicin	diffuse large b-cell lymphoma	0.2	0	2.49	0.15	1	5914	3	3552	1742	doxorubicin	diffuse large b-cell lymphoma	63	63	0	0	Inf	1	0	0	0	0	1742	doxorubicin	diffuse large b-cell lymphoma	0	0	Inf	1	0	606	0	654	1742	doxorubicin	diffuse large b-cell lymphoma	Inf	0.02	Inf	1	1	537	0	499	1742	doxorubicin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1743	griseofulvin	1.16	0.14	4.22	0.69	2	244	62414	8801679	1743	griseofulvin	hiv infection	0	0	209.91	1	0	8	165	58718	1743	griseofulvin	hiv infection	33.1	69.6	0	0	7600.04	1	0	1	31	6854	1743	griseofulvin	hiv infection	0	0	553.61	1	0	3	26	5795	1743	griseofulvin	hiv infection	0	0	12176.11	1	0	1	9	3469	1743	griseofulvin	hiv infection	-9.41	8.1900947351399e-05	727.6	0.99	0.03	0.01	0.01	0.26	0.4	0.53
1744	tobramycin	0.85	0.66	1.07	0.18	69	11466	62347	8790457	1744	tobramycin	cystic fibrosis	1.35	0.63	2.82	0.37	14	3406	20	6590	1744	tobramycin	cystic fibrosis	10.8	46.7	1.5	0.5	4.15	0.44	7	1005	12	2590	1744	tobramycin	cystic fibrosis	1.14	0.18	5.36	1	3	628	6	1432	1744	tobramycin	cystic fibrosis	1.54	0.33	6.09	0.5	4	656	7	1771	1744	tobramycin	cystic fibrosis	0.29	1.33642748802547	0.47	0.53	0	0.02	0.82	-0.05	0.45	0.92
1745	doxycycline calcium	0.31	0.04	1.12	0.11	2	916	62414	8801007	1745	doxycycline calcium	pain	0	0	5.65	1	0	48	2746	194159	1745	doxycycline calcium	pain	33	80.8	0	0	39.78	1	0	7	620	35435	1745	doxycycline calcium	pain	0	0	114.74	1	0	4	205	15472	1745	doxycycline calcium	pain	0	0	46.94	1	0	6	489	26952	1745	doxycycline calcium	pain	-9.43	8.02791999364078e-05	169.09	0.96	0	0	0.77	-0.32	0.08	0
1746	cephalothin sodium	0	0	3.82	1	0	138	62416	8801785	1746	cephalothin sodium	diffuse large b-cell lymphoma	0	0	3018.88	1	0	6	4	9460	1746	cephalothin sodium	diffuse large b-cell lymphoma	63	63	0	0	Inf	1	0	0	0	0	1746	cephalothin sodium	diffuse large b-cell lymphoma	0	0	Inf	1	0	0	0	1260	1746	cephalothin sodium	diffuse large b-cell lymphoma	0	0	Inf	1	0	0	1	1036	1746	cephalothin sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1747	daunorubicin	0.1	0.03	0.24	6.6e-15	5	6768	62411	8795155	1747	daunorubicin	acute lymphocytic leukaemia	0.2	0	1.18	0.079	1	1565	34	10553	1747	daunorubicin	acute lymphocytic leukaemia	17.9	61.9	0	0	16.95	1	0	74	5	1131	1747	daunorubicin	acute lymphocytic leukaemia	0	0	20.68	1	0	159	3	1351	1747	daunorubicin	acute lymphocytic leukaemia	0	0	12.82	1	0	132	4	1107	1747	daunorubicin	acute lymphocytic leukaemia	-15.46	1.9311113205542e-07	1702.04	0.99	0.01	0.02	0.42	-0.46	0.77	0.55
1748	vidarabine	0	0	2.54	0.41	0	207	62416	8801716	1748	vidarabine	herpes zoster	0	0	4.85	1	0	82	89	9194	1748	vidarabine	herpes zoster	52.9	87.1	0	0	33.65	1	0	8	24	1301	1748	vidarabine	herpes zoster	0	0	182.86	1	0	4	6	612	1748	vidarabine	herpes zoster	0	0	37.18	1	0	7	21	1057	1748	vidarabine	herpes zoster	-12.48	3.80193655996962e-06	718.41	0.99	0.01	0.01	0.67	-0.71	0.47	0.13
1749	amikacin	0.12	0.03	0.31	4.4e-10	4	4677	62412	8797246	1749	amikacin	prophylaxis	0	0	2.08	0.43	0	392	475	103963	1749	amikacin	prophylaxis	37.6	80.4	0	0	11.97	1	0	56	127	22012	1749	amikacin	prophylaxis	0	0	13.36	1	0	69	58	13683	1749	amikacin	prophylaxis	0	0	38.97	1	0	18	86	14456	1749	amikacin	prophylaxis	-11.97	6.33133147706026e-06	420.29	0.98	0.02	0.01	0	-0.38	0.17	0.03
1750	ticarcillin disodium	0.33	0.01	1.84	0.38	1	430	62415	8801493	1750	ticarcillin disodium	prophylaxis	0	0	28.85	1	0	30	475	104325	1750	ticarcillin disodium	prophylaxis	37.6	80.4	0	0	930.82	1	0	2	127	22066	1750	ticarcillin disodium	prophylaxis	0	0	8079.76	1	0	1	58	13751	1750	ticarcillin disodium	prophylaxis	0	0	5953.32	1	0	1	86	14473	1750	ticarcillin disodium	prophylaxis	-8.3	0.000248516827107952	377.59	0.98	0.02	0.01	0	-0.39	0.17	0.02
1751	cefamandole nafate	0	0	16.16	1	0	34	62416	8801889	1751	cefamandole nafate	joint prosthesis user	0	0	Inf	1	0	2	0	37	1751	cefamandole nafate	joint prosthesis user	NA	NA	0	0	Inf	1	0	0	0	0	1751	cefamandole nafate	joint prosthesis user	0	0	Inf	1	0	0	0	3	1751	cefamandole nafate	joint prosthesis user	0	0	Inf	1	0	0	0	1	1751	cefamandole nafate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	cefadroxil/cefadroxil hemihydrate	3.55	2.29	5.27	1.4e-07	25	993	62391	8800930	1753	cefadroxil/cefadroxil hemihydrate	pain	1.68	0.2	6.28	0.34	2	84	2744	194123	1753	cefadroxil/cefadroxil hemihydrate	pain	33	80.8	0	0	29.02	1	0	9	620	35433	1753	cefadroxil/cefadroxil hemihydrate	pain	0	0	406.66	1	0	2	205	15474	1753	cefadroxil/cefadroxil hemihydrate	pain	0	0	38.35	1	0	7	489	26951	1753	cefadroxil/cefadroxil hemihydrate	pain	-9.49	7.56041032846277e-05	178.29	0.96	0	0	0.76	-0.32	0.08	0
1754	natamycin	0	0	10.17	1	0	53	62416	8801870	1754	natamycin	endophthalmitis	0	0	Inf	1	0	3	0	157	1754	natamycin	endophthalmitis	NA	NA	0	0	Inf	1	0	0	0	0	1754	natamycin	endophthalmitis	0	0	Inf	1	0	3	0	16	1754	natamycin	endophthalmitis	0	0	Inf	1	0	0	0	25	1754	natamycin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	cefoxitin sodium	0.27	0.01	1.52	0.28	1	520	62415	8801403	1755	cefoxitin sodium	mycobacterium abscessus infection	0	0	Inf	1	0	29	0	115	1755	cefoxitin sodium	mycobacterium abscessus infection	NA	NA	0	0	Inf	1	0	0	0	0	1755	cefoxitin sodium	mycobacterium abscessus infection	0	0	Inf	1	0	6	0	16	1755	cefoxitin sodium	mycobacterium abscessus infection	0	0	Inf	1	0	10	0	15	1755	cefoxitin sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	meclocycline sulfosalicylate	0	0	735.87	1	0	2	62416	8801921	1756	meclocycline sulfosalicylate	atrial fibrillation	0	0	10849.64	1	0	1	334	111882	1756	meclocycline sulfosalicylate	atrial fibrillation	53.4	89.5	0	0	Inf	1	0	0	96	36261	1756	meclocycline sulfosalicylate	atrial fibrillation	0	0	Inf	1	0	0	51	22078	1756	meclocycline sulfosalicylate	atrial fibrillation	0	0	Inf	1	0	0	56	17971	1756	meclocycline sulfosalicylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	bacampicillin	0	0	23.44	1	0	24	62416	8801899	1757	bacampicillin	diabetes mellitus	0	0	396.24	1	0	3	1481	243741	1757	bacampicillin	diabetes mellitus	45	84.2	0	0	5258.37	1	0	1	350	51413	1757	bacampicillin	diabetes mellitus	0	0	Inf	1	0	0	136	29748	1757	bacampicillin	diabetes mellitus	0	0	3999.97	1	0	1	258	28224	1757	bacampicillin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	cefaclor	0.73	0.32	1.45	0.54	8	1536	62408	8800387	1758	cefaclor	rheumatoid arthritis	0	0	15.74	1	0	50	2246	461491	1758	cefaclor	rheumatoid arthritis	40.2	81	0	0	18.54	1	0	26	955	115917	1758	cefaclor	rheumatoid arthritis	0	0	5615.26	1	0	1	161	25409	1758	cefaclor	rheumatoid arthritis	0	0	18.07	1	0	26	913	108036	1758	cefaclor	rheumatoid arthritis	-8.79	0.000152247967685297	102.93	0.93	0.02	0	0	-0.32	0.09	0
1759	cephradine	2.64	0.54	7.87	0.11	3	160	62413	8801763	1759	cephradine	prophylaxis	0	0	38.36	1	0	23	475	104332	1759	cephradine	prophylaxis	37.6	80.4	0	0	420.74	1	0	3	127	22065	1759	cephradine	prophylaxis	0	0	579.76	1	0	3	58	13749	1759	cephradine	prophylaxis	0	0	5953.32	1	0	1	86	14473	1759	cephradine	prophylaxis	-8.05	0.000319101922481203	267.7	0.98	0.02	0.01	0	-0.39	0.17	0.02
1760	netilmicin	0	0	3.02	0.64	0	174	62416	8801749	1760	netilmicin	bronchitis	0	0	134.15	1	0	6	97	15106	1760	netilmicin	bronchitis	40.5	84.1	0	0	Inf	1	0	0	26	2092	1760	netilmicin	bronchitis	0	0	Inf	1	0	0	3	892	1760	netilmicin	bronchitis	0	0	Inf	1	0	0	27	1839	1760	netilmicin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	piperacillin sodium	0.42	0.31	0.57	7.2e-11	44	14636	62372	8787287	1761	piperacillin sodium	prophylaxis	1.25	0.46	2.76	0.49	6	1055	469	103300	1761	piperacillin sodium	prophylaxis	37.6	80.4	0	0	2.69	0.65	0	241	127	21827	1761	piperacillin sodium	prophylaxis	0	0	4.81	1	0	187	58	13565	1761	piperacillin sodium	prophylaxis	0	0	4.58	1	0	139	86	14335	1761	piperacillin sodium	prophylaxis	-13.2	1.85060119758191e-06	358.6	0.97	0.02	0.01	0	-0.38	0.17	0.03
1762	cefotaxime sodium	0.08	0.01	0.3	3.7e-08	2	3355	62414	8798568	1762	cefotaxime sodium	prophylaxis	0	0	3.35	0.63	0	244	475	104111	1762	cefotaxime sodium	prophylaxis	37.6	80.4	0	0	35.66	1	0	20	127	22048	1762	cefotaxime sodium	prophylaxis	0	0	49.34	1	0	20	58	13732	1762	cefotaxime sodium	prophylaxis	0	0	31.24	1	0	22	86	14452	1762	cefotaxime sodium	prophylaxis	-10.95	1.75580153011059e-05	365.35	0.98	0.02	0.01	0	-0.39	0.17	0.02
1765	cefoperazone sodium	0	0	0.76	0.018	0	685	62416	8801238	1765	cefoperazone sodium	prophylaxis	0	0	14.22	1	0	59	475	104296	1765	cefoperazone sodium	prophylaxis	37.6	80.4	0	0	49.03	1	0	15	127	22053	1765	cefoperazone sodium	prophylaxis	0	0	73.29	1	0	14	58	13738	1765	cefoperazone sodium	prophylaxis	0	0	118.12	1	0	7	86	14467	1765	cefoperazone sodium	prophylaxis	-10.1	4.10795552253007e-05	315.88	0.97	0.02	0.01	0	-0.39	0.17	0.02
1766	ceforanide	0	0	735.87	1	0	2	62416	8801921	1766	ceforanide	postoperative care	0	0	1720.81	1	0	2	9	2727	1766	ceforanide	postoperative care	72	72	0	0	Inf	1	0	0	0	0	1766	ceforanide	postoperative care	0	0	Inf	1	0	0	0	256	1766	ceforanide	postoperative care	0	0	Inf	1	0	0	1	403	1766	ceforanide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	cefuroxime sodium	0.33	0.09	0.85	0.013	4	1702	62412	8800221	1767	cefuroxime sodium	coronary artery bypass	0	0	4.51	1	0	190	22	4654	1767	cefuroxime sodium	coronary artery bypass	67	67	0	0	Inf	1	0	0	0	0	1767	cefuroxime sodium	coronary artery bypass	0	0	Inf	1	0	0	1	192	1767	cefuroxime sodium	coronary artery bypass	0	0	Inf	1	0	0	0	38	1767	cefuroxime sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	ceftizoxime sodium	0	0	12.05	1	0	45	62416	8801878	1768	ceftizoxime sodium	pyrexia	0	0	747.86	1	0	4	35	17108	1768	ceftizoxime sodium	pyrexia	46.1	76.7	0	0	Inf	1	0	0	1	1659	1768	ceftizoxime sodium	pyrexia	0	0	Inf	1	0	0	1	2082	1768	ceftizoxime sodium	pyrexia	0	0	4.5036e+15	1	0	1	2	1922	1768	ceftizoxime sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	azlocillin sodium	0	0	5064.64	1	0	1	62416	8801922	1769	azlocillin sodium	epilepsy	0	0	2753.75	1	0	1	616	45449	1769	azlocillin sodium	epilepsy	12	74.2	0	0	Inf	1	0	0	86	5823	1769	azlocillin sodium	epilepsy	0	0	2934.01	1	0	1	45	3547	1769	azlocillin sodium	epilepsy	0	0	Inf	1	0	0	52	4188	1769	azlocillin sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	clavulanate potassium	0.72	0.5	1.01	0.066	34	6620	62382	8795303	1770	clavulanate potassium	hypertension	0	0	1.36	0.12	0	335	2617	321556	1770	clavulanate potassium	hypertension	43.3	85	0	0	12.09	1	0	35	583	63227	1770	clavulanate potassium	hypertension	0	0	30.12	1	0	24	177	31779	1770	clavulanate potassium	hypertension	0	0	19.4	1	0	18	473	40201	1770	clavulanate potassium	hypertension	-9.76	5.77146221352103e-05	135.01	0.94	-0.01	0	0.02	-0.75	0.09	0
1771	amdinocillin	0	0	62.8	1	0	10	62416	8801913	1771	amdinocillin	spondylitis	0	0	612.99	1	0	3	10	2315	1771	amdinocillin	spondylitis	51.6	64.2	0	0	Inf	1	0	0	1	133	1771	amdinocillin	spondylitis	0	0	Inf	1	0	0	1	183	1771	amdinocillin	spondylitis	0	0	Inf	1	0	0	2	323	1771	amdinocillin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	cefmenoxime	0	0	15.67	1	0	35	62416	8801888	1772	cefmenoxime	age-related macular degeneration	0	0	277.68	1	0	7	18	6720	1772	cefmenoxime	age-related macular degeneration	70.5	78.9	0	0	Inf	1	0	0	0	330	1772	cefmenoxime	age-related macular degeneration	0	0	Inf	1	0	0	0	525	1772	cefmenoxime	age-related macular degeneration	0	0	Inf	1	0	0	2	587	1772	cefmenoxime	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	streptozocin	2.88	0.07	16.8	0.3	1	49	62415	8801874	1773	streptozocin	colon cancer	0	0	2352.3	1	0	2	35	15008	1773	streptozocin	colon cancer	35	86.2	0	0	1238.47	1	0	2	16	3500	1773	streptozocin	colon cancer	0	0	Inf	1	0	0	9	2043	1773	streptozocin	colon cancer	0	0	1083.8	1	0	2	9	1690	1773	streptozocin	colon cancer	-10.33	3.26390870023928e-05	1029.12	0.99	0	0.01	0.81	-0.19	0.47	0.69
1774	ceftazidime	0.38	0.19	0.69	0.00032	11	4034	62405	8797889	1774	ceftazidime	prophylaxis	0	0	2.64	0.65	0	309	475	104046	1774	ceftazidime	prophylaxis	37.6	80.4	0	0	20.16	1	0	34	127	22034	1774	ceftazidime	prophylaxis	0	0	38.75	1	0	25	58	13727	1774	ceftazidime	prophylaxis	0	0	21.66	1	0	31	86	14443	1774	ceftazidime	prophylaxis	-11.1	1.5112323819855e-05	316.45	0.97	0.02	0.01	0	-0.39	0.17	0.02
1775	cefonicid sodium	0	0	119.4	1	0	6	62416	8801917	1775	cefonicid sodium	respiratory disorder	0	0	2872.3	1	0	1	37	2852	1775	cefonicid sodium	respiratory disorder	45	80.6	0	0	Inf	1	0	0	8	552	1775	cefonicid sodium	respiratory disorder	0	0	Inf	1	0	0	3	269	1775	cefonicid sodium	respiratory disorder	0	0	Inf	1	0	0	7	477	1775	cefonicid sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	aztreonam	0.31	0.15	0.57	8.2e-06	10	4575	62406	8797348	1776	aztreonam	cystic fibrosis	0.63	0.19	1.66	0.41	5	2137	29	7859	1776	aztreonam	cystic fibrosis	10.8	46.7	0.49	0.12	1.53	0.23	4	1274	15	2321	1776	aztreonam	cystic fibrosis	0.26	0.01	1.94	0.29	1	671	8	1389	1776	aztreonam	cystic fibrosis	0.69	0.12	2.89	0.76	3	853	8	1574	1776	aztreonam	cystic fibrosis	-0.72	0.486752255959972	0.56	0.2	0	0.02	0.89	-0.05	0.45	0.91
1777	ceftriaxone sodium	0.5	0.39	0.63	6e-11	73	20489	62343	8781434	1777	ceftriaxone sodium	pneumonia	0.49	0.13	1.31	0.19	4	1624	82	16350	1777	ceftriaxone sodium	pneumonia	27	86.5	1.58	0.03	12.36	0.5	1	237	7	2617	1777	ceftriaxone sodium	pneumonia	0	0	23.52	1	0	154	3	1487	1777	ceftriaxone sodium	pneumonia	1.59	0.04	12.53	0.5	1	145	7	1616	1777	ceftriaxone sodium	pneumonia	0.07	1.07250818125422	1.05	0.95	0	0.01	0.98	-0.91	0.68	0.18
1778	cilastatin sodium	0.09	0.01	0.32	1e-07	2	3145	62414	8798778	1778	cilastatin sodium	pneumonia	0	0	2.24	0.42	0	346	86	17628	1778	cilastatin sodium	pneumonia	27	86.5	0	0	2073.07	1	0	2	8	2852	1778	cilastatin sodium	pneumonia	0	0	3594.4	1	0	2	3	1639	1778	cilastatin sodium	pneumonia	0	0	Inf	1	0	0	8	1761	1778	cilastatin sodium	pneumonia	-9.27	9.42085138398996e-05	1029.12	0.99	0	0.01	0.98	-0.91	0.68	0.18
1779	imipenem	0.13	0.04	0.29	1.3e-11	5	5607	62411	8796316	1779	imipenem	pneumonia	0.42	0.01	2.41	0.73	1	491	85	17483	1779	imipenem	pneumonia	27	86.5	0	0	53.88	1	0	32	8	2822	1779	imipenem	pneumonia	0	0	148.55	1	0	27	3	1614	1779	imipenem	pneumonia	0	0	80.57	1	0	14	8	1747	1779	imipenem	pneumonia	-12.66	3.17564435421807e-06	1007.12	0.99	0	0.01	0.99	-0.9	0.68	0.18
1780	cefotetan disodium	1.02	0.03	5.79	0.63	1	138	62415	8801785	1780	cefotetan disodium	prophylaxis	0	0	47.26	1	0	19	475	104336	1780	cefotetan disodium	prophylaxis	37.6	80.4	0	0	6128.01	1	0	1	127	22067	1780	cefotetan disodium	prophylaxis	0	0	Inf	1	0	0	58	13752	1780	cefotetan disodium	prophylaxis	0	0	5953.32	1	0	1	86	14473	1780	cefotetan disodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	mupirocin	1.95	1.51	2.46	6.3e-07	70	5077	62346	8796846	1781	mupirocin	pain	1.02	0.41	2.12	0.85	7	486	2739	193721	1781	mupirocin	pain	33	80.8	1.83	0.58	4.38	0.21	5	157	615	35285	1781	mupirocin	pain	0	0	2.9	0.64	0	98	205	15378	1781	mupirocin	pain	3.34	1.05	8.18	0.021	5	83	484	26875	1781	mupirocin	pain	0.58	1.78603843075007	0.46	0.2	0	0	0.77	-0.32	0.08	0
1782	bacitracin	1.54	0.9	2.48	0.093	17	1552	62399	8800371	1782	bacitracin	pain	2.34	0.63	6.15	0.098	4	121	2742	194086	1782	bacitracin	pain	33	80.8	3.7	0.43	14.58	0.11	2	31	618	35411	1782	bacitracin	pain	0	0	17.29	1	0	18	205	15458	1782	bacitracin	pain	3.57	0.41	14.09	0.12	2	31	487	26927	1782	bacitracin	pain	0.92	2.5092903899363	0.72	0.2	0	0	0.74	-0.32	0.08	0
1783	cefotiam	0	0	0.78	0.018	0	665	62416	8801258	1783	cefotiam	prophylaxis	0	0	15	1	0	56	475	104299	1783	cefotiam	prophylaxis	37.6	80.4	0	0	122.09	1	0	7	127	22061	1783	cefotiam	prophylaxis	0	0	142.11	1	0	8	58	13744	1783	cefotiam	prophylaxis	0	0	144.9	1	0	6	86	14468	1783	cefotiam	prophylaxis	-10.18	3.79212089307676e-05	383.84	0.98	0.02	0.01	0	-0.39	0.17	0.02
1784	cefuroxime axetil	0.75	0.43	1.22	0.28	16	3020	62400	8798903	1784	cefuroxime axetil	hypertension	0	0	3.69	0.63	0	125	2617	321766	1784	cefuroxime axetil	hypertension	43.3	85	0	0	16.58	1	0	26	583	63236	1784	cefuroxime axetil	hypertension	0	0	65.15	1	0	12	177	31791	1784	cefuroxime axetil	hypertension	0	0	19.4	1	0	18	473	40201	1784	cefuroxime axetil	hypertension	-9.88	5.11882778691264e-05	159.9	0.95	-0.01	0	0.02	-0.75	0.09	0
1785	vancomycin	0.58	0.48	0.68	7.8e-12	131	31992	62285	8769931	1785	vancomycin	prophylaxis	1.22	0.58	2.28	0.48	10	1802	465	102553	1785	vancomycin	prophylaxis	37.6	80.4	1.05	0.12	3.89	0.72	2	332	125	21736	1785	vancomycin	prophylaxis	1.91	0.22	7.28	0.29	2	253	56	13499	1785	vancomycin	prophylaxis	0	0	2.82	0.64	0	223	86	14251	1785	vancomycin	prophylaxis	-0.08	0.923116346386636	0.71	0.91	0.02	0.01	0	-0.39	0.17	0.02
