results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
1568	sunitinib malate	0.47	0.42	0.52	1e-62	378	37741	185046	8641174	1568	sunitinib malate	metastatic renal cell carcinoma	2.05	1.47	2.9	8e-06	121	7764	53	6981	1568	sunitinib malate	metastatic renal cell carcinoma	47.6	81	3.68	1.71	9.05	2e-04	47	1619	8	1014	1568	sunitinib malate	metastatic renal cell carcinoma	4.78	1.86	15.68	0.00016	36	1307	5	869	1568	sunitinib malate	metastatic renal cell carcinoma	2.8	0.92	11.44	0.077	19	501	4	296	1568	sunitinib malate	metastatic renal cell carcinoma	1.37	3.93535069547047	0.36	0	-0.01	0.01	0.42	-0.4	0.26	0.13
1569	methylnaltrexone bromide	0.49	0.18	1.08	0.08	6	569	185418	8678346	1569	methylnaltrexone bromide	constipation	0.87	0.23	2.25	1	4	281	691	42041	1569	methylnaltrexone bromide	constipation	7.1	81.8	1.26	0.03	7.45	0.55	1	54	153	10442	1569	methylnaltrexone bromide	constipation	4.68	0.11	30.69	0.2	1	17	71	5650	1569	methylnaltrexone bromide	constipation	0	0	7.41	1	0	40	100	7532	1569	methylnaltrexone bromide	constipation	0.28	1.32312981233744	1.01	0.78	-0.02	0	0	0	0.16	0.99
1570	darunavir ethanolate	0.9	0.75	1.07	0.24	131	6835	185293	8672080	1570	darunavir ethanolate	hiv infection	1.13	0.9	1.41	0.27	92	4767	906	53126	1570	darunavir ethanolate	hiv infection	24	63	0.41	0.19	0.78	0.0039	10	904	178	6630	1570	darunavir ethanolate	hiv infection	0.43	0.2	0.81	0.0062	10	772	149	4893	1570	darunavir ethanolate	hiv infection	0.73	0.19	1.99	0.82	4	334	51	3090	1570	darunavir ethanolate	hiv infection	-0.73	0.481908990090202	0.28	0.01	0	0	0.98	0.58	0.16	0
1571	lisdexamfetamine dimesylate	2.64	2.43	2.86	6.4e-93	617	10964	184807	8667951	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	1.2	1.06	1.36	0.0036	316	5038	2089	40044	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	7	59	1.05	0.77	1.4	0.77	57	1122	337	6943	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	1.14	0.74	1.71	0.52	29	686	199	5377	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	1.04	0.71	1.49	0.85	39	622	179	2959	1571	lisdexamfetamine dimesylate	attention deficit/hyperactivity disorder	0.06	1.06183654654536	0.14	0.65	0.01	0	0	-0.3	0.1	0
1572	aliskiren hemifumarate	0.67	0.52	0.86	7e-04	68	4721	185356	8674194	1572	aliskiren hemifumarate	hypertension	0.74	0.5	1.06	0.11	31	1682	7794	315001	1572	aliskiren hemifumarate	hypertension	36.8	82.7	4.12	1.47	9.38	0.0046	6	83	1096	62424	1572	aliskiren hemifumarate	hypertension	2.71	0.32	10.34	0.18	2	52	447	31479	1572	aliskiren hemifumarate	hypertension	4.3	1.12	11.78	0.017	4	48	773	39867	1572	aliskiren hemifumarate	hypertension	1.34	3.81904350536634	0.42	0	-0.02	0	0	-0.34	0.06	0
1573	dasatinib	0.39	0.33	0.47	2.5e-34	127	15035	185297	8663880	1573	dasatinib	chronic myeloid leukaemia	0.8	0.62	1.02	0.065	77	7511	442	34326	1573	dasatinib	chronic myeloid leukaemia	28.3	79.1	0.64	0.38	1.04	0.068	21	2337	94	6682	1573	dasatinib	chronic myeloid leukaemia	1	0.49	1.91	1	13	1385	41	4373	1573	dasatinib	chronic myeloid leukaemia	0.3	0.12	0.63	0.00039	8	1346	67	3398	1573	dasatinib	chronic myeloid leukaemia	-0.62	0.537944437594674	0.24	0.01	0	0.01	0.47	-0.54	0.18	0
1574	vorinostat	0.48	0.32	0.69	1.9e-05	28	2737	185396	8676178	1574	vorinostat	acute myeloid leukaemia	0	0	4.21	1	0	410	31	13599	1574	vorinostat	acute myeloid leukaemia	45.2	45.2	0	0	Inf	1	0	0	0	0	1574	vorinostat	acute myeloid leukaemia	0	0	Inf	1	0	68	0	1309	1574	vorinostat	acute myeloid leukaemia	0	0	796.96	1	0	52	1	1075	1574	vorinostat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1575	desvenlafaxine succinate	3.99	3.79	4.2	0	1614	19063	183810	8659852	1575	desvenlafaxine succinate	depression	0.97	0.9	1.04	0.4	836	7773	19842	178705	1575	desvenlafaxine succinate	depression	21	75.4	1.33	1.09	1.61	0.0045	127	960	2734	27473	1575	desvenlafaxine succinate	depression	1.53	0.99	2.27	0.044	29	224	847	9984	1575	desvenlafaxine succinate	depression	1.4	1.13	1.72	0.0019	111	828	2196	22920	1575	desvenlafaxine succinate	depression	0.35	1.41906754859326	0.09	0	-0.01	0	0	-0.13	0.04	0
1576	sitagliptin phosphate	0.67	0.62	0.72	1.5e-30	744	51786	184680	8627129	1576	sitagliptin phosphate	type 2 diabetes mellitus	2.72	2.39	3.1	1.7e-44	314	14669	994	126343	1576	sitagliptin phosphate	type 2 diabetes mellitus	39.1	80	0.67	0.35	1.18	0.19	13	2565	238	31669	1576	sitagliptin phosphate	type 2 diabetes mellitus	0.74	0.29	1.59	0.6	7	1559	99	16356	1576	sitagliptin phosphate	type 2 diabetes mellitus	0.59	0.23	1.25	0.22	7	1394	170	20057	1576	sitagliptin phosphate	type 2 diabetes mellitus	-0.41	0.663650250136319	0.28	0.14	-0.01	0	0	-0.32	0.12	0.01
1577	paliperidone	0.87	0.8	0.95	0.00098	583	31257	184841	8647658	1577	paliperidone	schizophrenia	1.92	1.63	2.24	2.6e-14	194	5529	994	54322	1577	paliperidone	schizophrenia	18.4	68	1.71	1.15	2.48	0.0068	36	852	168	6784	1577	paliperidone	schizophrenia	1.66	1	2.65	0.036	23	619	105	4697	1577	paliperidone	schizophrenia	1.48	0.8	2.57	0.15	16	382	84	2961	1577	paliperidone	schizophrenia	0.38	1.46228458943422	0.18	0.04	-0.01	0	0.01	-0.25	0.14	0.06
1578	posaconazole	0.25	0.15	0.4	5.2e-14	19	3494	185405	8675421	1578	posaconazole	prophylaxis	0.22	0.03	0.79	0.011	2	567	1675	102586	1578	posaconazole	prophylaxis	27	79.5	0	0	2.05	0.27	0	149	284	23026	1578	posaconazole	prophylaxis	0	0	4	1	0	102	127	13581	1578	posaconazole	prophylaxis	0	0	3.54	0.63	0	81	190	14289	1578	posaconazole	prophylaxis	-13.13	1.98478492464544e-06	291.41	0.96	-0.01	0	0.01	-0.33	0.12	0
1579	telbivudine	0.4	0.08	1.17	0.13	3	354	185421	8678561	1579	telbivudine	chronic hepatitis b	1.28	0.03	8.51	0.56	1	80	15	1534	1579	telbivudine	chronic hepatitis b	17	62.5	0	0	31.19	1	0	19	5	511	1579	telbivudine	chronic hepatitis b	0	0	76.2	1	0	15	3	448	1579	telbivudine	chronic hepatitis b	0	0	52.2	1	0	6	5	234	1579	telbivudine	chronic hepatitis b	-14.61	4.5181185218533e-07	1378.56	0.99	-0.05	0.02	0.03	-1.18	0.74	0.11
1580	carvedilol phosphate	0.79	0.58	1.06	0.13	46	2709	185378	8676206	1580	carvedilol phosphate	hypertension	0.57	0.28	1.03	0.062	11	778	7814	315905	1580	carvedilol phosphate	hypertension	36.8	82.7	1.89	0.22	7.16	0.29	2	60	1100	62447	1580	carvedilol phosphate	hypertension	0	0	9.56	1	0	29	449	31502	1580	carvedilol phosphate	hypertension	2.78	0.32	10.82	0.17	2	37	775	39878	1580	carvedilol phosphate	hypertension	0.64	1.89648087930495	0.72	0.37	-0.02	0	0	-0.33	0.06	0
1581	fosaprepitant dimeglumine	0.39	0.3	0.5	3.7e-17	59	7082	185365	8671833	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	0.88	0.45	1.62	0.77	14	1895	54	6466	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	52.5	75	0	0	6.76	0.57	0	344	3	957	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	0	0	4.57	0.58	0	256	4	767	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	0	0	7.16	0.58	0	335	3	987	1581	fosaprepitant dimeglumine	prophylaxis of nausea and vomiting	-15.92	1.21907899431915e-07	1186.72	0.99	0.03	0.03	0.33	0.45	0.77	0.56
1582	menthol	0.78	0.52	1.14	0.23	28	1673	185396	8677242	1582	menthol	pain	0.67	0.18	1.75	0.67	4	124	9065	187760	1582	menthol	pain	25	79	2.3	0.26	9.18	0.23	2	27	1147	35638	1582	menthol	pain	4.08	0.46	17.14	0.098	2	18	415	15246	1582	menthol	pain	0	0	5.9	1	0	21	866	26560	1582	menthol	pain	0.64	1.89648087930495	0.73	0.38	-0.01	0	0	-0.16	0.06	0.01
1583	methyl salicylate	0.8	0.45	1.33	0.48	15	874	185409	8678041	1583	methyl salicylate	dental disorder prophylaxis	0.63	0.01	4.16	1	1	122	15	1151	1583	methyl salicylate	dental disorder prophylaxis	NA	NA	0	0	Inf	1	0	0	0	0	1583	methyl salicylate	dental disorder prophylaxis	0	0	Inf	1	0	0	0	72	1583	methyl salicylate	dental disorder prophylaxis	0	0	Inf	1	0	0	0	99	1583	methyl salicylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1584	fesoterodine fumarate	0.76	0.62	0.92	0.0034	108	6679	185316	8672236	1584	fesoterodine fumarate	hypertonic bladder	1.17	0.72	1.82	0.48	24	1721	134	11229	1584	fesoterodine fumarate	hypertonic bladder	35.5	73.8	0	0	1.35	0.1	0	138	29	1359	1584	fesoterodine fumarate	hypertonic bladder	0	0	24.69	1	0	64	3	644	1584	fesoterodine fumarate	hypertonic bladder	0	0	1.29	0.11	0	194	30	1896	1584	fesoterodine fumarate	hypertonic bladder	-15.1	2.76791865854081e-07	651.82	0.98	-0.03	0.01	0	-1.13	0.61	0.06
1585	hydroxocobalamin	0.48	0.27	0.79	0.0019	15	1471	185409	8677444	1585	hydroxocobalamin	prophylaxis	0.91	0.11	3.36	1	2	135	1675	103018	1585	hydroxocobalamin	prophylaxis	27	79.5	0	0	17.57	1	0	19	284	23156	1585	hydroxocobalamin	prophylaxis	0	0	75.43	1	0	7	127	13676	1585	hydroxocobalamin	prophylaxis	0	0	22.96	1	0	14	190	14356	1585	hydroxocobalamin	prophylaxis	-10.06	4.27560436775242e-05	192.26	0.96	-0.01	0	0.01	-0.33	0.12	0
1586	fluticasone furoate	0.49	0.38	0.61	2.3e-11	69	6656	185355	8672259	1586	fluticasone furoate	chronic obstructive pulmonary disease	0.27	0.11	0.57	3.6e-05	7	2164	944	80140	1586	fluticasone furoate	chronic obstructive pulmonary disease	50	81.9	0.34	0.07	1.03	0.071	3	1004	161	18579	1586	fluticasone furoate	chronic obstructive pulmonary disease	0.32	0.01	1.88	0.37	1	532	54	9270	1586	fluticasone furoate	chronic obstructive pulmonary disease	0.8	0.25	1.92	0.84	5	650	125	12942	1586	fluticasone furoate	chronic obstructive pulmonary disease	-0.38	0.683861409212356	0.42	0.36	-0.03	0.01	0	-0.52	0.16	0
1587	retapamulin	0.53	0.23	1.05	0.067	8	709	185416	8678206	1587	retapamulin	impetigo	0	0	Inf	1	0	98	0	152	1587	retapamulin	impetigo	NA	NA	0	0	Inf	1	0	0	0	0	1587	retapamulin	impetigo	0	0	Inf	1	0	0	0	21	1587	retapamulin	impetigo	0	0	Inf	1	0	1	0	18	1587	retapamulin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1588	lapatinib ditosylate	0.51	0.41	0.62	2.2e-14	104	9577	185320	8669338	1588	lapatinib ditosylate	breast cancer	0.41	0.3	0.56	6.9e-11	43	4751	1368	62066	1588	lapatinib ditosylate	breast cancer	43.9	78	0.33	0.04	1.21	0.13	2	322	177	9352	1588	lapatinib ditosylate	breast cancer	0	0	Inf	1	0	0	0	116	1588	lapatinib ditosylate	breast cancer	0.43	0.09	1.29	0.17	3	392	200	11325	1588	lapatinib ditosylate	breast cancer	-0.82	0.440431654505999	0.58	0.16	0.01	0.01	0.34	-13.53	367.19	0.97
1590	levocetirizine	0.95	0.79	1.13	0.58	131	6469	185293	8672446	1590	levocetirizine	asthma	1.38	0.89	2.06	0.12	25	618	2925	99850	1590	levocetirizine	asthma	6	72.9	1.63	0.52	3.93	0.25	5	139	370	16763	1590	levocetirizine	asthma	0	0	6.31	1	0	35	112	6258	1590	levocetirizine	asthma	1.95	0.62	4.73	0.19	5	122	306	14587	1590	levocetirizine	asthma	0.34	1.40494759056359	0.46	0.46	-0.02	0	0	-0.32	0.11	0
1591	ixabepilone	0.38	0.21	0.61	7.3e-06	16	1992	185408	8676923	1591	ixabepilone	breast cancer	0.07	0	0.39	1.7e-05	1	675	1410	66142	1591	ixabepilone	breast cancer	43.9	78	0	0	10.46	1	0	21	179	9653	1591	ixabepilone	breast cancer	0	0	Inf	1	0	0	0	116	1591	ixabepilone	breast cancer	0	0	9.65	1	0	24	203	11693	1591	ixabepilone	breast cancer	-13.5	1.37095908638408e-06	807.41	0.99	0.01	0.01	0.31	-13.52	367.17	0.97
1592	nilotinib monohydrate	0.56	0.48	0.64	1.2e-17	178	14985	185246	8663930	1592	nilotinib monohydrate	chronic myeloid leukaemia	1.04	0.85	1.26	0.72	138	10838	381	30999	1592	nilotinib monohydrate	chronic myeloid leukaemia	28.3	79.1	1.97	1.33	2.9	0.00052	50	2536	65	6483	1592	nilotinib monohydrate	chronic myeloid leukaemia	2.19	1.23	3.89	0.0057	25	1625	29	4133	1592	nilotinib monohydrate	chronic myeloid leukaemia	1.96	1.19	3.19	0.0054	31	1253	44	3491	1592	nilotinib monohydrate	chronic myeloid leukaemia	0.72	2.05443321064389	0.18	0	0	0.01	0.44	-0.53	0.18	0
1593	lanreotide acetate	0.78	0.4	1.38	0.52	12	718	185412	8678197	1593	lanreotide acetate	acromegaly	0.73	0.35	1.35	0.4	11	396	175	4571	1593	lanreotide acetate	acromegaly	33.7	68.8	0	0	2.08	0.25	0	32	51	839	1593	lanreotide acetate	acromegaly	0	0	12.14	1	0	19	9	421	1593	lanreotide acetate	acromegaly	0	0	2.07	0.25	0	29	51	751	1593	lanreotide acetate	acromegaly	-14.54	4.84571907856387e-07	559.21	0.98	-0.02	0.01	0.06	-1.16	0.37	0
1594	ambrisentan	0.16	0.14	0.18	0	339	97391	185085	8581524	1594	ambrisentan	pulmonary arterial hypertension	0.83	0.66	1.03	0.091	122	30242	276	56745	1594	ambrisentan	pulmonary arterial hypertension	24.4	83	0.79	0.58	1.07	0.13	70	12636	130	18544	1594	ambrisentan	pulmonary arterial hypertension	1.02	0.56	1.8	1	21	3246	35	5511	1594	ambrisentan	pulmonary arterial hypertension	0.71	0.5	0.99	0.041	55	10683	114	15683	1594	ambrisentan	pulmonary arterial hypertension	-0.25	0.778800783071405	0.14	0.08	-0.01	0	0	-0.02	0.15	0.91
1595	rivastigmine	1.06	0.95	1.17	0.3	365	16172	185059	8662743	1595	rivastigmine	dementia alzheimer s type	1.41	1.11	1.79	0.0047	131	5930	159	10145	1595	rivastigmine	dementia alzheimer s type	67.3	89.5	1.39	0.6	3.16	0.43	12	627	16	1163	1595	rivastigmine	dementia alzheimer s type	2.14	0.61	7.76	0.24	7	303	6	555	1595	rivastigmine	dementia alzheimer s type	1.02	0.34	2.82	1	7	507	12	884	1595	rivastigmine	dementia alzheimer s type	0.36	1.43332941456034	0.37	0.32	-0.01	0.01	0.54	0.09	0.36	0.81
1596	temsirolimus	0.32	0.23	0.44	5.1e-18	39	5721	185385	8673194	1596	temsirolimus	renal cell carcinoma	0.09	0	0.53	0.00066	1	1617	115	17250	1596	temsirolimus	renal cell carcinoma	34.5	80.8	0	0	3.74	0.63	0	97	36	3297	1596	temsirolimus	renal cell carcinoma	0	0	3.93	0.62	0	90	29	2556	1596	temsirolimus	renal cell carcinoma	0	0	12.04	1	0	32	13	1118	1596	temsirolimus	renal cell carcinoma	-14.09	7.5996002783739e-07	590.48	0.98	0	0.01	0.87	-0.03	0.34	0.94
1597	gadoxetate disodium	0	0	0.69	0.012	0	253	185424	8678662	1597	gadoxetate disodium	nuclear magnetic resonance imaging	0	0	1.32	0.12	0	101	209	7359	1597	gadoxetate disodium	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	1597	gadoxetate disodium	nuclear magnetic resonance imaging	0	0	Inf	1	0	5	0	252	1597	gadoxetate disodium	nuclear magnetic resonance imaging	0	0	Inf	1	0	8	0	553	1597	gadoxetate disodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1598	doripenem	0.09	0.01	0.33	1.8e-07	2	1039	185422	8677876	1598	doripenem	prophylaxis	0	0	2.36	0.41	0	98	1677	103055	1598	doripenem	prophylaxis	27	79.5	0	0	69.57	1	0	6	284	23169	1598	doripenem	prophylaxis	0	0	63.67	1	0	8	127	13675	1598	doripenem	prophylaxis	0	0	82.86	1	0	5	190	14365	1598	doripenem	prophylaxis	-10.09	4.14924116190583e-05	242.87	0.97	-0.01	0	0.01	-0.33	0.12	0
1599	telavancin	0	0	1.27	0.12	0	138	185424	8678777	1599	telavancin	fungal infection	0	0	76.79	1	0	4	130	6543	1599	telavancin	fungal infection	17.1	67.8	0	0	64.77	1	0	4	23	943	1599	telavancin	fungal infection	0	0	186.7	1	0	4	6	625	1599	telavancin	fungal infection	0	0	Inf	1	0	0	21	891	1599	telavancin	fungal infection	-11.35	1.17694896249317e-05	727.7	0.99	-0.04	0.01	0	-0.83	0.47	0.08
1600	asenapine maleate	1.15	0.97	1.34	0.093	158	6453	185266	8672462	1600	asenapine maleate	bipolar disorder	0.3	0.21	0.42	1.1e-18	38	1808	3438	49242	1600	asenapine maleate	bipolar disorder	17	72.1	0.51	0.1	1.56	0.38	3	82	439	6153	1600	asenapine maleate	bipolar disorder	0	0	2.75	0.4	0	25	159	2716	1600	asenapine maleate	bipolar disorder	0.65	0.13	2.01	0.62	3	61	332	4392	1600	asenapine maleate	bipolar disorder	-0.71	0.491644197460965	0.59	0.23	0	0	0.71	-0.26	0.1	0.01
1601	ammonia n-13	0	0	249.4	1	0	2	185424	8678913	1601	ammonia n-13	coronary artery disease	0	0	399	1	0	2	178	13189	1601	ammonia n-13	coronary artery disease	45.3	85.5	0	0	Inf	1	0	0	32	3410	1601	ammonia n-13	coronary artery disease	0	0	Inf	1	0	0	19	2467	1601	ammonia n-13	coronary artery disease	0	0	Inf	1	0	0	17	1267	1601	ammonia n-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1602	sevelamer carbonate	0.16	0.1	0.24	2.6e-38	25	7340	185399	8671575	1602	sevelamer carbonate	hyperphosphataemia	0	0	15.72	1	0	658	3	4267	1602	sevelamer carbonate	hyperphosphataemia	NA	NA	0	0	Inf	1	0	0	0	0	1602	sevelamer carbonate	hyperphosphataemia	0	0	Inf	1	0	113	0	328	1602	sevelamer carbonate	hyperphosphataemia	0	0	Inf	1	0	123	0	223	1602	sevelamer carbonate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1603	maraviroc	0.51	0.32	0.75	0.00028	24	2221	185400	8676694	1603	maraviroc	hiv infection	0.65	0.39	1.02	0.057	19	1689	979	56204	1603	maraviroc	hiv infection	24	63	0.74	0.15	2.23	0.8	3	162	185	7372	1603	maraviroc	hiv infection	0.41	0.05	1.54	0.33	2	170	157	5495	1603	maraviroc	hiv infection	1.39	0.03	8.49	0.52	1	45	54	3379	1603	maraviroc	hiv infection	-0.62	0.537944437594674	0.59	0.29	0	0	0.99	0.57	0.16	0
1604	benzyl alcohol	0	0	1.18	0.081	0	148	185424	8678767	1604	benzyl alcohol	lice infestation	0	0	6.83	1	0	59	8	670	1604	benzyl alcohol	lice infestation	16.9	56.5	0	0	Inf	1	0	0	1	53	1604	benzyl alcohol	lice infestation	0	0	Inf	1	0	0	1	23	1604	benzyl alcohol	lice infestation	0	0	Inf	1	0	0	2	102	1604	benzyl alcohol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1605	alcaftadine	0.24	0.05	0.7	0.0035	3	589	185421	8678326	1605	alcaftadine	hypersensitivity	0	0	1.17	0.078	0	80	1383	34251	1605	alcaftadine	hypersensitivity	12.4	76.7	0	0	7.49	1	0	30	148	8374	1605	alcaftadine	hypersensitivity	0	0	408.64	1	0	2	39	2929	1605	alcaftadine	hypersensitivity	0	0	6.88	1	0	32	127	7058	1605	alcaftadine	hypersensitivity	-12.47	3.84014665764072e-06	410.79	0.98	-0.01	0	0.02	-0.34	0.19	0.07
1606	raltegravir potassium	1.51	1.34	1.71	1.8e-10	277	8563	185147	8670352	1606	raltegravir potassium	hiv infection	1.53	1.27	1.83	9.4e-06	144	5758	854	52135	1606	raltegravir potassium	hiv infection	24	63	1.08	0.69	1.64	0.67	27	1011	161	6523	1606	raltegravir potassium	hiv infection	0.92	0.57	1.44	0.83	24	915	135	4750	1606	raltegravir potassium	hiv infection	0.94	0.29	2.36	1	5	330	50	3094	1606	raltegravir potassium	hiv infection	-0.08	0.923116346386636	0.2	0.7	0	0	1	0.56	0.16	0
1607	icatibant acetate	0.49	0.27	0.82	0.0042	14	1341	185410	8677574	1607	icatibant acetate	hereditary angioedema	1.88	0.86	4.02	0.08	14	1218	18	2949	1607	icatibant acetate	hereditary angioedema	27.6	57.4	10.15	1.22	467.34	0.013	6	380	1	644	1607	icatibant acetate	hereditary angioedema	Inf	0.38	Inf	0.11	2	107	0	220	1607	icatibant acetate	hereditary angioedema	5.03	0.82	52.97	0.045	5	439	2	884	1607	icatibant acetate	hereditary angioedema	1.99	7.31553376230957	0.81	0.01	-0.01	0.02	0.63	0.16	0.81	0.84
1608	clevidipine	0	0	0.83	0.025	0	209	185424	8678706	1608	clevidipine	hypertension	0	0	3.54	0.63	0	44	7825	316639	1608	clevidipine	hypertension	36.8	82.7	0	0	2138.26	1	0	1	1102	62506	1608	clevidipine	hypertension	0	0	2626.42	1	0	1	449	31530	1608	clevidipine	hypertension	0	0	Inf	1	0	0	777	39915	1608	clevidipine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1609	regadenoson	0.14	0.06	0.28	2e-15	8	2651	185416	8676264	1609	regadenoson	scan myocardial perfusion	0	0	0.47	0.0025	0	1037	5	444	1609	regadenoson	scan myocardial perfusion	NA	NA	0	0	Inf	1	0	0	0	0	1609	regadenoson	scan myocardial perfusion	0	0	Inf	1	0	78	0	21	1609	regadenoson	scan myocardial perfusion	0	0	Inf	1	0	100	0	12	1609	regadenoson	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1610	olanzapine pamoate	0.59	0.28	1.1	0.11	10	787	185414	8678128	1610	olanzapine pamoate	schizophrenia	1.22	0.44	2.7	0.64	6	248	1182	59603	1610	olanzapine pamoate	schizophrenia	18.4	68	0	0	2.7	0.65	0	53	204	7583	1610	olanzapine pamoate	schizophrenia	0	0	4.79	1	0	34	128	5282	1610	olanzapine pamoate	schizophrenia	0	0	6.49	1	0	21	100	3322	1610	olanzapine pamoate	schizophrenia	-12.89	2.52315614902625e-06	322.91	0.97	-0.01	0	0	-0.25	0.14	0.06
1611	ferumoxytol	0.23	0.06	0.58	0.00023	4	827	185420	8678088	1611	ferumoxytol	iron deficiency anaemia	0	0	0.77	0.017	0	448	34	2980	1611	ferumoxytol	iron deficiency anaemia	18.8	80.3	0	0	11.01	1	0	52	6	657	1611	ferumoxytol	iron deficiency anaemia	0	0	466.28	1	0	23	1	276	1611	ferumoxytol	iron deficiency anaemia	0	0	9.34	1	0	41	7	533	1611	ferumoxytol	iron deficiency anaemia	-14.92	3.31380027771388e-07	1311.12	0.99	-0.01	0.02	0.38	-1.16	1.08	0.28
1612	sapropterin	0.59	0.38	0.88	0.0067	24	1909	185400	8677006	1612	sapropterin	phenylketonuria	Inf	0.02	Inf	1	22	1516	0	8	1612	sapropterin	phenylketonuria	10.6	41.6	0	0	Inf	1	4	222	0	0	1612	sapropterin	phenylketonuria	0	0	Inf	1	1	154	0	0	1612	sapropterin	phenylketonuria	0	0	Inf	1	5	251	0	0	1612	sapropterin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1613	etravirine	0.84	0.65	1.08	0.2	64	3550	185360	8675365	1613	etravirine	hiv infection	1.13	0.83	1.51	0.4	51	2628	947	55265	1613	etravirine	hiv infection	24	63	1.66	0.86	2.96	0.098	13	322	175	7212	1613	etravirine	hiv infection	1.3	0.6	2.49	0.46	10	279	149	5386	1613	etravirine	hiv infection	1.9	0.37	6.02	0.23	3	101	52	3323	1613	etravirine	hiv infection	0.34	1.40494759056359	0.29	0.24	0	0	0.91	0.55	0.16	0
1614	iloperidone	1.28	0.85	1.85	0.2	29	1059	185395	8677856	1614	iloperidone	schizophrenia	0.67	0.14	1.98	0.64	3	226	1185	59625	1614	iloperidone	schizophrenia	18.4	68	1.5	0.04	9.25	0.5	1	25	203	7611	1614	iloperidone	schizophrenia	0	0	11.69	1	0	15	128	5301	1614	iloperidone	schizophrenia	3.36	0.08	24.07	0.28	1	10	99	3333	1614	iloperidone	schizophrenia	0.38	1.46228458943422	1.02	0.71	-0.01	0	0	-0.26	0.14	0.06
1615	oxiglutatione	0	0	51.08	1	0	5	185424	8678910	1615	oxiglutatione	adverse event	0	0	300.46	1	0	2	19	1046	1615	oxiglutatione	adverse event	34.5	75.5	0	0	310.51	1	0	2	5	263	1615	oxiglutatione	adverse event	0	0	3934.8	1	0	2	1	214	1615	oxiglutatione	adverse event	0	0	Inf	1	0	0	5	156	1615	oxiglutatione	adverse event	-11.2	1.3674196065681e-05	1696.73	0.99	0	0.02	0.92	-1.93	1.1	0.08
1616	degarelix acetate	0.64	0.36	1.07	0.092	15	1091	185409	8677824	1616	degarelix acetate	prostate cancer	1.52	0.82	2.59	0.13	14	727	569	44885	1616	degarelix acetate	prostate cancer	57.4	90.3	1.33	0.27	4.02	0.5	3	229	130	13176	1616	degarelix acetate	prostate cancer	1.18	0.24	3.57	0.74	3	250	146	14391	1616	degarelix acetate	prostate cancer	0	0	Inf	1	0	0	0	51	1616	degarelix acetate	prostate cancer	0.14	1.15027379885723	0.59	0.81	-0.01	0.01	0.06	12.05	335.57	0.97
