results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	count	count_change	count_label
1885	tenecteplase	0	0	2.56	0.41	0	592	21580	8842167	1885	tenecteplase	acute myocardial infarction	0	0	Inf	1	0	194	0	5616	1885	tenecteplase	acute myocardial infarction	NA	NA	0	0	Inf	1	0	0	0	0	1885	tenecteplase	acute myocardial infarction	0	0	Inf	1	0	4	0	678	1885	tenecteplase	acute myocardial infarction	0	0	Inf	1	0	2	0	348	1885	tenecteplase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1543	1542
1421	arsenic trioxide	0	0	1.04	0.057	0	1461	21580	8841298	1421	arsenic trioxide	acute promyelocytic leukaemia	0	0	52.13	1	0	675	1	902	1421	arsenic trioxide	acute promyelocytic leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	1421	arsenic trioxide	acute promyelocytic leukaemia	0	0	Inf	1	0	31	0	54	1421	arsenic trioxide	acute promyelocytic leukaemia	0	0	Inf	1	0	39	0	55	1421	arsenic trioxide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1546	1544
1720	desoxyribonuclease	0	0	2213.22	1	0	2	21580	8842757	1720	desoxyribonuclease	acute promyelocytic leukaemia	0	0	16384	1	0	2	1	1575	1720	desoxyribonuclease	acute promyelocytic leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	1720	desoxyribonuclease	acute promyelocytic leukaemia	0	0	Inf	1	0	0	0	85	1720	desoxyribonuclease	acute promyelocytic leukaemia	0	0	Inf	1	0	0	0	94	1720	desoxyribonuclease	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1546	1544
560	tretinoin	2.76	1.85	3.97	2.1e-06	29	4306	21551	8838453	560	tretinoin	acute promyelocytic leukaemia	Inf	0.03	Inf	0.48	1	761	0	816	560	tretinoin	acute promyelocytic leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	560	tretinoin	acute promyelocytic leukaemia	0	0	Inf	1	0	48	0	37	560	tretinoin	acute promyelocytic leukaemia	0	0	Inf	1	0	46	0	48	560	tretinoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1546	1544
1470	acamprosate calcium	9.95	5.86	15.84	1.5e-12	18	742	21562	8842017	1470	acamprosate calcium	alcoholism	0.48	0.09	1.49	0.27	3	292	47	2178	1470	acamprosate calcium	alcoholism	34.1	58	0	0	67.34	1	0	4	7	268	1470	acamprosate calcium	alcoholism	0	0	23.16	1	0	5	15	294	1470	acamprosate calcium	alcoholism	0	0	1658.88	1	0	3	1	130	1470	acamprosate calcium	alcoholism	-14.19	6.8764026939892e-07	1345.4	0.99	0.03	0.02	0.11	1.9	1.04	0.07	3	1549	1548
1102	corticorelin ovine triflutate	0	0	283.59	1	0	7	21580	8842752	1102	corticorelin ovine triflutate	alcoholism	0	0	1870.33	1	0	1	50	2469	1102	corticorelin ovine triflutate	alcoholism	34.1	58	0	0	Inf	1	0	0	7	272	1102	corticorelin ovine triflutate	alcoholism	0	0	Inf	1	0	0	15	299	1102	corticorelin ovine triflutate	alcoholism	0	0	4798.2	1	0	1	1	132	1102	corticorelin ovine triflutate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1549	1548
121	disulfiram	9.08	5.73	13.7	8.2e-15	23	1039	21557	8841720	121	disulfiram	alcoholism	3.38	1.58	6.73	0.001	12	211	38	2259	121	disulfiram	alcoholism	34.1	58	1.64	0.03	14.41	0.5	1	25	6	247	121	disulfiram	alcoholism	0.51	0.01	3.52	1	1	37	14	262	121	disulfiram	alcoholism	0	0	433.15	1	0	11	1	122	121	disulfiram	alcoholism	-0.68	0.50661699236559	1.05	0.52	0.03	0.02	0.12	1.93	1.04	0.06	3	1549	1548
677	etidocaine	0	0	12787.93	1	0	1	21580	8842758	677	etidocaine	arthritis	0	0	12359.65	1	0	1	145	56949	677	etidocaine	arthritis	49.4	69	0	0	Inf	1	0	0	12	4517	677	etidocaine	arthritis	0	0	Inf	1	0	0	3	2552	677	etidocaine	arthritis	0	0	Inf	1	0	0	12	7315	677	etidocaine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1552	1550
1361	rofecoxib	1.14	1	1.31	0.053	217	77805	21363	8764954	1361	rofecoxib	arthritis	1.2	0.82	1.72	0.31	45	15550	100	41400	1361	rofecoxib	arthritis	49.4	69	0	0	966.62	1	0	3	12	4514	1361	rofecoxib	arthritis	0	0	Inf	1	0	0	3	2552	1361	rofecoxib	arthritis	0	0	582.75	1	0	6	12	7309	1361	rofecoxib	arthritis	-10.28	3.4312528777718e-05	971.31	0.99	-0.03	0.01	0.04	-0.34	0.65	0.6	3	1552	1550
1447	valdecoxib	1.18	0.88	1.54	0.23	53	18426	21527	8824333	1447	valdecoxib	arthritis	0.71	0.26	1.59	0.59	6	3258	139	53692	1447	valdecoxib	arthritis	49.4	69	0	0	2130.75	1	0	2	12	4515	1447	valdecoxib	arthritis	0	0	16384	1	0	1	3	2551	1447	valdecoxib	arthritis	0	0	3529.72	1	0	2	12	7313	1447	valdecoxib	arthritis	-9.11	0.000110554715131105	833.88	0.99	-0.03	0.01	0.04	-0.34	0.65	0.6	3	1552	1550
1433	alfuzosin	0.96	0.53	1.62	1	14	5955	21566	8836804	1433	alfuzosin	benign prostatic hyperplasia	9.04	3.59	21.03	5.7e-06	9	969	19	18495	1433	alfuzosin	benign prostatic hyperplasia	54.1	58	0	0	Inf	1	0	6	0	120	1433	alfuzosin	benign prostatic hyperplasia	169.32	21.54	7262.52	1.4e-09	7	159	1	3866	1433	alfuzosin	benign prostatic hyperplasia	0	0	Inf	1	0	2	0	9	1433	alfuzosin	benign prostatic hyperplasia	6.23	507.755483495794	1.51	0	-0.1	0.03	0	14.14	1621.76	0.99	3	1555	1554
1439	dutasteride	0.17	0.06	0.38	6.2e-09	6	14194	21574	8828565	1439	dutasteride	benign prostatic hyperplasia	0	0	0.54	0.002	0	4056	28	15408	1439	dutasteride	benign prostatic hyperplasia	54.1	58	0	0	Inf	1	0	11	0	115	1439	dutasteride	benign prostatic hyperplasia	0	0	5.69	1	0	377	8	3648	1439	dutasteride	benign prostatic hyperplasia	0	0	Inf	1	0	0	0	11	1439	dutasteride	benign prostatic hyperplasia	-15.15	2.63292567262856e-07	1474.62	0.99	-0.06	0.02	0	15.68	8696.22	1	3	1555	1554
1617	silodosin	0.65	0.18	1.66	0.54	4	2532	21576	8840227	1617	silodosin	benign prostatic hyperplasia	0	0	4.45	1	0	599	28	18865	1617	silodosin	benign prostatic hyperplasia	54.1	58	0	0	Inf	1	0	4	0	122	1617	silodosin	benign prostatic hyperplasia	0	0	14.09	1	0	162	8	3863	1617	silodosin	benign prostatic hyperplasia	0	0	Inf	1	0	0	0	11	1617	silodosin	benign prostatic hyperplasia	-14.18	6.94551169000182e-07	1362.28	0.99	-0.06	0.02	0	14.64	5273.23	1	3	1555	1554
733	technetium tc-99m medronate	0	0	113.94	1	0	15	21580	8842744	733	technetium tc-99m medronate	bone scan	0	0	Inf	1	0	12	0	117	733	technetium tc-99m medronate	bone scan	NA	NA	0	0	Inf	1	0	0	0	0	733	technetium tc-99m medronate	bone scan	0	0	Inf	1	0	0	0	3	733	technetium tc-99m medronate	bone scan	0	0	Inf	1	0	1	0	10	733	technetium tc-99m medronate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1558	1556
722	technetium tc-99m medronate kit	0	0	57.71	1	0	28	21580	8842731	722	technetium tc-99m medronate kit	bone scan	0	0	Inf	1	0	11	0	118	722	technetium tc-99m medronate kit	bone scan	NA	NA	0	0	Inf	1	0	0	0	0	722	technetium tc-99m medronate kit	bone scan	0	0	Inf	1	0	0	0	3	722	technetium tc-99m medronate kit	bone scan	0	0	Inf	1	0	0	0	11	722	technetium tc-99m medronate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1558	1556
780	technetium tc-99m oxidronate kit	0	0	9.56	1	0	160	21580	8842599	780	technetium tc-99m oxidronate kit	bone scan	0	0	Inf	1	0	67	0	62	780	technetium tc-99m oxidronate kit	bone scan	NA	NA	0	0	Inf	1	0	0	0	0	780	technetium tc-99m oxidronate kit	bone scan	0	0	Inf	1	0	1	0	2	780	technetium tc-99m oxidronate kit	bone scan	0	0	Inf	1	0	4	0	7	780	technetium tc-99m oxidronate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1558	1556
2188	edaravone	0	0	4.78	1	0	318	21580	8842441	2188	edaravone	cerebral infarction	0	0	87.4	1	0	123	3	4412	2188	edaravone	cerebral infarction	NA	NA	0	0	Inf	1	0	0	0	0	2188	edaravone	cerebral infarction	0	0	Inf	1	0	16	0	443	2188	edaravone	cerebral infarction	0	0	Inf	1	0	7	0	305	2188	edaravone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1561	1560
633	probucol	0	0	4.69	1	0	324	21580	8842435	633	probucol	cerebral infarction	0	0	102.01	1	0	106	3	4429	633	probucol	cerebral infarction	NA	NA	0	0	Inf	1	0	0	0	0	633	probucol	cerebral infarction	0	0	Inf	1	0	57	0	402	633	probucol	cerebral infarction	0	0	Inf	1	0	30	0	282	633	probucol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1561	1560
1132	technetium tc-99m bicisate kit	0	0	182.7	1	0	10	21580	8842749	1132	technetium tc-99m bicisate kit	cerebral infarction	0	0	4.5036e+15	1	0	1	3	4534	1132	technetium tc-99m bicisate kit	cerebral infarction	NA	NA	0	0	Inf	1	0	0	0	0	1132	technetium tc-99m bicisate kit	cerebral infarction	0	0	Inf	1	0	0	0	459	1132	technetium tc-99m bicisate kit	cerebral infarction	0	0	Inf	1	0	0	0	312	1132	technetium tc-99m bicisate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1561	1560
1097	levoleucovorin calcium	0	0	2.09	0.43	0	725	21580	8842034	1097	levoleucovorin calcium	colorectal cancer	0	0	1899.14	1	0	244	1	12244	1097	levoleucovorin calcium	colorectal cancer	NA	NA	0	0	Inf	1	0	0	0	0	1097	levoleucovorin calcium	colorectal cancer	0	0	Inf	1	0	1	0	817	1097	levoleucovorin calcium	colorectal cancer	0	0	Inf	1	0	0	0	586	1097	levoleucovorin calcium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1564	1562
1905	panitumumab	0	0	0.18	2.8e-09	0	8456	21580	8834303	1905	panitumumab	colorectal cancer	0	0	97.67	1	0	3560	1	8928	1905	panitumumab	colorectal cancer	NA	NA	0	0	Inf	1	0	0	0	0	1905	panitumumab	colorectal cancer	0	0	Inf	1	0	115	0	703	1905	panitumumab	colorectal cancer	0	0	Inf	1	0	105	0	481	1905	panitumumab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1564	1562
1854	tetrahydrozoline	0	0	18.63	1	0	83	21580	8842676	1854	tetrahydrozoline	colorectal cancer	0	0	4.5036e+15	1	0	6	1	12482	1854	tetrahydrozoline	colorectal cancer	NA	NA	0	0	Inf	1	0	0	0	0	1854	tetrahydrozoline	colorectal cancer	0	0	Inf	1	0	0	0	818	1854	tetrahydrozoline	colorectal cancer	0	0	Inf	1	0	0	0	586	1854	tetrahydrozoline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1564	1562
2154	barium	0.92	0.02	5.18	1	1	443	21579	8842316	2154	barium	computerised tomogram abdomen	0	0	Inf	1	0	65	0	2184	2154	barium	computerised tomogram abdomen	NA	NA	0	0	Inf	1	0	0	0	0	2154	barium	computerised tomogram abdomen	0	0	Inf	1	0	0	0	52	2154	barium	computerised tomogram abdomen	0	0	Inf	1	0	0	0	104	2154	barium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1567	1566
231	diatrizoate meglumine	0	0	3.12	0.64	0	487	21580	8842272	231	diatrizoate meglumine	computerised tomogram abdomen	0	0	Inf	1	0	93	0	2156	231	diatrizoate meglumine	computerised tomogram abdomen	NA	NA	0	0	Inf	1	0	0	0	0	231	diatrizoate meglumine	computerised tomogram abdomen	0	0	Inf	1	0	0	0	52	231	diatrizoate meglumine	computerised tomogram abdomen	0	0	Inf	1	0	2	0	102	231	diatrizoate meglumine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1567	1566
215	diatrizoate sodium	0	0	3.25	0.63	0	467	21580	8842292	215	diatrizoate sodium	computerised tomogram abdomen	0	0	Inf	1	0	91	0	2158	215	diatrizoate sodium	computerised tomogram abdomen	NA	NA	0	0	Inf	1	0	0	0	0	215	diatrizoate sodium	computerised tomogram abdomen	0	0	Inf	1	0	0	0	52	215	diatrizoate sodium	computerised tomogram abdomen	0	0	Inf	1	0	2	0	102	215	diatrizoate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1567	1566
1990	crofelemer	0	0	65.08	1	0	25	21580	8842734	1990	crofelemer	diarrhoea	0	0	144.91	1	0	14	38	17513	1990	crofelemer	diarrhoea	19.7	64.1	0	0	692.99	1	0	5	5	2443	1990	crofelemer	diarrhoea	0	0	2300.7	1	0	6	2	2363	1990	crofelemer	diarrhoea	0	0	Inf	1	0	0	5	3961	1990	crofelemer	diarrhoea	-10.46	2.86602331662198e-05	1612.44	0.99	-0.03	0.02	0.04	-0.53	0.84	0.53	3	1570	1568
670	loperamide	0.73	0.56	0.95	0.016	59	32988	21521	8809771	670	loperamide	diarrhoea	0.23	0.09	0.52	6.4e-05	8	9326	30	8201	670	loperamide	diarrhoea	19.7	64.1	1.22	0.14	14.68	1	3	1348	2	1100	670	loperamide	diarrhoea	Inf	0.12	Inf	0.52	2	1445	0	924	670	loperamide	diarrhoea	0.15	0	1.47	0.065	1	2506	4	1455	670	loperamide	diarrhoea	-0.53	0.588604969678355	0.78	0.5	-0.03	0.02	0.06	-0.52	0.84	0.53	3	1570	1568
1225	simethicone	0.95	0.52	1.6	1	14	6019	21566	8836740	1225	simethicone	diarrhoea	0.19	0	1.13	0.081	1	2178	37	15349	1225	simethicone	diarrhoea	19.7	64.1	0	0	6.21	1	0	367	5	2081	1225	simethicone	diarrhoea	0	0	24.47	1	0	424	2	1945	1225	simethicone	diarrhoea	0.68	0.01	6.87	1	1	1066	4	2895	1225	simethicone	diarrhoea	-0.32	0.726149037073691	1.1	0.77	-0.03	0.02	0.05	-0.54	0.84	0.52	3	1570	1568
866	hydroxypropyl cellulose	0	0	17.75	1	0	87	21580	8842672	866	hydroxypropyl cellulose	dry eye	0	0	484.24	1	0	39	4	12299	866	hydroxypropyl cellulose	dry eye	44	60.9	0	0	Inf	1	0	6	0	893	866	hydroxypropyl cellulose	dry eye	0	0	8175.76	1	0	3	1	720	866	hydroxypropyl cellulose	dry eye	0	0	950.82	1	0	19	2	3309	866	hydroxypropyl cellulose	dry eye	-12.4	4.11858870753571e-06	2194.27	1	-0.05	0.03	0.08	0.66	1.24	0.59	3	1573	1572
2158	lifitegrast	0	0	2.66	0.65	0	571	21580	8842188	2158	lifitegrast	dry eye	0	0	50.11	1	0	363	4	11975	2158	lifitegrast	dry eye	44	60.9	0	0	Inf	1	0	52	0	847	2158	lifitegrast	dry eye	0	0	677.76	1	0	39	1	684	2158	lifitegrast	dry eye	0	0	93.06	1	0	181	2	3147	2158	lifitegrast	dry eye	-14.25	6.47595217584221e-07	1918.57	0.99	-0.04	0.03	0.08	0.66	1.24	0.6	3	1573	1572
1217	loteprednol etabonate	1.3	0.52	2.69	0.39	7	2203	21573	8840556	1217	loteprednol etabonate	dry eye	30.43	2.2	417.12	0.0058	2	392	2	11946	1217	loteprednol etabonate	dry eye	44	60.9	0	0	Inf	1	0	39	0	860	1217	loteprednol etabonate	dry eye	0	0	1343.99	1	0	20	1	703	1217	loteprednol etabonate	dry eye	Inf	5	Inf	0.0013	2	119	0	3209	1217	loteprednol etabonate	dry eye	4.08	59.1454698498823	1.25	0	-0.05	0.03	0.11	0.63	1.3	0.63	3	1573	1572
803	alprostadil	0	0	0.43	0.00043	0	3543	21580	8839216	803	alprostadil	erectile dysfunction	0	0	2.32	0.41	0	1396	30	24697	803	alprostadil	erectile dysfunction	42.2	57	0	0	73.17	1	0	64	3	1912	803	alprostadil	erectile dysfunction	0	0	10.11	1	0	483	6	5733	803	alprostadil	erectile dysfunction	0	0	Inf	1	0	0	0	4	803	alprostadil	erectile dysfunction	-14.26	6.41151537506014e-07	1315.06	0.99	-0.04	0.03	0.15	14.59	14313.36	1	3	1576	1574
1989	avanafil	0	0	3.97	1	0	383	21580	8842376	1989	avanafil	erectile dysfunction	0	0	11.88	1	0	286	30	25807	1989	avanafil	erectile dysfunction	42.2	57	0	0	155.29	1	0	31	3	1945	1989	avanafil	erectile dysfunction	0	0	25.7	1	0	200	6	6016	1989	avanafil	erectile dysfunction	0	0	Inf	1	0	0	0	4	1989	avanafil	erectile dysfunction	-13.39	1.53037156362688e-06	1210.92	0.99	-0.05	0.03	0.12	13.56	8659.34	1	3	1576	1574
1465	vardenafil	0.35	0.15	0.69	7e-04	8	9370	21572	8833389	1465	vardenafil	erectile dysfunction	0.35	0.04	1.4	0.22	2	4390	28	21703	1465	vardenafil	erectile dysfunction	42.2	57	0	0	105.81	1	0	45	3	1931	1465	vardenafil	erectile dysfunction	0	0	22.74	1	0	225	6	5991	1465	vardenafil	erectile dysfunction	0	0	Inf	1	0	0	0	4	1465	vardenafil	erectile dysfunction	-14.49	5.09416440845205e-07	1902.44	0.99	-0.05	0.03	0.12	14.56	14278.04	1	3	1576	1574
1368	ketotifen fumarate	0	0	0.99	0.06	0	1526	21580	8841233	1368	ketotifen fumarate	eye pruritus	0	0	191.01	1	0	365	1	1792	1368	ketotifen fumarate	eye pruritus	NA	NA	0	0	Inf	1	0	0	0	0	1368	ketotifen fumarate	eye pruritus	0	0	Inf	1	0	8	0	179	1368	ketotifen fumarate	eye pruritus	0	0	Inf	1	0	35	0	403	1368	ketotifen fumarate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1579	1578
857	naphazoline	0	0	1.05	0.057	0	1441	21580	8841318	857	naphazoline	eye pruritus	0	0	221.61	1	0	322	1	1835	857	naphazoline	eye pruritus	NA	NA	0	0	Inf	1	0	0	0	0	857	naphazoline	eye pruritus	0	0	Inf	1	0	10	0	177	857	naphazoline	eye pruritus	0	0	Inf	1	0	21	0	417	857	naphazoline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1579	1578
1079	pheniramine maleate	0.3	0.01	1.68	0.28	1	1359	21579	8841400	1079	pheniramine maleate	eye pruritus	0	0	223.23	1	0	320	1	1837	1079	pheniramine maleate	eye pruritus	NA	NA	0	0	Inf	1	0	0	0	0	1079	pheniramine maleate	eye pruritus	0	0	Inf	1	0	10	0	177	1079	pheniramine maleate	eye pruritus	0	0	Inf	1	0	21	0	417	1079	pheniramine maleate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1579	1578
1818	bismuth subcitrate potassium	1.38	0.03	7.75	0.52	1	297	21579	8842462	1818	bismuth subcitrate potassium	helicobacter infection	0	0	2.33	0.4	0	143	30	2512	1818	bismuth subcitrate potassium	helicobacter infection	47	66	0	0	8.31	1	0	39	4	207	1818	bismuth subcitrate potassium	helicobacter infection	0	0	17.78	1	0	29	3	206	1818	bismuth subcitrate potassium	helicobacter infection	0	0	2.88	0.38	0	47	12	362	1818	bismuth subcitrate potassium	helicobacter infection	-15.92	1.21907899431915e-07	1221.88	0.99	-0.01	0.01	0.5	-0.82	0.65	0.21	3	1582	1580
1793	clarithromycin	4.41	3.87	5	5.3e-78	248	23259	21332	8819500	1793	clarithromycin	helicobacter infection	12.12	3.04	105.2	3.4e-06	28	1423	2	1232	1793	clarithromycin	helicobacter infection	47	66	Inf	1.1	Inf	0.02	4	91	0	155	1793	clarithromycin	helicobacter infection	Inf	0.54	Inf	0.082	3	101	0	134	1793	clarithromycin	helicobacter infection	Inf	4.74	Inf	7.5e-06	12	149	0	260	1793	clarithromycin	helicobacter infection	18.78	143235401.626555	1457.03	0.99	0	0.02	0.87	-0.99	0.66	0.13	3	1582	1580
296	furazolidone	0	0	45.49	1	0	35	21580	8842724	296	furazolidone	helicobacter infection	0	0	30.42	1	0	13	30	2642	296	furazolidone	helicobacter infection	47	66	0	0	121.1	1	0	4	4	242	296	furazolidone	helicobacter infection	0	0	Inf	1	0	0	3	235	296	furazolidone	helicobacter infection	0	0	16.85	1	0	10	12	399	296	furazolidone	helicobacter infection	-14.05	7.90974584928702e-07	1250.06	0.99	-0.01	0.01	0.53	-0.86	0.65	0.19	3	1582	1580
132	chlorotrianisene	0	0	87.83	1	0	19	21580	8842740	132	chlorotrianisene	hepatic neoplasm malignant	0	0	Inf	1	0	10	0	8724	132	chlorotrianisene	hepatic neoplasm malignant	NA	NA	0	0	Inf	1	0	0	0	0	132	chlorotrianisene	hepatic neoplasm malignant	0	0	Inf	1	0	0	0	0	132	chlorotrianisene	hepatic neoplasm malignant	0	0	Inf	1	0	0	0	0	132	chlorotrianisene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1585	1584
2134	sorafenib	0.05	0	0.28	1e-07	1	8074	21579	8834685	2134	sorafenib	hepatic neoplasm malignant	0	0	Inf	1	0	1807	0	6927	2134	sorafenib	hepatic neoplasm malignant	NA	NA	0	0	Inf	1	0	0	0	0	2134	sorafenib	hepatic neoplasm malignant	0	0	Inf	1	0	0	0	0	2134	sorafenib	hepatic neoplasm malignant	0	0	Inf	1	0	0	0	0	2134	sorafenib	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1585	1584
1565	sorafenib tosylate	0	0	0.09	3.3e-18	0	16722	21580	8826037	1565	sorafenib tosylate	hepatic neoplasm malignant	0	0	Inf	1	0	5105	0	3629	1565	sorafenib tosylate	hepatic neoplasm malignant	NA	NA	0	0	Inf	1	0	0	0	0	1565	sorafenib tosylate	hepatic neoplasm malignant	0	0	Inf	1	0	0	0	0	1565	sorafenib tosylate	hepatic neoplasm malignant	0	0	Inf	1	0	0	0	0	1565	sorafenib tosylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1585	1584
1155	famciclovir	1.18	0.54	2.23	0.58	9	3138	21571	8839621	1155	famciclovir	herpes zoster	0.86	0.02	5.42	1	1	511	20	8833	1155	famciclovir	herpes zoster	29.1	67.3	0	0	827.06	1	0	31	1	665	1155	famciclovir	herpes zoster	0	0	Inf	1	0	28	0	594	1155	famciclovir	herpes zoster	0	0	36.53	1	0	68	3	1014	1155	famciclovir	herpes zoster	-17.03	4.01758406836406e-08	7406.41	1	-0.05	0.03	0.08	-17.56	3017.4	1	3	1588	1586
1187	valacyclovir	1.61	1.32	1.95	3.6e-06	110	28003	21470	8814756	1187	valacyclovir	herpes zoster	7.21	2.1	38.22	0.00022	18	4244	3	5100	1187	valacyclovir	herpes zoster	29.1	67.3	0	0	103.15	1	0	191	1	505	1187	valacyclovir	herpes zoster	0	0	Inf	1	0	175	0	447	1187	valacyclovir	herpes zoster	5.53	0.29	326.56	0.17	2	287	1	795	1187	valacyclovir	herpes zoster	1.66	5.2593108444469	1.23	0.18	-0.05	0.03	0.1	-17.48	2974.11	1	3	1588	1586
1748	vidarabine	1.99	0.05	11.21	0.4	1	206	21579	8842553	1748	vidarabine	herpes zoster	0	0	22.13	1	0	82	21	9262	1748	vidarabine	herpes zoster	29.1	67.3	0	0	11184.31	1	0	2	1	694	1748	vidarabine	herpes zoster	0	0	Inf	1	0	4	0	618	1748	vidarabine	herpes zoster	0	0	414.56	1	0	7	3	1075	1748	vidarabine	herpes zoster	-15.35	2.15565721874953e-07	13414.21	1	-0.05	0.03	0.08	-16.57	1838.08	0.99	3	1588	1586
1678	carglumic acid	0	0	26.45	1	0	59	21580	8842700	1678	carglumic acid	hyperammonaemia	0	0	Inf	1	0	31	0	157	1678	carglumic acid	hyperammonaemia	NA	NA	0	0	Inf	1	0	0	0	0	1678	carglumic acid	hyperammonaemia	0	0	Inf	1	0	2	0	21	1678	carglumic acid	hyperammonaemia	0	0	Inf	1	0	9	0	13	1678	carglumic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1591	1590
972	sodium benzoate	0	0	6.29	1	0	242	21580	8842517	972	sodium benzoate	hyperammonaemia	0	0	Inf	1	0	45	0	143	972	sodium benzoate	hyperammonaemia	NA	NA	0	0	Inf	1	0	0	0	0	972	sodium benzoate	hyperammonaemia	0	0	Inf	1	0	3	0	20	972	sodium benzoate	hyperammonaemia	0	0	Inf	1	0	8	0	14	972	sodium benzoate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1591	1590
973	sodium phenylacetate	0	0	22.85	1	0	68	21580	8842691	973	sodium phenylacetate	hyperammonaemia	0	0	Inf	1	0	29	0	159	973	sodium phenylacetate	hyperammonaemia	NA	NA	0	0	Inf	1	0	0	0	0	973	sodium phenylacetate	hyperammonaemia	0	0	Inf	1	0	3	0	20	973	sodium phenylacetate	hyperammonaemia	0	0	Inf	1	0	3	0	19	973	sodium phenylacetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1591	1590
466	iodohippurate sodium i-131	0	0	2213.22	1	0	2	21580	8842757	466	iodohippurate sodium i-131	hyperthyroidism	0	0	11507.09	1	0	1	11	3956	466	iodohippurate sodium i-131	hyperthyroidism	17.1	63.6	0	0	Inf	1	0	0	2	469	466	iodohippurate sodium i-131	hyperthyroidism	0	0	Inf	1	0	0	0	250	466	iodohippurate sodium i-131	hyperthyroidism	0	0	Inf	1	0	0	4	684	466	iodohippurate sodium i-131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1594	1592
114	methimazole	1.02	0.44	2.01	0.86	8	3217	21572	8839542	114	methimazole	hyperthyroidism	0.48	0.01	3.37	0.7	1	685	10	3272	114	methimazole	hyperthyroidism	17.1	63.6	0	0	22.93	1	0	89	2	380	114	methimazole	hyperthyroidism	0	0	Inf	1	0	52	0	198	114	methimazole	hyperthyroidism	0	0	7.66	1	0	114	4	570	114	methimazole	hyperthyroidism	-17.19	3.42355931050604e-08	3294.68	1	-0.06	0.02	0.02	-17.33	2660.7	0.99	3	1594	1592
